team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,13,477,6,62,477,91.6,74,6
CLV,8,13,423,14,41,423,91.1,65,10
LA,26,13,505,25,53,505,90.5,87,9
ARZ,1,13,520,9,77,520,90.4,93,7
PIT,25,13,541,26,69,541,90.1,101,6
CAR,5,13,503,10,67,503,89.6,91,14
KC,16,13,561,21,87,561,89.1,115,7
IND,14,13,476,18,75,476,88.6,101,8
TEN,31,13,440,36,52,440,88.0,97,9
TB,30,13,516,44,65,516,87.7,118,9
DET,11,13,525,19,73,525,87.6,111,19
SEA,29,13,555,19,93,555,87.6,125,13
NE,19,13,408,10,59,408,87.4,86,17
NO,20,13,473,22,70,473,87.1,107,15
DEN,10,13,478,25,86,478,86.7,119,8
MIA,17,13,493,19,82,493,86.5,117,16
LV,23,13,488,20,98,488,86.5,125,7
SF,28,13,504,39,70,504,86.2,124,15
DAL,9,13,580,20,103,580,85.9,143,20
JAX,15,13,565,17,108,565,85.9,142,17
ATL,2,13,547,36,86,547,85.6,140,18
WAS,32,13,519,33,75,519,85.5,129,21
BLT,3,13,406,11,73,406,85.5,101,17
BUF,4,13,529,19,110,529,85.5,141,12
CHI,6,13,561,24,104,561,85.2,147,19
HST,13,13,524,10,117,524,84.8,143,16
LAC,27,13,577,34,112,577,84.7,161,15
CIN,7,13,575,41,103,575,83.7,166,22
MIN,18,13,443,31,78,443,83.4,128,19
PHI,24,13,566,32,96,566,82.7,162,34
NYG,21,13,481,22,126,481,80.5,168,20
NYJ,22,13,460,31,117,460,79.1,170,22
