player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,7,2,2.9,85.7,93.2,10.8,9.3,0,0,1,14.3,32,68.0,54.8,77.5,50.9,40.9,79.3,0,16,0.0,0,1,0,93.5,6,69,74,1,3,7,0,45,19,0.7,7.5
Johnathan Joseph,2969,CB,ARZ,11,1,11.8,63.2,98.5,10.1,6.4,0,0,5,13.2,1,63.1,65.4,84.9,55.7,71.7,47.5,1,71,12.5,3,5,1,112.6,24,260,264,1,20,38,4,308,98,1.3,12.8
Domata Peko Sr.,3068,DI,ARZ,4,1,-3.0,100.0,1.7,1.0,1.0,0,0,0,0.0,1,58.9,41.9,82.4,54.6,40.1,51.9,0,3,33.3,1,0,0,79.2,1,1,58,0,1,1,0,3,6,3.0,3.0
Tramon Williams,3558,CB,BLT,4,1,4.4,77.8,92.0,9.4,7.3,0,0,1,11.1,3,60.1,60.8,81.5,65.2,57.1,84.1,0,14,0.0,0,1,0,122.7,7,69,75,0,6,9,1,41,28,0.6,5.9
Calais Campbell,4364,DI,BLT,10,1,9.0,0.0,3.1,,8.0,0,1,1,100.0,3,66.5,70.1,47.8,66.8,65.4,52.4,0,,40.0,2,1,2,39.6,0,8,259,6,2,1,0,0,0,0.0,
Brandon Carr,4454,S,DAL,3,0,,,100.0,,,0,0,0,,9,49.2,54.4,74.9,,68.7,72.8,0,,,0,0,1,0.0,0,12,12,0,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,14,2,7.1,69.5,88.6,11.5,8.0,0,2,6,10.2,20,55.7,63.7,88.8,60.2,76.7,78.8,2,74,8.5,4,5,4,91.0,41,514,580,13,41,59,3,399,233,0.8,9.7
Jason McCourty,5127,CB,NE,14,6,13.5,61.5,98.6,21.1,13.0,0,1,3,11.5,19,55.5,59.5,85.4,51.8,74.8,85.1,0,41,3.7,1,3,2,134.5,16,358,363,3,20,26,3,266,66,0.8,16.6
Steve McLendon,5232,DI,TB,14,0,,,1.8,,,0,0,0,,30,52.1,64.3,53.2,62.7,67.0,61.3,0,,100.0,1,0,2,0.0,0,4,220,0,0,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,14,0,8.5,100.0,1.2,2.5,2.5,1,0,0,0.0,30,48.7,62.7,27.8,66.5,66.3,44.7,0,18,42.9,3,0,6,118.8,2,6,493,7,4,2,0,27,10,5.4,13.5
Joe Haden,5532,CB,PIT,13,2,14.4,51.5,100.0,13.4,6.9,0,2,10,15.2,25,70.9,68.0,85.6,,50.8,48.3,2,54,10.8,4,9,4,74.7,34,482,482,6,31,66,2,510,119,1.1,15.0
Brandon Graham,5538,ED,PHI,14,2,,,1.8,,,0,0,0,,24,57.6,80.1,52.2,77.3,76.3,30.1,0,,0.0,0,0,4,0.0,0,7,384,7,0,0,0,0,0,0.0,
Jason Pierre-Paul,5540,ED,TB,14,3,2.3,75.0,12.2,7.6,5.7,0,1,1,8.3,30,65.5,69.7,64.7,71.0,59.9,40.8,2,40,31.3,5,1,3,63.5,9,70,573,13,8,12,0,111,106,1.6,12.3
Kareem Jackson,5545,S,DEN,14,6,6.1,76.7,99.0,16.8,12.9,0,1,4,9.3,10,72.5,74.5,72.2,48.4,77.9,65.7,0,35,9.6,5,3,1,102.9,33,582,588,12,41,43,1,300,182,0.5,9.1
