player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Mike Nugent,2264,K,ARZ,2,0,0,0,,1,1,100.0,1,69.2,0,0,,6,6,100.0,0,4,4,100.0,5,5,100.0,0,0,
Robbie Gould,2607,K,SF,14,0,4,2,50.0,9,9,100.0,28,79.8,0,0,,35,34,97.1,0,5,5,100.0,21,19,90.5,3,3,100.0
Stephen Gostkowski,3063,K,TEN,14,0,8,7,87.5,10,5,50.0,31,59.4,0,0,,46,44,95.7,0,5,4,80.0,26,18,69.2,3,2,66.7
Matt Prater,3471,K,DET,14,0,9,5,55.6,7,4,57.1,11,66.3,0,0,,37,35,94.6,0,7,7,100.0,27,20,74.1,4,4,100.0
Nick Folk,3794,K,NE,14,0,3,2,66.7,11,10,90.9,19,72.4,0,0,,28,26,92.9,0,7,7,100.0,27,25,92.6,6,6,100.0
Mason Crosby,3809,K,GB,14,0,4,4,100.0,5,5,100.0,12,76.9,1,1,100.0,53,50,94.3,0,5,5,100.0,16,16,100.0,1,1,100.0
Stephen Hauschka,4655,K,JAX,1,0,0,0,,1,0,0.0,15,28.9,0,0,,2,2,100.0,0,0,0,,2,0,0.0,1,0,0.0
Ryan Succop,5180,K,TB,14,0,2,1,50.0,8,7,87.5,30,76.5,1,1,100.0,45,42,93.3,0,8,8,100.0,27,25,92.6,8,8,100.0
Graham Gano,5443,K,NYG,14,0,5,4,80.0,8,8,100.0,21,77.8,0,0,,19,18,94.7,0,12,12,100.0,29,28,96.6,4,4,100.0
Dan Bailey,6796,K,MIN,14,0,5,2,40.0,6,4,66.7,18,34.7,0,0,,34,30,88.2,0,4,3,75.0,20,14,70.0,5,5,100.0
Kai Forbath,6860,K,LA,2,0,0,0,,1,0,0.0,26,41.5,0,0,,5,4,80.0,0,0,0,,3,2,66.7,2,2,100.0
Randy Bullock,7154,K,CIN,12,0,5,3,60.0,8,7,87.5,7,48.7,0,0,,25,24,96.0,0,10,8,80.0,26,21,80.8,3,3,100.0
Greg Zuerlein,7163,K,DAL,14,0,8,2,25.0,12,11,91.7,9,69.8,1,1,100.0,31,28,90.3,0,10,10,100.0,34,27,79.4,3,3,100.0
Justin Tucker,7604,K,BLT,14,0,5,3,60.0,9,9,100.0,3,84.5,0,0,,45,44,97.8,0,6,5,83.3,26,23,88.5,6,6,100.0
Dustin Hopkins,7958,K,WAS,14,0,4,2,50.0,14,10,71.4,32,53.8,0,0,,29,27,93.1,0,8,7,87.5,30,23,76.7,4,4,100.0
Brandon McManus,8437,K,DEN,13,0,10,8,80.0,8,8,100.0,10,77.3,0,0,,24,21,87.5,0,2,2,100.0,24,22,91.7,4,4,100.0
Sergio Castillo Jr.,8894,K,NYJ,6,0,2,2,100.0,5,2,40.0,22,29.6,0,0,,7,6,85.7,0,4,3,75.0,13,8,61.5,2,1,50.0
