player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Burrow,28022,QB,CIN,2,70.3,91,97,8.6,2.61,0,4,4.0,61.9,60,0,39,6.3,112,4,36,7,35.4,66.7,67.1,56.5,1,1,117,1,15.4,81.5,5.4,6,8,2,3,3,3,2.6,509,5.2
Matt Ryan,4317,QB,ATL,2,79.3,82,90,10.7,2.72,1,5,5.2,67.8,61,0,24,6.2,97,4,40,2,85.2,78.0,78.1,52.7,0,1,103,1,12.5,109.6,3.1,3,4,0,7,6,3,2.9,723,8.0
Dak Prescott,10769,QB,DAL,2,78.5,79,86,7.6,2.6,1,5,5.6,68.6,59,0,31,4.8,94,3,37,9,49.2,82.1,79.4,69.8,3,0,98,0,12.9,101.7,4.3,4,4,1,2,2,2,2.0,716,8.3
Carson Wentz,10636,QB,PHI,2,70.4,81,85,9.3,2.6,0,2,2.3,58.8,50,0,29,12.3,94,7,26,24,28.7,44.0,42.7,68.1,1,4,96,0,27.6,64.4,8.5,8,1,0,3,2,8,8.3,512,6.0
Josh Allen,46601,QB,BUF,2,79.5,78,81,8.3,2.97,2,6,6.9,70.4,57,0,28,8.1,90,5,35,4,30.4,73.9,78.9,45.1,0,0,96,0,10.7,122.8,3.3,3,6,0,1,6,3,3.1,727,9.0
Daniel Jones,39395,QB,NYG,2,78.1,73,81,6.7,2.74,0,3,3.4,63.0,51,0,39,10.5,95,6,34,21,55.4,78.7,74.6,76.7,1,3,102,1,17.9,74.1,7.4,7,6,2,5,2,2,2.0,520,6.4
Patrick Mahomes,11765,QB,KC,2,76.7,73,79,6.9,2.62,1,2,2.3,64.6,51,0,29,8.9,87,5,35,16,84.6,81.1,77.1,75.8,2,0,96,0,6.9,104.0,2.3,2,6,0,3,5,1,1.0,513,6.5
Kyler Murray,38334,QB,ARZ,2,77.9,68,78,7.4,2.84,2,2,2.4,66.7,52,0,28,1.9,94,1,30,1,85.9,69.5,65.5,80.0,0,2,99,4,17.9,83.1,5.3,5,10,1,7,2,1,1.0,516,6.6
Ryan Fitzpatrick,2467,QB,MIA,2,76.1,71,77,8.0,2.38,3,2,2.4,66.2,51,0,22,5.6,86,3,32,17,84.6,65.1,63.8,63.4,1,3,92,0,18.2,77.8,4.7,4,5,1,1,2,4,4.3,519,6.7
Teddy Bridgewater,8667,QB,CAR,2,78.1,73,76,7.9,2.54,2,4,5.0,72.4,55,0,26,3.5,86,2,32,5,51.3,64.6,64.0,58.9,0,2,90,1,23.1,90.7,7.0,6,4,0,1,1,5,5.6,636,8.4
Matthew Stafford,4924,QB,DET,2,72.9,70,75,9.0,2.66,0,4,5.1,58.7,44,0,24,13.7,85,7,26,11,84.2,60.9,60.9,56.4,2,2,89,1,20.8,83.2,5.9,5,5,1,2,3,3,3.4,541,7.2
