team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CLV,8,12,370,11,30,370,91.8,51,10
GB,12,12,440,6,58,440,91.4,70,6
LA,26,12,478,23,47,478,91.0,78,8
ARZ,1,12,476,8,69,476,90.4,84,7
PIT,25,12,503,25,64,503,90.0,95,6
CAR,5,12,457,10,60,457,89.9,81,11
KC,16,12,522,21,82,522,89.0,109,6
NE,19,12,376,10,52,376,88.8,73,11
TEN,31,12,415,32,50,415,88.2,90,8
IND,14,12,448,17,75,448,87.9,100,8
NO,20,12,427,19,64,427,87.5,95,12
SEA,29,12,522,19,87,522,87.4,119,13
TB,30,12,494,43,65,494,87.2,117,9
DET,11,12,481,18,70,481,87.1,106,18
MIA,17,12,435,18,73,435,86.8,103,12
DEN,10,12,448,22,84,448,86.6,113,7
BLT,3,12,377,11,63,377,86.5,88,14
DAL,9,12,555,19,95,555,86.1,134,20
BUF,4,12,483,18,95,483,86.0,124,11
HST,13,12,481,9,102,481,85.8,124,13
SF,28,12,455,35,64,455,85.8,114,15
LV,23,12,440,19,94,440,85.6,120,7
ATL,2,12,511,34,82,511,85.5,132,16
JAX,15,12,509,17,100,509,85.2,134,17
WAS,32,12,485,33,72,485,84.8,126,21
CHI,6,12,522,24,100,522,84.7,142,18
LAC,27,12,532,33,103,532,84.4,151,15
MIN,18,12,396,28,68,396,84.1,111,15
CIN,7,12,533,39,99,533,83.1,159,21
PHI,24,12,533,31,88,533,82.5,153,34
NYG,21,12,449,19,114,449,82.1,147,14
NYJ,22,12,430,29,111,430,78.8,161,21
