player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Keenan Allen,7857,WR,LAC,13,136,0,27,0,-2.3,1,94.4,,0,0,5.6,1,7,0,81.2,72.6,0,15,0.0,0,64,17,95.3,61,88.2,18,13.2,0,93,133,7.8,5.5,1.52,7.4,5,71.7,50.0,8,16,2.3,1,25,1,90.2,89.0,3,27,0.4,1,278,43,93.9,261,104.9,60,44.1,6,441,184,4.3,10.3,1.69
Stefon Diggs,9579,WR,BUF,13,130,0,4,0,-1.9,4,77.8,,0,0,12.5,1,0,0,45.7,52.8,0,21,0.0,0,67,7,94.0,63,88.4,9,6.9,0,47,60,8.6,6.7,0.75,7.1,5,71.4,50.0,2,4,16.7,5,6,0,62.9,82.1,0,25,0.0,0,172,25,94.2,162,112.6,35,26.9,2,268,114,4.6,10.7,1.65
Allen Robinson II,8696,WR,CHI,13,126,0,6,0,-2.6,1,100.0,,0,0,0.0,0,0,0,90.9,48.5,0,7,0.0,0,37,5,97.3,36,79.2,5,4.0,0,14,27,5.4,2.8,0.39,7.9,5,75.0,27.3,3,11,0.0,0,20,0,91.4,84.1,0,35,0.0,0,155,33,96.8,150,117.4,44,34.9,3,318,119,3.6,9.6,2.12
DeAndre Hopkins,7808,WR,ARZ,13,121,0,1,0,-2.0,5,100.0,,0,0,0.0,0,4,0,92.9,78.1,0,12,0.0,0,62,17,95.2,59,82.4,17,14.0,0,64,98,5.8,3.8,1.08,6.5,1,90.9,100.0,2,2,0.0,0,7,0,92.2,85.3,0,33,0.0,0,51,10,96.1,49,143.9,11,9.1,1,124,65,6.5,12.4,2.53
Davante Adams,8688,WR,GB,11,118,0,12,0,-1.3,0,100.0,,0,0,0.0,0,3,0,92.5,77.5,0,16,0.0,0,48,15,100.0,48,111.9,15,12.7,1,83,103,6.9,5.5,1.73,7.9,0,83.3,50.0,4,8,0.0,0,22,0,91.8,92.0,0,45,0.0,0,128,40,96.9,124,139.5,48,40.7,7,383,181,4.5,9.6,3.09
Travis Kelce,7844,TE,KC,13,117,0,16,0,-1.4,0,87.5,,0,0,0.0,0,2,0,91.4,84.0,1,15,10.2,5,49,7,83.7,41,86.5,8,6.8,1,38,48,6.9,5.4,0.93,10.6,3,78.8,33.3,1,3,0.0,0,23,0,91.3,93.7,1,45,0.7,1,140,26,91.4,128,145.7,33,28.2,4,419,172,6.6,16.1,3.27
Tyreek Hill,10799,WR,KC,13,116,0,16,0,-2.3,4,81.8,,0,0,10.0,1,4,0,56.2,70.6,0,14,0.0,0,51,9,96.1,49,119.3,11,9.5,1,59,83,9.2,6.6,1.2,13.8,9,64.5,50.0,3,6,9.1,4,27,0,61.2,81.0,1,54,0.0,0,310,40,94.5,293,117.5,62,53.4,6,538,213,5.3,13.5,1.84
Robby Anderson,11254,WR,CAR,13,113,0,5,0,-2.6,0,100.0,,0,0,0.0,0,2,0,91.6,72.1,0,24,0.0,0,49,9,98.0,48,89.8,9,8.0,0,50,73,8.1,5.6,1.04,7.4,0,80.0,66.7,4,6,5.3,2,22,0,73.8,79.1,0,26,0.0,0,151,36,93.4,141,102.4,45,39.8,0,386,203,5.6,10.7,2.74
Darren Waller,9637,TE,LV,13,112,0,23,0,-2.2,2,100.0,,0,0,0.0,0,4,0,92.3,90.3,0,22,2.6,1,38,13,94.7,36,96.2,13,11.6,0,92,121,9.3,7.1,2.56,9.7,1,55.6,50.0,3,6,0.0,0,9,1,90.6,83.4,1,29,1.0,1,105,15,91.4,96,70.9,27,24.1,1,166,94,6.3,11.1,1.73
Amari Cooper,9437,WR,DAL,13,110,0,9,0,-4.0,0,100.0,,0,0,0.0,0,0,0,84.5,40.1,0,0,0.0,0,45,1,91.1,41,79.2,1,0.9,0,0,4,4.0,0.0,0.0,9.4,0,64.3,60.0,3,5,5.3,1,10,0,90.8,76.1,1,32,0.0,0,136,18,96.3,131,72.5,28,25.5,0,213,61,3.4,11.8,1.63
