player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Ahkello Witherspoon,11821,CB,SF,1,1,,1.0,28,0,39.6,0,1,0,0,0,0.0
Xavier Rhodes,7806,CB,IND,6,8,,8.0,14,0,39.6,0,1,0,0,0,0.0
Kevin King,11788,CB,GB,4,5,,5.0,12,0,39.6,0,1,0,0,0,0.0
Eric Kendricks,9478,LB,MIN,9,21,,10.5,18,0,39.6,0,2,0,0,0,0.0
Lamar Jackson,50532,CB,NYJ,1,2,,2.0,22,0,39.6,0,1,0,0,0,0.0
Brandon Wilson,11962,S,CIN,5,7,,7.0,7,0,39.6,0,1,0,0,0,0.0
Chris Jones,49339,CB,MIN,1,2,,2.0,18,0,39.6,0,1,0,0,0,0.0
Donte Jackson,49377,CB,CAR,3,7,,7.0,5,0,39.6,0,1,0,0,0,0.0
Preston Smith,9471,ED,GB,5,8,,8.0,12,0,39.6,0,1,0,0,0,0.0
Brennan Scarlett,11169,LB,HST,4,8,,4.0,13,0,39.6,0,2,0,0,0,0.0
Isaiah Simmons,42451,LB,ARZ,8,24,,8.0,1,0,39.6,0,3,0,0,0,0.0
Anthony Chickillo,9645,ED,DEN,2,1,,1.0,10,0,39.6,0,1,0,0,0,0.0
Joe Thomas,9272,LB,DAL,5,18,,18.0,9,0,39.6,0,1,0,0,0,0.0
James Vaughters,9934,ED,CHI,5,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Jason Verrett,8660,CB,SF,1,1,,1.0,28,0,39.6,0,1,0,0,0,0.0
Kyle Fuller,8649,CB,CHI,7,11,,5.5,6,0,39.6,0,2,0,0,0,0.0
Tyus Bowser,11802,ED,BLT,2,2,,2.0,3,0,39.6,0,1,0,0,0,0.0
Bashaud Breeland,8737,CB,KC,2,7,,3.5,16,0,39.6,0,2,0,0,0,0.0
Ka'Dar Hollman,49446,CB,GB,2,7,,7.0,12,0,39.6,0,1,0,0,0,0.0
DeAndre Houston-Carson,10819,S,CHI,5,7,,3.5,6,1,0.0,0,2,0,0,0,0.0
Tae Crowder,35774,LB,NYG,3,8,,8.0,21,0,39.6,0,1,0,0,0,0.0
Jerome Baker,28091,LB,MIA,8,18,,6.0,17,0,39.6,0,3,0,0,0,0.0
Ricardo Allen,8782,S,ATL,7,20,,20.0,2,0,39.6,0,1,0,0,0,0.0
Jamel Dean,34918,CB,TB,9,16,,8.0,30,0,39.6,0,2,0,0,0,0.0
Reggie Ragland,10675,LB,DET,4,11,,11.0,11,0,39.6,0,1,0,0,0,0.0
Juan Thornhill,50426,S,KC,9,58,58.0,14.5,16,0,43.8,1,4,0,16,2,0.28
Minkah Fitzpatrick,51206,S,PIT,10,55,55.0,27.5,25,0,56.3,1,2,0,5,1,0.09
Johnathan Abram,34646,S,LV,9,49,49.0,49.0,23,1,79.2,1,1,0,23,12,0.47
Micah Hyde,7941,S,BUF,8,48,48.0,16.0,4,0,56.3,1,3,0,19,7,0.4
P.J. Williams,9511,S,NO,9,35,35.0,35.0,20,0,95.8,1,1,0,7,5,0.2
J.C. Jackson,42781,CB,NE,10,34,34.0,8.5,19,0,39.6,1,4,0,6,4,0.18
Sam Franklin,43580,S,CAR,6,33,33.0,11.0,5,0,47.9,1,3,0,13,6,0.39
Darius Phillips,49507,CB,CIN,6,71,23.7,10.1,7,0,60.4,3,7,0,38,9,0.54
Foyesade Oluokun,24904,LB,ATL,8,46,23.0,9.2,2,0,47.9,2,5,0,12,3,0.26
Danny Trevathan,7177,LB,CHI,9,22,22.0,11.0,6,0,70.8,1,2,0,13,9,0.59
Jarrod Wilson,10902,S,JAX,6,61,20.3,20.3,15,0,90.3,3,3,0,17,21,0.28
Bryce Callahan,10000,CB,DEN,8,120,20.0,8.6,10,2,10.7,6,14,0,41,12,0.34
Nicholas Morrow,51674,LB,LV,10,40,20.0,10.0,23,1,65.6,2,4,1,21,1,0.53
Marcell Harris,51408,S,SF,5,20,20.0,10.0,28,0,95.8,1,2,1,6,0,0.3
Xavier Woods,11946,S,DAL,10,78,19.5,15.6,9,0,79.2,4,5,0,10,15,0.13
Darnell Savage,34247,S,GB,9,57,19.0,14.3,12,0,156.3,3,4,1,79,22,1.39
T.J. Carrie,8853,CB,IND,3,19,19.0,6.3,14,0,42.4,1,3,0,5,0,0.26
Deon Bush,10758,S,CHI,5,19,19.0,19.0,6,0,118.8,1,1,0,22,14,1.16
Khari Willis,51304,S,IND,10,37,18.5,7.4,14,0,52.1,2,5,0,20,4,0.54
Ronald Darby,9483,CB,WAS,9,18,18.0,4.5,32,0,39.6,1,4,0,8,5,0.44
Antoine Brooks Jr.,49751,CB,PIT,1,18,18.0,9.0,25,0,56.3,1,2,0,5,6,0.28
Troy Pride Jr.,42883,CB,CAR,6,18,18.0,6.0,5,0,101.4,1,3,1,23,0,1.28
Jimmy Smith,6179,CB,BLT,9,35,17.5,5.0,3,0,39.6,2,7,0,18,2,0.51
Jordan Poyer,8000,S,BUF,10,51,17.0,7.3,4,0,50.3,3,7,0,11,10,0.22
Delano Hill,11849,S,SEA,2,17,17.0,8.5,29,0,56.3,1,2,0,4,0,0.24
Marcus Williams,11797,S,NO,7,17,17.0,8.5,20,0,95.8,1,2,0,50,36,2.94
Zach Cunningham,11812,LB,HST,8,17,17.0,8.5,13,0,56.3,1,2,0,6,1,0.35
Kevin Byard,10698,S,TEN,10,67,16.8,9.6,31,0,70.5,4,7,0,35,19,0.52
Harrison Smith,7641,S,MIN,9,50,16.7,12.5,18,0,106.3,3,4,0,40,33,0.8
Sione Takitaki,12666,LB,CLV,8,33,16.5,11.0,8,0,97.9,2,3,0,29,3,0.88
Kareem Jackson,5545,S,DEN,10,65,16.3,9.3,10,0,101.8,4,7,1,14,6,0.22
Tavon Young,10738,CB,BLT,2,16,16.0,8.0,3,0,95.8,1,2,0,28,4,1.75
Demario Davis,7079,LB,NO,9,32,16.0,5.3,20,0,81.9,2,6,1,4,6,0.13
Chris Banjo,8419,S,ARZ,5,16,16.0,16.0,1,0,83.3,1,1,0,4,0,0.25
Devin McCourty,5552,S,NE,9,16,16.0,16.0,19,0,104.2,1,1,0,9,13,0.56
Taylor Rapp,51172,S,LA,9,63,15.8,10.5,26,0,70.1,4,6,0,15,13,0.24
De'Vondre Campbell,10749,LB,ARZ,9,62,15.5,7.8,1,0,61.5,4,8,0,34,21,0.55
Keanu Neal,10651,S,ATL,9,61,15.3,10.2,2,0,90.3,4,6,0,47,15,0.77
Kenny Vaccaro,7796,S,TEN,9,45,15.0,15.0,31,0,157.6,3,3,1,37,8,0.82
A.J. Terrell,55586,CB,ATL,8,15,15.0,15.0,2,0,83.3,1,1,0,4,3,0.27
Jalen Ramsey,10639,CB,LA,7,75,15.0,7.5,26,0,57.1,5,10,0,32,42,0.43
Ross Cockrell,8744,CB,TB,1,15,15.0,15.0,30,0,79.2,1,1,0,-3,0,-0.2
Jaquiski Tartt,9479,S,SF,7,44,14.7,8.8,28,0,117.5,3,5,1,31,12,0.7
Anthony Harris,9895,S,MIN,10,71,14.2,8.9,18,0,140.6,5,8,1,90,15,1.27
Erik Harris,10346,S,LV,9,28,14.0,9.3,23,0,92.4,2,3,0,25,5,0.89
Christian Kirksey,8706,LB,GB,4,14,14.0,14.0,12,0,100.0,1,1,0,8,5,0.57
A.J. Klein,7930,LB,BUF,7,14,14.0,3.5,4,0,39.6,1,4,0,8,6,0.57
Jon Bostic,7831,LB,WAS,7,28,14.0,9.3,32,0,88.2,2,3,0,22,6,0.79
Eric Rowe,9480,S,MIA,10,82,13.7,10.3,17,0,89.1,6,8,0,47,21,0.57
Haason Reddick,11768,ED,ARZ,4,13,13.0,13.0,1,0,79.2,1,1,0,2,-1,0.15
T.J. Watt,11785,ED,PIT,6,13,13.0,13.0,25,0,158.3,1,1,1,20,0,1.54
Brandon Rusnak,51088,S,JAX,2,13,13.0,3.3,15,0,39.6,1,4,0,8,4,0.62
Adrian Phillips,9177,S,NE,8,26,13.0,13.0,19,0,104.2,2,2,0,18,11,0.69
Brandon Jones,43049,S,MIA,7,13,13.0,13.0,17,0,91.7,1,1,0,6,0,0.46
Robert Spillane,50918,LB,PIT,7,37,12.3,5.3,25,0,89.9,3,7,1,17,4,0.46
Chris Harris Jr.,6457,CB,LAC,3,98,12.3,8.9,27,0,142.6,8,11,1,131,57,1.34
Trevon Diggs,41817,CB,DAL,6,12,12.0,6.0,9,0,75.0,1,2,0,15,1,1.25
Fabian Moreau,11836,CB,WAS,3,12,12.0,12.0,32,0,112.5,1,1,0,11,8,0.92
Kareem Orr,50513,CB,TEN,2,24,12.0,12.0,31,0,108.3,2,2,0,20,7,0.83
Isaac Yiadom,49355,CB,NYG,6,12,12.0,6.0,21,0,104.2,1,2,1,10,0,0.83
Ryan Lewis,12017,CB,NYG,5,12,12.0,2.4,21,0,40.4,1,5,0,16,1,1.33
Leighton Vander Esch,50950,LB,DAL,5,12,12.0,12.0,9,0,83.3,1,1,0,4,6,0.33
Will Redmond,10702,S,GB,7,47,11.8,6.7,12,0,75.9,4,7,0,44,28,0.94
Desmond King II,11906,CB,TEN,9,201,11.8,8.7,31,0,94.3,17,23,0,169,107,0.84
Daniel Sorensen,9253,S,KC,10,58,11.6,8.3,16,1,93.8,5,7,1,54,39,0.93
Corn Elder,11907,CB,CAR,11,198,11.6,7.6,5,0,79.6,17,26,0,144,91,0.73
Dean Marlowe,9966,S,BUF,7,23,11.5,5.8,4,0,67.7,2,4,0,23,3,1.0
C.J. Henderson,55593,CB,JAX,7,23,11.5,7.7,15,0,109.7,2,3,0,43,3,1.87
Marquis Haynes,50244,ED,CAR,6,11,11.0,5.5,5,0,56.3,1,2,0,4,7,0.36
Tevaughn Campbell,91247,CB,LAC,5,88,11.0,8.0,27,1,95.8,8,11,2,83,45,0.94
Marcus Peters,9451,CB,BLT,10,44,11.0,8.8,3,1,73.8,4,5,0,56,24,1.27
Ben Niemann,51099,LB,KC,6,22,11.0,11.0,16,0,97.9,2,2,0,15,8,0.68
Amani Hooker,51378,S,TEN,8,22,11.0,7.3,31,0,71.5,2,3,0,10,8,0.45
Tarvarius Moore,49178,S,SF,4,11,11.0,11.0,28,0,79.2,1,1,0,0,3,0.0
Harold Landry III,48600,ED,TEN,7,11,11.0,5.5,31,0,56.3,1,2,0,2,0,0.18
Kenny Moore II,51596,CB,IND,10,229,10.9,7.6,14,1,84.7,21,30,1,195,130,0.85
Stephon Gilmore,7016,CB,NE,7,43,10.8,6.1,19,0,136.9,4,7,2,80,27,1.86
