player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Desmond Trufant,7803,CB,DET,6,0,11,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,170,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Justin Watson,66915,WR,TB,1,0,30,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
DeAndre Baker,33356,CB,KC,1,0,16,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.7,1,27,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Levi Wallace,25445,CB,BUF,15,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,2,454,2,75.0,0,1,0,0,100.0,2,2,75.0,1,1,0,1,1,0
Nate Hall,51497,LB,HST,2,0,13,0,0,0,0,0,0,100.0,3,2,66.7,2,2,0,0,25.0,3,12,2,66.7,0,0,0,0,0.0,0,0,,0,0,0,2,2,0
Montre Hartage,49390,S,NYG,1,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,6.3,1,16,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Marcus Gilchrist,6202,S,BLT,2,0,3,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.9,1,35,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Denzel Ward,49558,CB,CLV,13,0,8,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.2,1,492,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Darius Slay,7817,CB,PHI,15,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,485,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Ahkello Witherspoon,11821,CB,SF,8,0,28,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.5,1,203,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kevin King,11788,CB,GB,13,0,12,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,470,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Vernon Hargreaves III,10645,CB,HST,16,0,13,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.2,1,536,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cody Barton,50727,LB,SEA,6,0,29,0,1,0,0,0,0,,0,0,,0,0,0,0,2.3,1,44,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Avonte Maddox,50543,CB,PHI,10,0,24,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.4,1,276,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaylen Samuels,47297,HB,PIT,1,0,25,1,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Michael Jacquet III,47826,CB,PHI,4,0,24,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,2.3,2,86,1,50.0,0,0,0,0,50.0,1,1,100.0,1,0,0,1,0,0
Elijah Lee,11987,LB,CLV,2,0,8,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,50.0,1,2,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Isaac Yiadom,49355,CB,NYG,13,0,21,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,0.5,2,378,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Dorian O'Daniel,51487,LB,KC,3,0,16,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,66.7,4,6,2,37.5,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Bashaud Breeland,8737,CB,KC,13,0,16,1,4,0,0,1,0,14.3,1,1,50.0,0,0,0,1,1.4,7,500,5,35.7,0,1,3,1,85.7,6,4,33.3,0,1,1,0,1,1
Jaire Alexander,49350,CB,GB,17,0,12,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0.5,3,600,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Anthony Brown,10823,CB,DAL,10,0,9,0,2,0,0,1,0,33.3,1,1,50.0,0,0,0,0,1.1,3,280,2,33.3,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0,0
Kristian Fulton,42894,CB,TEN,7,0,31,0,2,0,0,2,0,66.7,4,2,25.0,0,0,0,0,4.5,6,132,3,33.3,0,0,0,0,33.3,2,1,50.0,1,1,0,1,1,0
Sharrod Neasman,11050,S,ATL,11,0,2,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,1.7,3,180,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Charvarius Ward,43034,CB,KC,16,0,16,2,6,0,2,5,0,88.2,15,8,30.0,1,1,0,1,3.1,17,556,9,29.4,0,0,1,1,11.8,2,1,25.0,0,0,0,1,1,0
Donovan Wilson,49408,S,DAL,11,0,9,0,0,0,0,0,0,28.6,2,0,0.0,0,0,0,0,2.1,7,338,2,28.6,0,0,0,0,71.4,5,2,40.0,2,2,0,2,2,0
L'Jarius Sneed,40588,CB,KC,11,0,16,1,4,0,1,1,0,56.0,14,5,28.6,3,3,1,1,8.1,25,309,9,26.0,0,0,3,1,44.0,11,4,22.7,1,1,0,4,4,1
Adoree' Jackson,11773,CB,TEN,4,0,31,0,1,0,0,1,1,100.0,2,1,25.0,0,0,0,1,1.6,2,126,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Dean Marlowe,9966,S,BUF,11,0,4,0,0,0,0,0,0,37.5,3,0,0.0,0,0,0,0,6.7,8,120,2,25.0,0,0,0,0,62.5,5,2,40.0,2,2,0,2,2,0
Kyle Wilber,7113,LB,LV,5,0,23,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,13.3,2,15,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Jimmy Smith,6179,CB,BLT,13,0,3,0,0,0,0,0,0,100.0,4,1,25.0,1,1,0,0,1.1,4,365,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Siran Neal,27130,CB,BUF,10,0,4,1,1,0,1,1,1,100.0,4,2,25.0,0,0,0,1,4.4,4,90,2,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marquise Copeland,38540,DI,LA,1,0,26,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,100.0,2,2,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Xavier Woods,11946,S,DAL,15,0,9,1,3,0,1,3,0,87.5,7,4,28.6,0,0,0,0,1.6,8,506,4,25.0,0,0,0,0,12.5,1,0,0.0,0,0,0,0,0,0
Casey Hayward Jr.,7064,CB,LAC,14,0,27,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0.4,2,455,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tevaughn Campbell,91247,CB,LAC,9,0,27,1,2,0,0,2,0,50.0,3,2,33.3,0,0,0,0,3.1,6,196,3,25.0,0,1,0,0,50.0,3,1,16.7,0,0,0,0,0,0
Keisean Nixon,56167,CB,LV,9,0,23,1,0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,2.3,2,88,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Stephon Gilmore,7016,CB,NE,11,0,19,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.6,2,351,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Dre Kirkpatrick,7023,CB,ARZ,14,0,1,0,1,0,0,1,0,50.0,1,1,50.0,0,1,1,0,0.4,2,471,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1,1
J.C. Jackson,42781,CB,NE,16,0,19,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.4,2,477,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Marcus Peters,9451,CB,BLT,16,0,3,0,0,0,0,0,0,100.0,4,1,25.0,1,1,0,0,0.6,4,629,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jamel Dean,34918,CB,TB,17,0,30,0,4,0,0,3,0,55.6,5,3,30.0,0,0,0,0,1.5,9,597,4,22.2,0,0,1,0,44.4,4,1,12.5,0,0,0,0,0,0
Jordan Evans,11947,LB,CIN,8,0,7,0,0,0,0,0,0,57.1,4,1,25.0,1,1,0,0,23.1,9,39,2,22.2,0,0,0,0,42.9,3,0,0.0,0,0,0,2,2,0
Isaiah Oliver,50393,CB,ATL,16,0,2,1,4,0,0,2,0,50.0,8,2,12.5,0,0,0,0,2.9,16,543,6,21.9,0,1,2,0,50.0,8,4,31.3,1,1,0,1,1,0
Ronnie Harrison,49206,S,CLV,12,0,8,2,5,0,1,3,0,56.3,9,4,22.2,0,0,0,0,6.7,16,240,7,21.9,0,1,2,0,43.8,7,3,21.4,0,0,0,0,0,0
Antonio Hamilton,11353,CB,KC,8,0,16,1,2,0,0,1,0,42.9,3,1,16.7,0,0,0,0,7.8,7,90,3,21.4,0,1,1,0,57.1,4,2,25.0,0,0,0,0,0,0
Darnell Savage,34247,S,GB,17,0,12,1,2,0,1,1,0,50.0,6,2,16.7,0,0,0,0,2.1,12,573,4,20.8,0,0,1,0,50.0,6,2,25.0,1,1,0,1,1,0
Dakota Allen,30076,LB,JAX,4,0,15,0,2,0,0,0,0,60.0,3,0,0.0,0,0,0,1,8.3,5,60,2,20.0,0,0,2,1,40.0,2,2,50.0,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,17,0,4,0,0,0,0,0,0,70.0,7,0,0.0,0,0,0,0,1.5,10,647,2,20.0,0,0,0,0,30.0,3,2,66.7,2,1,0,2,1,0
Deionte Thompson,25444,S,ARZ,8,0,1,1,1,0,1,0,0,40.0,2,1,25.0,0,0,0,0,2.5,5,202,2,20.0,0,0,1,0,60.0,3,1,16.7,0,0,0,0,0,0
Jaylinn Hawkins,51423,S,ATL,5,0,2,0,0,0,0,0,0,60.0,3,1,33.3,1,1,0,0,10.2,5,49,1,20.0,0,0,0,0,40.0,2,0,0.0,0,0,0,1,1,0
Raven Greene,24750,S,GB,10,0,12,1,2,0,0,1,0,38.5,5,1,10.0,0,0,0,0,5.6,13,232,4,19.2,0,1,1,0,61.5,8,3,25.0,1,1,0,1,1,0
Jalen Ramsey,10639,CB,LA,17,0,26,1,2,0,1,2,0,53.8,7,4,35.7,1,0,0,0,2.0,13,665,4,19.2,0,0,0,0,46.2,6,0,0.0,0,0,0,1,0,0
Duron Harmon,7872,S,DET,16,0,11,1,2,0,0,2,0,62.5,5,2,20.0,0,0,0,0,1.3,8,595,3,18.8,0,1,0,0,37.5,3,1,16.7,0,0,0,0,0,0
Justin Simmons,10732,S,DEN,16,0,10,0,3,0,0,3,0,87.5,7,3,21.4,0,0,0,0,1.3,8,638,3,18.8,0,0,0,0,12.5,1,0,0.0,0,0,0,0,0,0
Nik Needham,50356,CB,MIA,14,0,17,0,8,0,0,3,0,34.4,11,5,31.8,2,1,0,0,7.6,32,419,10,18.8,0,0,5,0,65.6,21,5,11.9,0,0,0,2,1,0
Darius Phillips,49507,CB,CIN,12,0,7,2,1,0,2,1,0,75.0,6,3,25.0,0,0,0,0,2.4,8,338,3,18.8,0,0,0,0,25.0,2,0,0.0,0,0,0,0,0,0
Jamal Adams,11761,S,SEA,13,0,29,6,15,0,5,8,1,57.0,57,16,16.7,3,3,1,1,18.1,101,557,29,18.3,0,1,7,0,43.0,43,13,20.9,5,5,0,8,8,1
Robert Spillane,50918,LB,PIT,10,0,25,2,6,0,1,3,0,55.6,15,4,13.3,0,0,0,0,15.2,34,223,10,17.6,0,0,2,0,44.4,12,3,16.7,1,1,0,2,2,0
Roquan Smith,50892,LB,CHI,16,0,6,1,6,0,1,2,0,62.5,25,6,18.0,3,3,2,0,7.5,43,573,11,17.4,0,0,3,0,37.5,15,4,16.7,1,2,1,4,5,3
Logan Ryan,7864,S,NYG,16,0,21,2,5,0,0,4,1,46.2,12,5,25.0,1,2,1,1,4.1,26,630,8,17.3,0,2,1,0,53.8,14,3,10.7,0,0,1,1,2,2
Jabrill Peppers,11780,S,NYG,15,0,21,0,7,0,0,3,0,51.4,19,5,18.4,2,1,0,0,7.0,38,546,10,17.1,0,0,4,0,48.6,18,5,16.7,1,1,0,3,2,0
Harrison Smith,7641,S,MIN,16,0,18,3,7,0,1,4,0,52.9,18,6,19.4,1,1,0,0,6.2,35,561,11,17.1,0,2,3,0,47.1,16,5,15.6,0,0,0,1,1,0
