player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Stefon Diggs,9579,WR,BUF,15,154,0,4,10.2,12,76.9,62.5,5,8,7.7,5,40,0,65.7,91.4,1,55,0.0,0,257,60,90.3,232,131.8,78,50.6,6,849,274,4.6,14.2,3.66,0,10.2,7,79.7,54.5,6,11,3.5,2,25,0,74.7,77.5,1,49,0.0,0,331,55,94.9,314,95.6,69,44.8,0,579,154,2.8,10.5,1.84
Allen Robinson II,8696,WR,CHI,15,145,0,6,9.7,6,61.2,33.3,9,27,2.4,1,28,0,82.8,90.2,2,35,0.0,0,200,41,96.0,192,92.6,67,46.2,4,515,150,3.7,12.6,2.68,0,10.4,6,77.5,55.6,10,18,0.0,0,34,0,90.6,82.0,3,42,0.0,0,330,55,98.2,324,91.5,71,49.0,1,644,162,2.9,11.7,1.99
DeAndre Hopkins,7808,WR,ARZ,15,144,0,1,8.0,3,76.5,62.5,5,8,0.0,0,20,0,86.1,90.0,2,60,0.0,0,137,26,86.1,118,116.7,34,23.6,3,375,195,7.5,14.4,3.18,0,8.6,17,80.2,58.3,7,12,1.2,1,50,2,90.7,85.4,0,45,0.0,0,448,81,97.3,436,108.6,101,70.1,1,936,298,3.7,11.6,2.15
Davante Adams,8688,WR,GB,13,140,0,12,8.4,3,82.1,50.0,6,12,0.0,0,37,0,90.3,94.9,1,56,0.0,0,147,46,95.2,140,144.1,56,40.0,9,609,295,6.4,13.2,4.35,0,10.8,1,73.1,41.7,5,12,1.7,1,28,1,82.0,79.6,2,49,0.0,0,293,57,93.9,275,105.8,78,55.7,4,681,257,4.5,11.9,2.48
Travis Kelce,7844,TE,KC,15,139,0,16,9.3,4,69.0,28.6,2,7,0.0,0,22,0,87.6,90.9,0,45,7.6,16,210,29,85.2,179,125.7,42,30.2,3,426,201,6.9,14.7,2.38,0,9.3,10,78.7,28.6,2,7,2.8,2,52,1,87.0,93.0,3,32,6.8,26,384,70,88.5,340,111.9,89,64.0,4,946,385,5.5,13.5,2.78
Keenan Allen,7857,WR,LAC,14,138,0,27,7.7,3,67.3,69.2,9,13,2.9,1,24,1,70.8,82.2,2,26,0.0,0,193,33,93.3,180,83.6,49,35.5,2,339,128,3.9,10.3,1.88,0,7.0,8,75.6,43.8,7,16,1.6,1,32,1,90.0,80.8,3,27,0.6,2,324,62,96.0,311,96.2,82,59.4,4,593,291,4.7,9.6,1.91
Diontae Johnson,33441,WR,PIT,14,135,0,25,7.1,5,64.3,50.0,3,6,14.3,6,21,0,38.3,70.7,1,28,0.0,0,196,36,91.8,180,108.1,56,41.5,6,325,132,3.7,9.0,1.81,0,8.9,6,64.0,40.0,2,5,12.7,7,21,1,43.9,66.3,1,46,0.0,0,287,48,96.2,276,82.2,75,55.6,1,502,261,5.4,10.5,1.82
Tyreek Hill,10799,WR,KC,15,131,0,16,15.1,3,61.9,57.1,4,7,10.3,3,24,0,55.3,84.9,1,54,0.5,1,202,26,91.6,185,127.2,42,32.1,8,442,165,6.3,17.0,2.39,0,13.1,11,67.1,42.9,3,7,10.2,6,29,0,54.0,75.7,0,75,0.0,0,377,53,95.5,360,114.6,79,60.3,4,754,235,4.4,14.2,2.09
Darren Waller,9637,TE,LV,15,130,0,23,8.8,6,66.0,72.7,8,11,0.0,0,25,1,88.0,92.6,0,38,12.4,23,185,31,81.6,151,105.2,47,36.2,1,463,234,7.5,14.9,3.07,0,7.6,3,81.1,63.6,7,11,3.2,2,33,0,82.8,80.0,2,35,10.2,36,352,60,84.9,299,96.6,74,56.9,2,571,292,4.9,9.5,1.91
Robby Anderson,11254,WR,CAR,15,127,0,5,9.0,3,71.4,40.0,4,10,6.3,2,17,0,58.8,82.9,0,75,0.0,0,145,30,88.3,128,109.6,42,33.1,1,404,215,7.2,13.5,3.16,0,9.5,1,73.8,25.0,2,8,3.3,2,30,1,83.2,70.3,1,41,0.0,0,368,59,97.0,357,99.0,80,63.0,2,621,275,4.7,10.5,1.74
