player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,12,41,41,4.23,39.1,44.39,9.4,0,0,6,12,1,56.6,15,58,1,0,51.2,197,21,41,173.23,1603,1,1820
Dustin Colquitt,2316,P,PIT,5,20,20,4.21,37.15,43.05,7.1,0,0,2,5,25,61.0,8,59,0,0,55.0,78,11,20,84.29,743,2,861
Sam Koch,3148,P,BLT,12,45,45,4.31,43.04,45.07,4.7,0,0,5,17,3,71.6,20,59,7,0,33.3,71,15,45,193.94,1937,1,2028
Brett Kern,4580,P,TEN,9,27,27,4.21,41.63,46.78,9.0,0,0,2,9,31,74.1,18,66,3,0,40.7,99,11,27,113.66,1124,2,1263
Kevin Huber,5066,P,CIN,11,54,54,4.36,42.61,47.44,6.4,0,0,12,12,7,61.1,18,70,2,0,40.7,141,22,54,235.49,2301,6,2562
Thomas Morstead,5088,P,NO,11,45,45,4.41,40.27,41.69,3.7,0,0,5,25,20,57.2,21,57,2,0,26.7,44,12,45,198.43,1812,1,1876
Britton Colquitt,5192,P,MIN,12,43,43,4.3,37.65,45.49,10.3,2,0,5,8,18,56.8,8,59,0,0,62.8,277,27,45,185.02,1619,3,1956
Chris Jones,6798,P,DAL,8,24,24,4.44,40.21,42.58,6.2,0,0,0,15,9,60.7,5,54,2,0,25.0,37,6,24,106.59,965,1,1022
Bryan Anger,7072,P,HST,12,43,43,4.39,42.14,46.88,6.5,0,0,3,15,13,72.7,17,67,4,0,37.2,104,16,43,188.72,1812,5,2016
Johnny Hekker,7252,P,LA,11,49,49,4.4,40.08,46.55,15.5,0,0,9,14,26,69.0,27,63,7,0,28.6,217,14,49,215.36,1964,5,2281
Sam Martin,7947,P,DEN,12,48,48,4.08,42.13,47.5,9.4,1,0,3,12,10,65.8,15,69,9,0,43.8,198,21,49,195.63,2022,3,2280
Ryan Allen,8242,P,IND,2,13,13,3.76,39.23,49.15,9.9,0,0,1,0,14,55.1,2,65,1,0,69.2,89,9,13,48.93,510,2,639
Tress Way,8358,P,WAS,12,52,52,4.43,44.46,48.25,6.0,0,0,9,15,32,68.0,24,61,0,0,50.0,157,26,52,230.33,2312,2,2509
Pat O'Donnell,8826,P,CHI,12,54,54,4.17,39.54,46.2,12.2,0,0,9,17,6,55.8,23,64,1,0,42.6,280,23,54,225.14,2135,4,2495
Bradley Pinion,9598,P,TB,11,44,44,4.32,41.25,45.32,7.7,0,0,4,12,30,79.8,16,62,8,0,40.9,139,18,44,190.28,1815,2,1994
Ty Long,9728,K,LAC,12,46,46,4.18,35.76,47.11,15.9,3,0,3,7,27,58.2,10,63,4,0,63.0,462,29,49,192.46,1645,3,2167
Jordan Berry,10236,P,PIT,7,34,34,4.36,40.5,45.88,11.9,0,0,3,13,25,62.5,17,62,4,0,35.3,143,12,34,148.27,1377,2,1560
Riley Dixon,10862,P,NYG,12,47,47,4.41,40.64,44.36,7.7,1,0,13,15,21,64.9,24,71,1,0,31.9,115,15,48,207.23,1910,3,2085
Ka'imi Fairbairn,11161,K,HST,1,1,1,3.68,26.0,26.0,,0,0,1,0,13,60.0,1,26,0,0,0.0,0,0,1,3.68,26,0,26
Rigoberto Sanchez,12130,P,IND,10,31,31,4.25,41.94,47.23,7.4,1,0,5,8,14,67.8,15,60,1,0,45.2,104,14,32,131.88,1300,3,1464
Matt Haack,12212,P,MIA,12,50,50,4.46,42.52,44.3,4.6,0,0,11,20,17,66.9,24,63,3,0,30.0,69,15,50,222.9,2126,1,2215
Cameron Johnston,12255,P,PHI,12,55,55,4.36,42.4,48.25,6.9,0,0,4,8,24,67.7,21,66,4,0,63.6,242,35,55,239.61,2332,4,2654
Corey Bojorquez,27626,P,BUF,11,29,29,4.42,42.17,50.48,10.1,0,0,2,5,4,69.9,11,72,4,0,41.4,121,12,29,128.06,1223,6,1464
Logan Cooke,29214,P,JAX,12,45,45,4.26,43.56,47.44,6.3,0,0,13,8,15,59.0,18,67,5,0,33.3,95,15,45,191.85,1960,4,2135
Hunter Niswander,29601,P,DAL,4,8,8,4.54,45.0,47.25,4.5,0,0,0,4,9,59.9,4,58,0,0,50.0,18,4,8,36.29,360,0,378
Tommy Townsend,33007,P,KC,12,36,36,4.49,40.17,45.86,8.5,0,0,3,12,16,79.2,13,67,5,0,27.8,85,10,36,161.55,1446,6,1651
Sterling Hofrichter,33541,P,ATL,12,43,43,4.42,38.6,41.6,5.6,0,0,3,18,2,65.8,12,56,4,0,37.2,89,16,43,189.9,1660,2,1789
Joseph Charlton,33672,P,CAR,12,29,29,4.57,41.9,46.59,5.8,0,0,3,8,5,72.0,11,67,2,0,44.8,76,13,29,132.43,1215,3,1351
Jake Bailey,33963,P,NE,12,34,34,4.36,45.38,48.26,5.4,0,0,7,14,19,68.4,22,65,3,0,20.6,38,7,34,148.1,1543,3,1641
Jack Fox,34735,P,DET,12,45,45,4.59,45.56,49.87,5.7,0,0,9,14,11,89.1,22,67,3,0,28.9,74,13,45,206.65,2050,6,2244
Michael Dickson,35381,P,SEA,12,45,45,4.24,43.8,49.62,7.9,0,0,8,10,29,73.6,23,67,3,0,40.0,142,18,45,190.7,1971,6,2233
A.J. Cole III,36038,P,LV,12,33,33,4.47,40.85,43.94,9.1,0,0,5,13,23,76.8,20,63,5,0,27.3,82,9,33,147.51,1348,1,1450
J.K. Scott,38809,P,GB,12,36,36,4.51,36.61,45.25,19.4,1,0,4,7,12,75.2,11,62,9,0,38.9,271,14,37,162.45,1318,2,1629
Trevor Daniel,38843,P,TEN,2,4,4,3.95,37.5,39.25,7.0,1,0,0,2,31,51.7,0,52,1,0,25.0,7,1,5,15.79,150,0,157
Mitch Wishnowsky,44663,P,SF,11,43,43,4.47,42.95,48.23,6.3,1,0,3,16,28,76.4,17,60,1,0,39.5,107,17,44,192.06,1847,6,2074
Braden Mann,44664,P,NYJ,12,60,60,4.36,38.15,45.12,11.4,0,0,6,13,22,66.8,13,60,8,0,46.7,318,28,60,261.59,2289,5,2707
Jamie Gillan,63303,P,CLV,12,37,37,4.23,38.65,44.41,9.7,0,0,3,10,8,58.3,13,59,3,0,54.1,193,20,37,156.63,1430,1,1643
