player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Keenan Allen,7857,WR,LAC,12,7.5,11,72.0,57.1,16,28,1,2.2,2,55,27,3,88.0,55.5,84.5,73.3,84.1,0.4,2,4,28,0.4,2,504,1,90,93.5,471,52.0,262,98.2,125,7,47.4,239,923,426,4.7,10.3,1.96
Stefon Diggs,9579,WR,BUF,12,9.9,13,76.9,60.0,9,15,0,7.2,7,46,4,0,63.2,83.1,82.8,,83.3,0.0,0,2,49,0.0,0,496,4,90,92.7,460,32.3,160,107.4,117,4,67.7,336,1037,278,3.1,11.5,2.25
Allen Robinson II,8696,WR,CHI,12,10.4,9,68.1,38.1,16,42,0,0.0,0,46,6,0,91.2,82.1,82.7,,82.7,0.2,1,4,42,0.0,0,490,0,77,96.7,474,29.6,145,92.2,113,5,70.0,343,904,204,2.6,11.7,1.91
DeAndre Hopkins,7808,WR,ARZ,12,8.6,14,77.3,64.7,11,17,1,1.2,1,57,1,1,90.8,53.5,84.7,,85.7,0.0,0,2,60,0.0,0,494,4,85,93.7,463,8.5,42,112.7,110,5,91.3,451,1019,366,4.3,12.0,2.2
Tyreek Hill,10799,WR,KC,12,13.6,14,67.9,50.0,7,14,0,6.3,5,47,16,0,71.5,83.4,84.6,,84.7,1.0,5,0,75,0.0,0,506,3,74,94.1,476,55.5,281,139.5,109,13,42.3,214,1079,338,4.6,14.6,2.27
Davante Adams,8688,WR,GB,10,10.0,2,77.8,47.6,10,21,1,0.0,0,55,12,1,90.8,54.1,92.4,,92.2,0.0,0,2,49,0.0,0,362,1,84,94.2,341,32.0,116,138.2,108,13,67.4,244,1029,407,4.8,12.3,3.02
Travis Kelce,7844,TE,KC,12,9.5,12,76.6,20.0,2,10,0,2.4,2,61,16,1,90.1,53.4,92.5,67.8,92.3,35.3,181,1,45,6.0,31,513,5,82,87.7,450,25.5,131,130.4,107,8,37.6,193,1114,463,5.6,13.6,2.48
Amari Cooper,9437,WR,DAL,12,9.6,7,73.1,53.8,7,13,1,2.6,2,46,9,0,88.6,82.4,78.8,,79.6,0.2,1,4,58,0.0,0,490,2,76,96.9,475,26.1,128,95.5,104,4,73.7,361,891,292,3.8,11.7,1.88
Diontae Johnson,33441,WR,PIT,11,8.0,8,63.1,44.4,4,9,1,13.3,10,36,25,1,38.4,53.4,69.7,,68.7,0.0,0,2,46,0.0,0,406,1,65,94.6,384,17.2,70,89.2,103,5,82.8,336,654,334,5.1,10.1,1.7
Darren Waller,9637,TE,LV,12,6.9,8,75.5,70.6,12,17,0,2.5,2,47,23,1,88.6,50.0,80.0,54.1,86.7,54.7,251,1,38,12.0,55,459,1,77,82.4,378,20.9,96,114.1,102,7,23.1,106,742,435,5.6,9.6,1.96
Terry McLaurin,48229,WR,WAS,12,10.3,14,69.6,40.0,6,15,0,2.7,2,44,32,1,87.4,49.5,81.0,,79.5,0.0,0,3,68,0.0,0,496,1,71,94.8,470,31.0,154,97.5,102,3,68.8,341,977,456,6.4,13.8,2.08
Tyler Lockett,9502,WR,SEA,12,10.6,4,74.5,60.0,6,10,0,8.4,7,43,29,1,60.8,50.6,75.7,,76.0,1.3,7,1,47,0.0,0,522,2,76,94.4,493,61.5,321,120.3,102,8,37.0,193,834,244,3.2,11.0,1.69
Robby Anderson,11254,WR,CAR,12,9.8,3,74.3,43.8,7,16,0,3.8,3,40,5,1,77.6,51.4,77.1,,77.9,0.7,3,1,75,0.0,0,428,1,75,94.2,403,32.5,139,104.1,101,2,66.6,285,912,410,5.5,12.2,2.26
Cooper Kupp,11824,WR,LA,12,6.5,18,74.0,66.7,6,9,0,6.3,5,36,26,0,71.1,60.8,80.0,72.6,75.9,0.0,0,3,55,1.8,8,440,0,74,94.3,415,61.1,269,92.7,100,2,38.9,171,836,486,6.6,11.3,2.01
Tyler Boyd,10689,WR,CIN,12,8.8,6,76.0,46.2,6,13,1,1.4,1,42,7,1,90.4,51.4,79.1,62.2,79.0,0.4,2,4,72,0.2,1,470,2,73,95.3,448,85.7,403,96.6,96,4,13.8,65,797,306,4.2,10.9,1.78
D.K. Metcalf,47864,WR,SEA,12,14.9,16,67.0,47.6,10,21,0,12.5,9,50,29,1,47.8,37.7,83.4,68.7,82.6,0.2,1,3,62,0.6,3,530,0,63,94.3,500,14.5,77,126.2,94,9,85.3,452,1119,303,4.8,17.8,2.24
JuJu Smith-Schuster,11817,WR,PIT,12,5.8,4,79.3,37.5,6,16,0,3.9,3,33,25,1,82.8,50.6,67.2,,66.5,0.0,0,2,31,0.0,0,510,0,73,93.3,476,82.9,423,106.5,92,6,17.1,87,600,314,4.3,8.2,1.26
Calvin Ridley,48262,WR,ATL,11,15.6,9,65.6,44.4,8,18,0,4.8,3,45,2,0,76.2,80.8,82.4,,82.1,0.0,0,4,63,0.0,0,426,3,59,94.4,402,11.7,50,106.0,90,7,88.3,376,905,150,2.5,15.3,2.25
CeeDee Lamb,61570,WR,DAL,12,10.5,5,66.3,26.7,4,15,0,10.6,7,35,9,1,50.4,59.7,69.2,68.2,71.4,0.0,0,1,43,0.5,2,421,4,59,95.7,403,93.1,392,100.2,89,4,6.4,27,696,216,3.7,11.8,1.73
Robert Woods,7822,WR,LA,12,6.7,5,79.8,44.4,4,9,1,2.7,2,36,26,1,87.3,57.2,72.2,67.9,72.7,0.2,1,1,56,2.0,9,458,5,71,95.0,435,45.2,207,116.5,89,5,54.6,250,764,452,6.4,10.8,1.76
D.J. Moore,48267,WR,CAR,12,13.0,12,58.1,41.2,7,17,0,12.3,7,42,5,0,51.9,79.8,76.2,,76.0,0.0,0,6,74,0.0,0,451,3,50,93.8,423,24.8,112,81.7,86,4,75.2,339,924,309,6.2,18.5,2.18
Adam Thielen,8288,WR,MIN,11,13.4,4,66.3,37.5,9,24,0,6.6,4,40,18,0,69.8,80.8,90.2,,90.5,0.3,1,4,51,0.0,0,362,0,57,92.5,335,26.2,95,112.5,86,12,73.5,266,721,153,2.7,12.6,2.15
DeVante Parker,9447,WR,MIA,12,10.5,7,66.7,65.5,19,29,0,6.7,4,39,17,1,74.5,41.9,79.4,,79.7,0.2,1,1,28,0.0,0,404,2,56,94.1,380,25.2,102,102.1,84,4,74.5,301,677,143,2.6,12.1,1.78
Alvin Kamara,11822,HB,NO,12,0.8,16,84.3,66.7,4,6,0,7.9,6,29,20,0,70.6,65.8,79.7,51.3,90.8,0.0,0,0,52,7.3,23,313,1,70,88.8,278,12.8,40,115.6,83,4,10.5,33,655,628,9.0,9.4,2.36
Brandin Cooks,8655,WR,HST,12,11.3,2,69.5,33.3,5,15,0,6.6,4,36,13,0,69.8,80.3,76.4,,75.6,0.0,0,3,57,0.0,0,450,0,57,95.8,431,31.8,143,96.8,82,3,68.2,307,784,277,4.9,13.8,1.82
Tee Higgins,61211,WR,CIN,12,13.7,4,64.6,34.6,9,26,1,3.6,2,40,7,1,81.2,43.5,75.3,78.8,78.1,0.5,2,1,67,0.9,4,429,5,53,94.2,404,25.9,111,108.2,82,5,73.7,316,729,254,4.8,13.8,1.8
Justin Jefferson,61398,WR,MIN,12,13.2,7,74.4,62.5,10,16,0,6.2,4,42,18,0,71.3,80.7,90.0,,90.1,0.0,0,4,71,0.0,0,388,2,61,93.3,362,33.8,131,124.3,82,7,66.2,257,1039,313,5.1,17.0,2.87
Marvin Jones Jr.,7158,WR,DET,12,13.0,6,63.0,52.6,10,19,0,7.3,4,34,11,0,66.1,79.6,69.7,65.6,70.4,1.0,5,3,27,0.2,1,501,2,51,93.8,470,33.3,167,95.7,81,6,65.7,329,619,127,2.5,12.1,1.32
Mike Evans,8642,WR,TB,12,12.8,3,60.0,41.7,5,12,0,9.4,5,38,30,0,49.2,79.0,69.6,,70.0,0.0,0,2,50,0.0,0,482,4,48,93.8,452,40.0,193,113.2,80,11,60.0,289,613,162,3.4,12.8,1.36
Jerry Jeudy,61103,WR,DEN,12,15.6,7,48.1,33.3,6,18,0,11.6,5,29,10,2,48.3,29.1,66.7,,66.4,0.0,0,6,48,0.0,0,394,2,38,94.2,371,41.4,163,50.3,79,2,58.6,231,594,155,4.1,15.6,1.6
Cole Beasley,7330,WR,BUF,12,8.1,3,83.5,80.0,8,10,0,1.5,1,45,4,0,90.2,81.0,85.3,,87.1,0.0,0,1,35,0.0,0,394,2,66,91.4,360,88.6,349,120.3,79,4,10.4,41,797,267,4.0,12.1,2.21
A.J. Green,6156,WR,CIN,12,14.1,4,44.3,42.4,14,33,0,7.9,3,24,7,0,64.5,77.7,62.7,,62.2,0.0,0,1,22,0.0,0,432,2,35,95.6,413,20.6,89,56.8,79,1,79.4,343,357,64,1.8,10.2,0.86
Evan Engram,11778,TE,NYG,12,6.9,5,61.5,23.5,4,17,0,11.1,6,25,21,1,52.6,41.9,60.4,59.4,61.3,41.8,184,5,53,5.9,26,440,2,48,88.2,388,43.9,193,58.1,78,1,13.4,59,508,213,4.4,10.6,1.31
Jarvis Landry,8698,WR,CLV,12,9.0,4,71.1,64.7,11,17,1,8.5,5,36,8,0,60.4,80.6,83.7,74.3,81.6,0.6,2,1,32,0.6,2,318,3,54,93.1,296,50.3,160,101.6,76,2,48.4,154,676,265,4.9,12.5,2.28
Russell Gage,44771,WR,ATL,12,9.0,7,64.5,47.1,8,17,0,10.9,6,33,2,0,49.8,79.4,71.7,68.2,69.9,0.0,0,1,27,0.5,2,394,1,49,93.1,367,78.2,308,87.7,76,2,21.3,84,522,172,3.5,10.7,1.42
J.D. McKissic,11047,HB,WAS,12,1.3,11,73.7,20.0,1,5,0,3.4,2,22,32,2,81.8,27.6,63.8,82.8,68.7,0.0,0,2,26,11.6,39,336,0,56,83.9,282,14.6,49,74.9,76,0,19.0,64,408,385,6.9,7.3,1.45
Will Fuller V,10655,WR,HST,11,13.3,4,69.7,42.9,6,14,0,3.6,2,38,13,0,81.2,80.8,86.2,,85.0,0.0,0,2,77,0.0,0,406,0,53,94.8,385,24.4,99,132.5,76,8,75.6,307,879,284,5.4,16.6,2.28
Eric Ebron,8645,TE,PIT,12,7.8,2,66.2,50.0,6,12,0,10.9,6,24,25,1,51.3,36.7,55.3,59.9,57.1,50.3,229,1,27,4.6,21,455,6,49,87.9,400,36.7,167,96.7,74,4,12.7,58,481,156,3.2,9.8,1.2
Michael Gallup,26075,WR,DAL,12,13.1,4,59.5,63.6,7,11,0,12.0,6,30,9,0,47.0,78.6,63.0,,63.7,0.0,0,0,52,0.0,0,510,1,44,96.5,492,5.5,28,95.8,74,2,94.5,482,624,166,3.8,14.2,1.27
T.J. Hockenson,40912,TE,DET,12,7.9,5,70.3,50.0,4,8,1,8.8,5,33,11,0,66.7,79.7,80.1,51.4,79.6,42.7,170,4,51,9.5,38,398,4,52,85.4,340,41.5,165,95.2,74,5,15.6,62,614,286,5.5,11.8,1.81
Chase Claypool,42312,WR,PIT,12,13.5,7,64.4,31.6,6,19,0,6.0,3,31,25,3,71.1,21.4,75.1,,75.5,0.3,1,0,84,0.0,0,349,1,47,91.1,318,27.2,95,129.3,73,8,72.5,253,649,249,5.3,13.8,2.04
Hunter Henry,10669,TE,LAC,12,8.7,7,68.1,52.9,9,17,0,5.8,3,28,27,0,72.0,79.3,68.8,49.8,66.5,38.3,196,1,33,13.5,69,512,1,49,81.4,417,49.6,254,96.2,72,3,11.7,60,507,200,4.1,10.3,1.22
Marquise Brown,61568,WR,BLT,12,14.5,4,57.7,22.2,2,9,0,8.9,4,24,3,0,59.7,78.7,68.4,,68.5,0.0,0,3,70,0.0,0,357,1,41,95.5,341,22.1,79,83.9,71,4,77.6,277,555,189,4.6,13.5,1.63
