player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Matthew Stafford,4924,QB,DET,3,4.13,0,120,11,71.6,95,99,9.5,2.57,0,5,4.7,61.6,61,33,10.3,112,93.3,7,42,,86.3,65.7,83.2,65.3,,56.7,2,2,119,24.2,95.0,7.1,8,5,1,1,5,3,2.5,788,8.0,70.1,77,80,8.4,2.48,0,4,4.7,61.3,49,27,9.3,94,78.3,5,33,,85.0,62.2,82.8,61.8,,56.7,1,1,99,33.3,99.0,9.6,9,5,1,1,5,2,2.0,580,7.3,83.3,24,26,9.3,2.73,0,1,3.4,65.4,17,7,15.0,26,21.7,3,9,,77.2,71.1,76.0,70.0,,,1,1,29,0.0,77.6,0.0,0,0,0,1,0,1,3.4,231,8.9,0,100.0,6,7,-5.3,2.06,0,0,0.0,71.4,5,1,16.7,8,6.7,1,0,,70.9,59.6,71.9,59.5,,,0,0,9,100.0,75.3,12.5,1,0,0,1,0,0,0.0,23,3.3,1.63
Deshaun Watson,11767,QB,HST,3,2.16,0,119,13,73.5,83,88,10.8,3.13,1,8,8.9,64.8,57,45,6.6,110,92.4,4,40,,86.0,76.2,82.3,74.8,,63.8,1,3,113,28.9,92.8,11.8,13,9,1,2,4,4,3.5,755,8.6,75.6,78,82,9.8,2.98,1,7,8.3,67.1,55,40,6.8,102,85.7,4,38,,85.4,74.3,82.1,74.5,,57.0,1,1,105,27.5,99.4,10.8,11,9,1,1,3,2,1.9,676,8.2,75.0,12,13,8.6,3.21,0,1,7.7,69.2,9,6,0.0,17,14.3,0,5,,74.2,72.5,74.1,67.4,,65.9,0,2,17,33.3,83.0,11.8,2,1,0,1,1,2,11.8,116,8.9,0,100.0,7,7,-4.0,1.59,0,0,0.0,100.0,7,1,0.0,9,7.6,0,3,,70.9,61.0,71.9,63.8,,57.9,0,0,9,0.0,88.7,0.0,0,1,0,0,0,0,0.0,37,5.3,0.68
Teddy Bridgewater,8667,QB,CAR,3,-15.63,0,117,5,78.6,84,88,9.0,2.65,2,4,4.3,71.6,63,34,4.5,101,86.3,3,39,,56.2,67.4,82.8,68.1,,51.1,0,1,105,23.5,98.1,7.9,8,5,0,2,1,4,3.8,787,8.9,81.0,84,86,6.1,2.37,1,3,3.3,76.7,66,22,2.9,95,81.2,2,35,,85.0,66.9,82.7,67.0,,54.2,0,1,99,22.7,98.6,5.3,5,4,0,1,1,3,3.0,692,8.0,75.0,16,18,12.4,3.17,1,1,5.6,61.1,11,12,8.3,22,18.8,1,7,,23.7,62.1,75.0,63.9,,56.8,0,1,22,25.0,89.8,13.6,3,1,0,1,1,2,9.1,179,9.9,0,87.5,16,16,-3.3,1.71,0,0,0.0,87.5,14,0,0.0,16,13.7,0,3,,73.9,58.6,73.9,58.5,,,0,1,16,,83.3,0.0,0,0,0,0,1,1,6.3,84,5.3,1.89
Ben Roethlisberger,1732,QB,PIT,3,-0.37,0,117,25,77.5,89,95,8.9,2.46,3,4,4.0,64.2,61,25,11.6,102,87.2,8,40,,85.8,69.4,0.0,69.5,,59.2,0,1,106,16.0,107.7,3.9,4,2,0,3,7,2,1.9,728,7.7,79.3,87,91,7.5,2.4,3,4,4.3,67.0,61,23,11.6,98,83.8,8,33,,85.5,68.6,35.9,68.0,,59.2,0,1,100,17.4,109.6,4.1,4,2,0,1,7,2,2.0,669,7.4,81.3,16,18,6.1,2.17,0,0,0.0,66.7,12,3,7.7,19,16.2,1,9,,75.4,68.6,0.0,70.6,,,0,0,21,33.3,82.6,5.3,1,0,0,2,0,0,0.0,108,6.0,0,92.9,14,14,-2.8,1.68,0,0,0.0,85.7,12,1,7.7,15,12.8,1,2,,73.5,66.5,73.7,65.9,,,0,0,15,100.0,81.3,6.7,1,0,0,0,0,0,0.0,49,3.5,-1.35
Tom Brady,698,QB,TB,3,-11.48,0,117,30,77.3,88,94,10.3,2.66,3,12,11.7,62.8,59,26,13.2,101,86.3,9,32,,86.0,90.0,82.9,88.8,,59.7,1,2,110,19.2,94.2,5.0,5,2,0,2,5,1,0.9,698,7.4,81.2,85,91,7.5,2.42,3,7,7.1,67.0,61,24,11.6,99,84.6,8,27,,85.8,75.8,82.8,74.9,,59.7,1,1,107,20.8,98.1,5.1,5,2,0,2,5,1,0.9,576,6.3,70.6,17,18,13.6,2.92,0,5,26.3,55.6,10,2,16.7,18,15.4,2,6,,74.8,93.1,74.5,92.0,,,0,2,19,0.0,68.3,0.0,0,0,0,1,1,1,5.3,177,9.8,0,92.9,14,15,-2.6,1.48,0,0,0.0,80.0,12,0,7.7,16,13.7,1,1,,73.9,39.2,73.9,40.5,,,0,1,16,,76.4,0.0,0,0,0,1,1,1,6.3,55,3.7,3.5
Dwayne Haskins,41897,QB,WAS,3,-0.58,0,115,32,56.0,84,88,9.3,2.51,1,4,4.3,52.3,46,35,2.1,102,88.7,1,30,,31.2,34.3,83.0,36.9,,41.5,2,3,108,28.6,72.9,9.8,10,4,0,1,4,6,5.6,556,6.3,58.7,75,76,7.6,2.23,0,3,3.8,56.6,43,24,2.3,84,73.0,1,25,,28.5,31.6,82.6,33.0,,46.1,1,3,88,25.0,75.5,7.1,6,2,0,0,4,5,5.7,460,6.1,63.6,22,25,8.5,2.88,1,1,3.7,56.0,14,11,0.0,31,27.0,0,9,,77.7,57.9,76.5,61.2,,49.4,1,0,33,36.4,76.3,12.9,4,2,0,1,0,1,3.0,165,6.6,0,84.6,13,13,-2.2,1.62,0,0,0.0,84.6,11,0,0.0,13,11.3,0,4,,72.8,64.1,73.2,63.6,,,0,0,13,,88.8,0.0,0,0,0,0,0,0,0.0,69,5.3,0.55
Ryan Fitzpatrick,2467,QB,MIA,3,25.58,0,111,17,78.6,84,89,8.9,2.52,2,4,4.1,69.7,62,29,6.1,103,92.8,4,43,,86.2,76.5,83.0,74.2,,68.2,1,3,112,17.2,92.0,4.9,5,9,1,1,4,4,3.6,660,7.4,74.3,70,75,7.9,2.47,2,4,4.9,65.3,49,24,5.8,86,77.5,3,28,,85.0,67.2,82.7,64.9,,66.4,1,3,94,12.5,82.2,3.5,3,8,1,1,4,4,4.3,442,5.9,100.0,21,22,7.9,2.47,1,0,0.0,90.9,20,6,4.8,25,22.5,1,16,,76.6,91.1,75.6,89.6,,63.1,0,0,26,33.3,111.6,8.0,2,1,0,0,0,0,0.0,237,10.8,0,100.0,7,8,-3.6,1.81,1,0,0.0,87.5,7,1,0.0,8,7.2,0,1,,70.3,64.4,71.5,63.9,,,0,0,8,0.0,79.2,0.0,0,0,0,0,0,0,0.0,19,2.4,4.88
Aaron Rodgers,2241,QB,GB,3,3.94,0,111,12,76.1,88,93,11.5,2.77,1,12,11.7,64.5,60,23,10.4,98,88.3,7,42,,85.6,96.1,83.1,95.0,,68.6,0,0,108,8.7,125.9,2.0,2,3,0,4,9,0,0.0,843,9.1,76.5,68,73,9.5,2.34,1,8,10.1,65.8,48,15,7.7,77,69.4,4,29,,83.9,92.5,82.6,91.3,,72.0,0,0,83,13.3,114.9,2.6,2,2,0,4,5,0,0.0,616,8.4,83.9,31,33,11.0,3.16,0,4,10.8,69.7,23,9,11.5,34,30.6,3,16,,78.7,94.8,77.0,94.0,,58.3,0,0,38,0.0,134.0,0.0,0,1,0,2,4,0,0.0,271,8.2,0,100.0,11,13,-2.6,1.29,0,0,0.0,84.6,11,1,0.0,13,11.7,0,3,,72.8,64.6,73.2,64.1,,,0,0,13,0.0,80.8,0.0,0,0,0,2,0,0,0.0,44,3.4,-0.23
Ryan Tannehill,7014,QB,TEN,3,1.75,0,111,31,77.9,86,95,9.3,2.57,2,4,4.0,68.4,65,28,3.0,102,91.9,2,43,,59.3,72.4,41.2,70.6,58.9,69.6,2,1,108,10.7,109.2,2.9,3,4,0,5,6,5,4.6,763,8.0,76.7,60,66,6.6,2.26,2,1,1.4,66.7,44,17,4.3,69,62.2,2,23,,49.4,63.5,33.8,62.7,,63.5,1,0,74,17.6,95.3,4.3,3,0,0,3,3,3,4.1,357,5.4,78.8,33,38,11.9,3.05,0,3,7.5,68.4,26,13,0.0,42,37.8,0,21,,79.6,79.2,77.6,76.5,58.9,69.1,1,1,44,0.0,124.0,0.0,0,4,0,4,3,2,4.5,452,11.9,0,71.4,7,9,-1.7,2.41,0,0,0.0,55.6,5,2,0.0,9,8.1,0,1,,71.4,57.5,72.3,57.5,,,0,0,10,0.0,69.7,0.0,0,0,0,2,0,0,0.0,46,5.1,6.48
Sam Darnold,29048,QB,NYJ,3,-10.35,0,109,22,69.0,71,79,8.3,2.97,0,3,3.5,54.4,43,43,12.2,92,84.4,6,24,,85.0,52.1,30.6,51.5,,62.5,3,4,100,14.0,57.3,6.5,6,7,2,3,2,4,4.0,427,5.4,74.3,74,79,5.6,2.64,0,3,3.5,63.3,50,32,9.1,88,80.7,5,22,,84.7,51.9,29.5,52.1,,58.3,1,4,96,12.5,70.0,4.5,4,5,2,2,3,4,4.2,447,5.7,71.4,14,17,9.6,3.15,0,0,0.0,52.9,9,11,10.0,21,19.3,1,5,,75.4,65.1,74.9,62.1,,66.4,2,0,21,18.2,74.4,9.5,2,2,0,1,0,0,0.0,115,6.8,0,94.1,17,17,-2.3,1.47,0,0,0.0,94.1,16,0,0.0,17,15.6,0,3,,74.2,69.0,74.1,68.2,,,0,0,17,,119.4,0.0,0,0,0,0,1,0,0.0,135,7.9,1.1
Drew Brees,802,QB,NO,3,-4.26,0,108,20,79.1,86,92,6.3,2.49,2,2,2.1,68.5,63,24,7.4,96,88.9,5,36,,55.1,59.3,82.7,58.9,57.6,57.4,1,1,101,12.5,103.8,3.1,3,1,1,2,5,4,4.0,686,7.5,82.7,81,86,4.9,2.29,3,2,2.2,70.9,61,17,9.0,89,82.4,6,28,,53.3,60.3,82.6,59.8,57.6,57.4,1,1,95,11.8,101.7,2.2,2,1,1,0,5,3,3.2,537,6.2,75.0,16,18,6.2,2.99,0,0,0.0,66.7,12,7,0.0,19,17.6,0,11,,74.8,60.4,74.5,60.2,,,0,0,19,14.3,127.8,5.3,1,0,0,2,1,1,5.3,223,12.4,0,100.0,11,12,-4.3,1.78,1,0,0.0,83.3,10,0,9.1,12,11.1,1,3,,72.8,65.8,73.2,65.2,,,0,0,13,,120.1,0.0,0,0,0,0,1,0,0.0,74,6.2,6.15
Derek Carr,8671,QB,LV,3,0.1,0,108,23,80.0,85,92,7.6,2.82,2,4,4.0,72.8,67,27,1.5,100,92.6,1,42,,50.6,63.8,83.1,64.3,,49.3,0,0,109,18.5,118.2,5.0,5,3,0,5,6,4,3.7,743,8.1,80.9,68,73,6.2,2.74,1,3,3.7,74.0,54,22,1.8,79,73.1,1,29,,42.8,57.3,82.7,57.7,,50.8,0,0,87,18.2,113.3,5.1,4,2,0,4,4,4,4.6,548,7.5,83.3,24,27,8.5,2.71,1,1,3.6,74.1,20,6,0.0,29,26.9,0,14,,77.4,76.9,76.1,76.6,,58.3,0,0,30,16.7,124.9,3.4,1,1,0,2,2,0,0.0,236,8.7,0,100.0,7,8,-2.7,1.6,0,0,0.0,87.5,7,1,0.0,8,7.4,0,1,,70.3,64.5,71.5,64.1,,,0,0,8,0.0,88.0,0.0,0,0,0,1,0,0,0.0,41,5.1,1.23
Cam Newton,6153,QB,NE,3,21.18,0,100,19,76.5,68,74,9.4,3.01,4,4,5.2,63.5,47,19,9.6,83,83.0,5,38,,86.9,73.5,82.9,73.8,58.4,63.2,1,2,86,26.3,83.3,6.0,5,4,0,1,1,3,3.5,623,8.4,75.6,45,51,8.1,2.91,4,3,5.7,58.8,30,15,11.8,56,56.0,4,20,,85.2,52.8,82.3,50.4,,58.0,1,2,58,20.0,65.6,5.4,3,2,0,1,0,3,5.2,378,7.4,87.2,39,40,5.5,2.68,1,1,2.4,80.0,32,5,5.9,44,44.0,2,22,,79.8,94.3,77.7,92.3,58.4,78.3,0,0,45,40.0,118.3,4.5,2,2,0,0,2,0,0.0,336,8.4,0,100.0,16,17,-3.7,1.84,1,0,0.0,88.2,15,1,6.3,17,17.0,1,4,,74.2,63.8,74.1,63.4,,,0,0,17,0.0,108.6,0.0,0,0,0,0,1,0,0.0,91,5.4,0.99
