player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,15,52,52,4.22,39.21,44.23,9.1,0,0,7,18,1,58.0,21,61,2,0,42.3,201,22,52,219.35,2039,3,2300
Dustin Colquitt,2316,P,JAX,6,26,26,4.26,38.08,43.58,7.4,0,0,2,8,15,58.8,10,59,0,0,53.8,103,14,26,110.79,990,2,1133
Sam Koch,3148,P,BLT,14,51,51,4.31,42.47,44.47,4.8,0,0,5,20,3,70.8,22,59,8,0,33.3,82,17,51,219.91,2166,1,2268
Brett Kern,4580,P,TEN,12,36,36,4.2,41.42,45.81,8.2,0,0,5,11,31,72.2,24,66,5,0,33.3,98,12,36,151.25,1491,3,1649
Kevin Huber,5066,P,CIN,14,64,64,4.3,42.67,47.05,5.9,0,0,13,15,7,58.5,20,70,3,0,42.2,160,27,64,275.21,2731,6,3011
Thomas Morstead,5088,P,NO,13,57,57,4.44,41.77,43.25,2.3,0,0,5,26,20,63.0,24,58,5,0,33.3,44,19,57,252.92,2381,2,2465
Britton Colquitt,5192,P,MIN,15,51,51,4.3,38.02,45.06,9.6,2,0,6,10,18,55.8,11,59,1,0,60.8,299,31,53,219.38,1939,3,2298
Chris Jones,6798,P,DAL,8,24,24,4.44,40.21,42.58,6.2,0,0,0,15,9,60.7,5,54,2,0,25.0,37,6,24,106.59,965,1,1022
Bryan Anger,7072,P,HST,15,53,53,4.4,41.79,46.47,6.7,0,0,4,20,13,71.5,22,67,4,0,35.8,128,19,53,233.37,2215,6,2463
Johnny Hekker,7252,P,LA,14,63,63,4.37,39.41,45.67,14.0,1,0,9,19,26,64.5,30,63,9,0,33.3,294,21,64,275.35,2483,5,2877
Sam Martin,7947,P,DEN,15,61,61,4.12,42.41,47.08,7.6,1,0,4,13,10,68.9,20,69,13,0,44.3,205,27,62,251.34,2587,4,2872
Ryan Allen,8242,P,IND,3,14,14,3.78,38.57,48.57,10.0,0,0,1,0,14,55.0,3,65,1,0,71.4,100,10,14,52.89,540,2,680
Tress Way,8358,P,WAS,15,67,67,4.44,44.66,48.4,6.0,0,0,9,23,32,70.2,27,65,0,0,47.8,191,32,67,297.49,2992,3,3243
Pat O'Donnell,8826,P,CHI,15,63,63,4.16,39.43,45.57,12.0,0,0,10,22,6,56.1,27,64,2,0,38.1,287,24,63,262.15,2484,5,2871
Bradley Pinion,9598,P,TB,14,55,55,4.37,40.18,45.2,10.3,0,0,6,15,30,82.6,21,62,9,0,41.8,236,23,55,240.6,2210,2,2486
