player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amari Cooper,9437,WR,DAL,7,9.0,5,75.7,55.6,5,9,1,1.9,1,32,9,0,87.6,80.2,80.7,,80.6,0.3,1,3,58,0.0,0,305,1,53,96.4,294,21.0,64,91.5,70,2,78.7,240,583,201,3.8,11.0,1.98
DeAndre Hopkins,7808,WR,ARZ,7,8.8,11,81.4,70.0,7,10,0,1.7,1,36,1,1,88.9,41.2,87.8,,88.0,0.0,0,1,60,0.0,0,286,1,57,94.1,269,7.3,21,116.9,70,3,92.7,265,704,280,4.9,12.4,2.62
Allen Robinson II,8696,WR,CHI,7,11.0,6,63.8,33.3,10,30,0,0.0,0,26,6,0,90.3,78.9,80.1,,79.9,0.4,1,4,42,0.0,0,267,0,44,96.6,258,32.2,86,73.6,69,2,67.0,179,544,134,3.0,12.4,2.11
Stefon Diggs,9579,WR,BUF,7,11.1,7,69.6,58.3,7,12,0,12.7,7,28,4,0,37.0,79.1,75.6,,76.5,0.0,0,0,49,0.0,0,291,4,48,93.5,272,32.0,93,111.0,69,3,68.0,198,603,108,2.3,12.6,2.22
Terry McLaurin,48229,WR,WAS,7,10.5,9,65.2,42.9,3,7,0,2.3,1,28,32,0,83.9,78.7,79.4,,79.2,0.0,0,1,52,0.0,0,282,1,43,95.0,268,28.4,80,96.6,66,2,71.6,202,577,298,6.9,13.4,2.15
Tyler Boyd,10689,WR,CIN,7,8.9,4,80.0,60.0,3,5,0,2.0,1,33,7,1,85.8,37.7,80.2,,79.9,0.7,2,2,25,0.0,0,302,1,48,96.0,290,84.8,256,99.8,60,2,14.6,44,517,153,3.2,10.8,1.78
Keenan Allen,7857,WR,LAC,6,9.0,6,73.3,57.1,8,14,1,0.0,0,28,27,2,90.3,78.8,90.4,73.3,90.0,0.9,2,3,28,0.9,2,211,1,44,91.5,193,41.7,88,86.9,60,2,57.3,121,481,216,4.9,10.9,2.49
Calvin Ridley,48262,WR,ATL,7,16.1,6,67.8,50.0,6,12,0,4.8,2,32,2,0,74.3,78.8,80.7,,81.1,0.0,0,2,63,0.0,0,282,3,40,95.4,269,10.3,29,121.8,59,6,89.7,253,615,102,2.6,15.4,2.29
Robby Anderson,11254,WR,CAR,7,10.7,1,78.0,50.0,4,8,0,4.2,2,28,5,1,69.9,35.8,79.9,,80.9,1.2,3,1,75,0.0,0,245,0,46,94.3,231,32.2,79,110.5,59,1,66.1,162,640,276,6.0,13.9,2.77
Tyler Lockett,9502,WR,SEA,6,10.6,2,77.6,66.7,4,6,0,11.8,6,28,29,0,47.6,79.1,82.5,,82.0,1.5,4,1,47,0.0,0,266,1,45,94.0,250,61.3,163,138.0,58,7,36.8,98,542,143,3.2,12.0,2.17
