team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,15,542,6,67,542,91.6,82,9
CLV,8,15,513,14,51,513,90.9,79,14
ARZ,1,15,617,10,90,617,90.6,108,8
PIT,25,15,630,31,82,630,89.8,121,8
LA,26,15,595,33,68,595,89.3,114,13
KC,16,15,662,27,104,662,88.7,140,9
CAR,5,15,579,15,85,579,88.1,119,19
IND,14,15,546,23,85,546,87.9,120,12
TB,30,15,609,47,77,609,87.7,137,13
DET,11,15,603,24,86,603,87.4,131,21
NO,20,15,536,26,80,536,87.3,121,15
TEN,31,15,500,38,66,500,87.2,116,12
DEN,10,15,567,27,103,567,87.1,138,8
MIA,17,15,563,22,92,563,86.7,132,18
NE,19,15,466,10,72,466,86.7,103,21
SEA,29,15,623,21,113,623,86.7,150,16
LV,23,15,561,21,112,561,86.5,142,9
JAX,15,15,638,18,117,638,86.4,154,19
WAS,32,15,634,35,90,634,86.2,150,25
CHI,6,15,626,24,111,626,86.0,155,20
BLT,3,15,462,13,83,462,85.9,113,17
BUF,4,15,612,21,127,612,85.9,160,12
DAL,9,15,654,22,119,654,85.6,165,24
SF,28,15,575,43,86,575,85.5,148,19
ATL,2,15,639,44,104,639,85.4,167,19
HST,13,15,610,14,130,610,85.1,163,19
LAC,27,15,650,41,133,650,84.2,190,16
CIN,7,15,630,45,109,630,84.1,177,23
PHI,24,15,669,34,115,669,83.0,188,39
MIN,18,15,526,39,93,526,82.9,156,24
NYG,21,15,563,26,140,563,80.8,191,25
NYJ,22,15,533,31,148,533,78.5,204,25
