player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Nate Davis,46808,G,TEN,15,0,31,66.8,100.0,137,29.0,137,71.7,3,100.0,473,473,73.1,100.0,310,65.5,310
Orlando Brown Jr.,46227,T,BLT,15,0,3,66.9,100.0,338,72.8,338,70.4,0,100.0,464,464,75.8,100.0,87,18.8,87
Bradley Bozeman,27934,G,BLT,15,0,3,56.8,100.0,332,73.0,332,58.0,0,100.0,455,455,57.6,100.0,86,18.9,86
Joel Bitonio,8670,G,CLV,15,0,8,79.2,100.0,206,45.7,206,82.2,0,100.0,451,451,74.9,100.0,205,45.5,205
J.C. Tretter,7904,C,CLV,15,0,8,62.2,100.0,206,45.7,206,70.6,2,100.0,451,451,70.2,100.0,205,45.5,205
Dennis Kelly,7146,T,TEN,15,0,31,70.8,100.0,132,29.3,132,66.0,1,100.0,451,451,64.3,100.0,300,66.5,300
Erik McCoy,37347,C,NO,15,0,20,72.0,100.0,169,37.8,169,72.6,1,100.0,447,447,66.3,100.0,215,48.1,215
Ben Jones,7099,C,TEN,15,1,31,66.5,100.0,130,29.1,130,76.7,3,100.0,447,447,83.1,100.0,299,66.9,299
Mark Glowinski,9567,G,IND,15,1,14,56.1,100.0,149,33.9,149,64.5,2,100.0,440,440,71.0,100.0,238,54.1,238
Joe Thuney,10712,G,NE,15,0,19,72.8,100.0,251,57.0,251,68.2,1,100.0,440,440,64.1,100.0,115,26.1,115
Ryan Tannehill,7014,QB,TEN,15,0,31,61.0,100.0,134,30.7,134,60.7,0,96.3,437,454,60.2,98.7,297,68.0,301
Dakota Dozier,8772,G,MIN,15,0,18,56.3,100.0,96,22.0,96,51.2,1,100.0,436,436,54.6,100.0,296,67.9,296
Riley Reiff,7029,T,MIN,15,0,18,59.2,100.0,96,22.0,96,60.8,1,100.0,436,436,59.4,100.0,296,67.9,296
Garrett Bradbury,46013,C,MIN,15,0,18,67.0,100.0,96,22.0,96,67.0,1,100.0,436,436,71.8,100.0,296,67.9,296
Brian O'Neill,46854,T,MIN,15,0,18,71.8,100.0,96,22.2,96,83.3,2,100.0,432,432,84.4,100.0,294,68.1,294
Quenton Nelson,12954,G,IND,15,0,14,68.9,100.0,148,34.3,148,82.9,2,100.0,432,432,83.0,100.0,235,54.4,235
Austin Blythe,10882,C,LA,15,0,26,53.1,100.0,148,34.4,148,71.9,1,100.0,430,430,72.9,100.0,226,52.6,226
Austin Corbett,46290,G,LA,15,0,26,66.1,100.0,148,34.4,148,74.9,1,100.0,430,430,74.9,100.0,226,52.6,226
Rob Havenstein,9490,T,LA,15,0,26,61.8,100.0,148,34.4,148,83.1,1,100.0,430,430,91.8,100.0,226,52.6,226
Kirk Cousins,7102,QB,MIN,15,0,18,60.1,99.0,95,22.4,96,60.0,0,97.5,425,436,60.0,99.7,295,69.4,296
Laken Tomlinson,9461,G,SF,15,0,28,72.1,100.0,125,29.6,125,82.4,0,100.0,423,423,87.9,100.0,251,59.3,251
Jedrick Wills Jr.,58467,T,CLV,14,0,8,54.5,100.0,195,46.1,195,48.7,2,100.0,423,423,48.9,100.0,193,45.6,193
Ryan Ramczyk,11787,T,NO,15,0,20,51.7,100.0,161,38.3,161,82.9,1,100.0,420,420,92.2,100.0,204,48.6,204
Mike McGlinchey,46275,T,SF,15,0,28,72.8,100.0,125,29.8,125,91.1,3,100.0,420,420,91.9,100.0,251,59.8,251
Baker Mayfield,46518,QB,CLV,15,0,8,60.0,100.0,203,48.3,203,60.0,0,94.2,420,446,60.0,98.5,200,47.6,203
Daniel Brunskill,34807,C,SF,15,0,28,46.3,100.0,125,30.0,125,64.1,2,100.0,417,417,69.3,100.0,247,59.2,247
Jack Conklin,10642,T,CLV,14,0,8,72.9,100.0,187,45.0,187,79.1,1,100.0,416,416,79.5,100.0,193,46.4,193
D.J. Humphries,9457,T,ARZ,15,0,1,75.1,100.0,161,38.7,161,91.1,1,100.0,416,416,94.1,100.0,197,47.4,197
Kelvin Beachum,7229,T,ARZ,15,0,1,54.8,100.0,160,38.6,160,59.7,0,100.0,415,415,68.2,100.0,197,47.5,197
Michael Onwenu,27357,T,NE,15,0,19,88.2,100.0,234,56.8,234,85.7,1,100.0,412,412,68.7,100.0,106,25.7,106
Rodney Hudson,6207,C,LV,15,0,23,66.7,100.0,134,32.5,134,73.3,0,100.0,412,412,73.4,100.0,251,60.9,251
Elgton Jenkins,46298,G,GB,15,0,12,57.2,100.0,101,24.6,101,63.6,3,100.0,411,411,67.0,100.0,278,67.6,278
Forrest Lamp,11793,G,LAC,15,0,27,53.9,100.0,132,32.1,132,43.9,0,100.0,411,411,42.2,100.0,220,53.5,220
Ryan Kelly,10652,C,IND,14,0,14,63.7,100.0,144,35.0,144,66.6,1,100.0,411,411,71.9,100.0,222,54.0,222
Dan Feeney,11826,C,LAC,15,0,27,52.2,100.0,132,32.1,132,46.7,0,100.0,411,411,42.9,100.0,220,53.5,220
