player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Thomas Davis Sr.,2231,LB,WAS,6,0,0,32,50.9,0,0,5,7.8,0.0,0,0,0.0,0,64,5,0,0,55.3,0,0,2,7.1,0.0,0,0.0,0,28,2,0
Johnathan Joseph,2969,CB,ARZ,11,0,0,1,55.7,0,0,4,1.5,0.0,0,1,0.0,0,264,4,0,0,58.8,0,0,1,1.0,0.0,0,0.0,0,96,1,0
Domata Peko Sr.,3068,DI,ARZ,2,0,0,1,55.2,0,1,31,97.1,3.2,1,0,1.6,0,34,33,1,0,53.0,0,0,9,100.0,0.0,0,0.0,0,10,10,0
Tramon Williams,3558,CB,BLT,3,0,0,3,70.4,1,0,4,8.9,0.0,0,0,12.5,0,45,4,1,0,60.3,1,0,1,11.1,0.0,0,50.0,0,9,1,1
Calais Campbell,4364,DI,BLT,9,5,0,3,67.5,3,11,215,97.1,10.7,23,2,4.7,3,238,231,17,2,65.6,1,7,92,99.1,13.0,12,6.5,2,108,107,10
Malcolm Jenkins,4937,S,NO,12,0,0,20,57.9,2,9,57,12.2,14.0,8,3,13.2,2,484,59,13,0,47.7,0,5,27,12.6,11.1,3,13.0,1,223,28,6
Jason McCourty,5127,CB,NE,12,0,0,19,54.2,0,0,3,0.9,0.0,0,2,0.0,0,329,3,0,0,58.3,0,0,1,0.7,0.0,0,0.0,0,139,1,0
Steve McLendon,5232,DI,TB,12,0,0,30,64.8,0,7,157,97.7,7.6,12,2,2.2,0,176,172,7,0,60.3,0,2,36,95.0,11.1,4,2.8,0,40,38,2
Ndamukong Suh,5527,DI,TB,12,0,1,30,66.6,9,20,394,98.6,11.7,46,5,4.7,4,423,417,33,0,70.9,6,15,169,99.5,17.2,29,8.6,4,184,183,25
Tyson Alualu,5535,DI,PIT,11,4,0,25,76.4,3,6,155,100.0,12.3,19,1,3.5,1,167,167,10,2,88.3,3,5,67,100.0,22.4,15,7.5,1,70,70,9
