player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeAndre Hopkins,7808,WR,ARZ,2,5.8,5,88.0,100.0,1,1,0,4.3,1,13,1,0,72.1,74.9,80.3,,81.4,0.0,0,0,33,0.0,0,95,1,22,94.7,90,7.4,7,116.5,25,1,92.6,88,219,108,4.9,10.0,2.43
Darren Waller,9637,TE,LV,2,5.7,2,78.3,80.0,4,5,0,0.0,0,11,23,0,82.7,73.9,82.5,42.8,86.7,52.7,39,0,18,9.5,7,74,0,18,83.8,62,16.2,12,108.3,23,1,29.7,22,150,89,4.9,8.3,2.42
A.J. Green,6156,WR,CIN,2,16.1,1,36.4,33.3,2,6,0,20.0,2,6,7,0,41.8,71.1,61.7,,61.1,0.0,0,0,15,0.0,0,79,1,8,94.9,75,20.3,16,47.5,22,0,79.7,63,80,14,1.8,10.0,1.07
D.J. Moore,48267,WR,CAR,2,12.6,0,54.5,33.3,2,6,0,7.7,1,10,5,0,61.8,71.9,72.1,,73.6,0.0,0,1,30,0.0,0,85,2,12,95.3,81,22.4,19,61.6,22,0,77.6,66,174,16,1.3,14.5,2.15
Amari Cooper,9437,WR,DAL,2,10.5,1,72.7,33.3,1,3,0,5.9,1,8,9,0,66.7,73.3,71.8,,71.3,1.1,1,0,58,0.0,0,94,0,16,95.7,90,25.5,24,97.0,22,0,73.4,69,181,47,2.9,11.3,2.01
Stefon Diggs,9579,WR,BUF,2,11.3,3,72.7,60.0,3,5,0,11.1,2,11,4,0,52.8,73.3,85.1,,85.5,0.0,0,0,47,0.0,0,87,0,16,93.1,81,32.2,28,123.1,22,1,67.8,59,239,46,2.9,14.9,2.95
Diontae Johnson,33441,WR,PIT,2,7.4,3,66.7,50.0,1,2,0,12.5,2,9,25,0,49.8,77.2,76.3,,75.2,0.0,0,0,28,0.0,0,73,0,14,100.0,73,11.0,8,103.1,21,1,89.0,65,149,74,5.3,10.6,2.04
Calvin Ridley,48262,WR,ATL,2,17.2,2,76.2,50.0,2,4,0,0.0,0,16,2,0,81.7,73.8,90.2,,90.1,0.0,0,1,25,0.0,0,92,1,16,95.7,88,7.6,7,132.7,21,4,92.4,85,239,35,2.2,14.9,2.72
Russell Gage,44771,WR,ATL,2,7.7,4,75.0,50.0,1,2,0,11.8,2,12,2,0,51.5,73.3,79.4,66.2,73.8,0.0,0,0,24,1.1,1,87,0,15,90.8,79,78.2,68,114.6,20,1,20.7,18,160,64,4.3,10.7,2.03
Davante Adams,8688,WR,GB,2,9.5,1,85.0,66.7,2,3,0,0.0,0,10,12,0,82.2,74.2,80.4,,79.5,0.0,0,0,40,0.0,0,68,0,17,94.1,64,26.5,18,140.0,20,2,73.5,50,192,55,3.2,11.3,3.0
Robby Anderson,11254,WR,CAR,2,10.9,0,83.3,,0,0,0,0.0,0,8,5,1,81.7,22.8,71.7,,73.9,0.0,0,0,75,0.0,0,77,0,15,94.8,73,31.2,24,136.8,18,1,68.8,53,223,97,6.5,14.9,3.05
Travis Kelce,7844,TE,KC,2,6.7,3,83.3,50.0,1,2,0,0.0,0,10,16,0,81.1,73.0,81.9,74.1,80.4,31.3,30,0,20,4.2,4,96,0,15,86.5,83,24.0,23,136.1,18,2,41.7,40,140,69,4.6,9.3,1.69
N'Keal Harry,48297,WR,NE,2,5.7,1,76.5,100.0,2,2,0,0.0,0,6,19,1,80.0,21.4,64.8,,66.5,0.0,0,0,17,0.0,0,65,0,13,96.9,63,33.8,22,93.0,17,0,66.2,43,111,51,3.9,8.5,1.76
Logan Thomas,8755,TE,WAS,2,8.4,0,47.1,20.0,1,5,0,0.0,0,4,32,0,76.5,70.1,58.7,75.0,59.5,20.0,15,0,19,5.3,4,75,0,8,88.0,66,68.0,51,76.3,17,1,10.7,8,63,28,3.5,7.9,0.95
Julian Edelman,5156,WR,NE,2,13.4,0,76.5,50.0,2,4,0,18.8,3,11,19,0,33.5,72.9,83.2,,85.9,0.0,0,0,49,0.0,0,60,0,13,96.7,58,81.7,49,117.9,17,0,18.3,11,236,51,3.9,18.2,4.07
Tyreek Hill,10799,WR,KC,2,11.2,2,58.8,50.0,1,2,0,16.7,2,7,16,0,41.1,71.7,67.6,,65.7,0.0,0,0,54,0.0,0,86,0,10,91.9,79,54.7,47,125.9,17,2,44.2,38,145,41,4.1,14.5,1.84
Keenan Allen,7857,WR,LAC,2,9.9,0,64.7,40.0,2,5,1,0.0,0,8,27,1,79.4,71.9,73.8,65.6,70.9,1.3,1,1,28,1.3,1,75,1,11,89.3,67,44.0,33,64.1,17,0,54.7,41,133,73,6.6,12.1,1.99
Allen Robinson II,8696,WR,CHI,2,13.9,0,47.1,0.0,0,6,0,0.0,0,6,6,0,76.5,70.8,75.1,,75.4,1.6,1,2,22,0.0,0,63,0,8,100.0,63,41.3,26,27.9,17,0,57.1,36,107,19,2.4,13.4,1.7
Hunter Henry,10669,TE,LAC,2,9.6,1,68.8,33.3,1,3,0,0.0,0,6,27,0,78.7,71.5,78.2,52.9,74.3,52.9,37,0,33,11.4,8,70,0,11,82.9,58,34.3,24,100.0,16,0,11.4,8,156,69,6.3,14.2,2.69
Julio Jones,6158,WR,ATL,2,17.1,1,68.8,75.0,3,4,0,8.3,1,7,2,0,60.2,71.5,71.4,,69.1,0.0,0,0,44,0.0,0,89,0,11,93.3,83,25.8,23,106.5,16,0,74.2,66,181,37,3.4,16.5,2.18
Tyler Lockett,9502,WR,SEA,2,9.4,0,93.8,,0,0,0,0.0,0,8,29,0,81.7,73.3,78.7,,80.0,2.6,2,0,20,0.0,0,77,1,15,93.5,72,63.6,49,128.9,16,1,32.5,25,159,47,3.1,10.6,2.21
Jerry Jeudy,61103,WR,DEN,2,14.5,4,50.0,33.3,1,3,0,27.3,3,6,10,1,28.8,70.1,63.6,,63.5,0.0,0,0,25,0.0,0,57,0,8,93.0,53,78.9,45,74.5,16,0,21.1,12,118,46,5.8,14.8,2.23
Dallas Goedert,47272,TE,PHI,2,7.4,4,75.0,33.3,1,3,0,14.3,2,7,24,0,46.0,71.9,70.6,80.4,68.4,51.9,42,0,34,14.8,12,81,0,12,84.0,68,38.3,31,119.5,16,1,9.9,8,131,61,5.1,10.9,1.93
Odell Beckham Jr.,8647,WR,CLV,2,13.1,3,43.8,0.0,0,2,0,12.5,1,3,8,0,52.1,69.5,56.9,,58.1,0.0,0,0,43,0.0,0,59,1,7,91.5,54,11.9,7,84.4,16,1,88.1,52,96,30,4.3,13.7,1.78
Adam Thielen,8288,WR,MIN,2,17.8,0,56.3,25.0,1,4,0,10.0,1,7,18,0,60.2,71.5,87.5,,85.4,0.0,0,2,37,0.0,0,64,0,9,92.2,59,14.1,9,85.7,16,2,85.9,55,141,3,0.3,15.7,2.39
Terry McLaurin,48229,WR,WAS,2,10.1,5,75.0,,0,0,0,7.7,1,8,32,0,61.8,71.9,76.1,,76.9,0.0,0,0,26,0.0,0,77,0,12,93.5,72,16.9,13,133.9,16,1,83.1,64,186,115,9.6,15.5,2.58
Alvin Kamara,11822,HB,NO,2,0.1,2,87.5,,0,0,0,0.0,0,6,20,0,81.1,34.4,73.8,39.0,86.7,0.0,0,0,38,9.6,5,52,0,14,84.6,44,9.6,5,125.5,16,1,5.8,3,146,145,10.4,10.4,3.32
Mike Gesicki,47153,TE,MIA,2,11.9,0,73.3,85.7,6,7,0,0.0,0,9,17,0,78.7,71.5,92.0,70.4,90.9,4.5,3,1,27,4.5,3,66,0,11,89.4,59,78.8,52,102.1,15,1,16.7,11,160,31,2.8,14.5,2.71
CeeDee Lamb,61570,WR,DAL,2,7.7,0,73.3,33.3,1,3,0,0.0,0,7,9,0,78.7,76.0,62.3,,65.4,0.0,0,0,37,0.0,0,84,2,11,96.4,81,90.5,76,109.0,15,0,8.3,7,165,83,7.5,15.0,2.04
DeSean Jackson,4363,WR,PHI,2,17.3,0,53.3,50.0,1,2,0,20.0,2,6,24,0,35.7,70.1,62.4,,61.9,0.0,0,0,27,0.0,0,66,0,8,100.0,66,19.7,13,77.1,15,0,80.3,53,110,14,1.8,13.8,1.67
Evan Engram,11778,TE,NYG,2,5.3,1,53.3,0.0,0,3,0,11.1,1,5,21,0,56.7,70.6,49.3,30.5,54.2,39.4,39,2,22,9.1,9,99,1,8,84.8,84,46.5,46,27.5,15,0,14.1,14,74,37,4.6,9.3,0.88
Aaron Jones,11937,HB,GB,2,5.6,2,57.1,50.0,1,2,0,11.1,1,4,12,0,54.5,36.5,71.0,59.4,78.9,0.0,0,0,30,7.7,3,39,0,8,82.1,32,5.1,2,96.7,14,1,23.1,9,78,56,7.0,9.8,2.44
Dalton Schultz,47304,TE,DAL,2,4.8,1,71.4,0.0,0,1,0,16.7,2,7,9,1,41.1,19.8,58.3,28.3,56.9,41.8,28,0,18,6.0,4,67,1,10,89.6,60,47.8,32,114.9,14,1,9.0,6,99,52,5.2,9.9,1.65
Zach Ertz,7816,TE,PHI,2,8.4,1,57.1,,0,0,0,11.1,1,4,24,0,54.5,70.1,61.2,78.6,60.1,36.8,32,0,12,9.2,8,87,0,8,88.5,77,49.4,43,91.4,14,1,13.8,12,60,14,1.8,7.5,0.78
Marvin Jones Jr.,7158,WR,DET,2,8.0,1,57.1,66.7,4,6,0,20.0,2,5,11,0,35.7,70.1,61.4,65.6,60.4,2.2,2,1,21,1.1,1,89,0,8,95.5,85,37.1,33,67.0,14,1,60.7,54,78,23,2.9,9.8,0.92
