player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Allen Robinson II,8696,WR,CHI,5,11.3,6,62.5,27.3,6,22,0,0.0,0,21,6,0,89.7,77.7,82.2,,81.8,0.5,1,4,37,0.0,0,195,0,35,96.9,189,34.9,68,67.6,56,2,64.6,126,421,114,3.3,12.0,2.23
Amari Cooper,9437,WR,DAL,5,9.5,4,73.6,33.3,2,6,1,2.5,1,23,9,0,81.8,78.3,79.6,,78.9,0.5,1,2,58,0.0,0,222,1,39,97.3,216,21.2,47,87.3,53,1,78.4,174,424,147,3.8,10.9,1.96
DeAndre Hopkins,7808,WR,ARZ,5,8.2,10,84.9,60.0,3,5,0,2.2,1,29,1,0,84.3,78.6,89.8,,90.0,0.0,0,1,45,0.0,0,205,1,45,93.7,192,6.8,14,112.9,53,2,93.2,191,528,204,4.5,11.7,2.75
Stefon Diggs,9579,WR,BUF,5,10.6,5,72.0,70.0,7,10,0,14.3,6,22,4,0,39.6,77.6,79.1,,80.3,0.0,0,0,49,0.0,0,206,3,36,93.7,193,34.5,71,117.8,50,2,65.5,135,509,84,2.3,14.1,2.64
Keenan Allen,7857,WR,LAC,5,9.2,2,72.3,53.8,7,13,1,0.0,0,21,27,2,89.7,77.4,86.7,65.6,85.9,1.2,2,3,28,0.6,1,166,1,34,91.0,151,42.2,70,81.5,47,2,56.6,94,356,159,4.7,10.5,2.36
Robby Anderson,11254,WR,CAR,5,9.7,1,78.3,33.3,1,3,0,5.3,2,21,5,1,63.6,29.4,77.5,,78.9,1.2,2,0,75,0.0,0,171,0,36,95.9,164,29.2,50,118.2,46,1,69.0,118,489,226,6.3,13.6,2.98
Calvin Ridley,48262,WR,ATL,5,17.4,2,64.4,40.0,4,10,0,6.5,2,25,2,0,66.6,76.9,82.2,,82.6,0.0,0,2,63,0.0,0,198,2,29,95.5,189,9.1,18,111.8,45,4,90.9,180,485,82,2.8,16.7,2.57
Darren Waller,9637,TE,LV,5,6.0,4,75.6,71.4,5,7,0,0.0,0,19,23,1,89.0,28.2,72.7,40.9,75.5,50.3,99,1,23,9.1,18,197,0,34,84.3,166,21.8,43,97.9,45,2,26.4,52,295,178,5.2,8.7,1.78
Travis Kelce,7844,TE,KC,5,8.4,4,72.7,20.0,1,5,0,0.0,0,22,16,0,88.3,76.8,86.1,76.8,83.9,30.9,68,1,45,3.6,8,220,1,32,88.6,195,28.2,62,114.3,44,3,39.5,87,405,195,6.1,12.7,2.08
Alvin Kamara,11822,HB,NO,5,1.7,10,86.4,100.0,1,1,0,7.3,3,17,20,0,74.3,63.4,81.8,58.3,91.6,0.0,0,0,52,6.1,9,147,0,38,89.8,132,8.2,12,126.8,44,3,5.4,8,395,343,9.0,10.4,2.99
Adam Thielen,8288,WR,MIN,5,14.8,1,65.9,28.6,4,14,0,3.3,1,19,18,0,77.8,77.4,90.0,,90.4,0.0,0,3,39,0.0,0,163,0,29,93.9,153,18.4,30,102.7,44,6,81.6,133,364,44,1.5,12.6,2.38
