player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,3,82,14,1,5.0,16,0,319,0,0,14,214,42.0,8,18,31,0,24,86.4,67.6,11.1,,59.3,53.9,69.6,60.0,16,1,26,5,55,86,0,0,7,87,2,319,214,2.61,3.9,0.47,57
Josh Jacobs,45953,HB,LV,3,68,17,0,0.0,0,0,252,1,2,17,185,66.3,7,16,23,1,22,56.3,66.9,80.2,,67.0,59.6,66.9,59.0,14,0,75,10,48,71,0,0,12,78,3,252,185,2.72,3.7,1.56,45
Ezekiel Elliott,10638,HB,DAL,3,58,12,0,0.0,0,0,219,3,3,12,168,59.5,6,16,9,2,25,29.2,65.8,83.8,,68.5,57.0,67.9,58.7,14,0,88,15,110,71,0,0,20,73,3,219,168,2.9,3.8,0.8,32
Clyde Edwards-Helaire,57279,HB,KC,3,55,16,4,32.5,78,0,240,0,2,16,189,93.7,6,10,16,0,8,84.0,68.6,83.7,,30.0,70.7,67.1,60.0,27,0,102,11,75,58,0,0,14,66,1,240,189,3.44,4.4,1.36,47
Kenyan Drake,10707,HB,ARZ,3,54,6,2,14.2,31,0,219,0,0,6,129,24.3,7,16,1,0,23,83.6,69.7,9.6,,77.5,53.3,73.4,55.9,16,1,20,5,63,69,0,0,5,59,1,219,129,2.39,4.1,0.32,26
Joe Mixon,11803,HB,CIN,3,52,8,0,0.0,0,0,164,0,4,8,129,50.5,2,8,7,1,18,48.5,59.7,83.1,,81.4,59.8,58.6,60.0,14,0,58,7,72,55,0,0,7,59,0,164,129,2.48,3.2,0.81,34
Nick Chubb,45783,HB,CLV,3,51,15,6,47.3,138,0,292,0,0,15,217,118.2,12,14,8,1,23,46.1,72.9,78.6,,85.7,61.3,71.7,60.0,29,0,17,3,40,54,0,0,3,54,4,292,217,4.25,5.7,0.43,26
Aaron Jones,11937,HB,GB,3,50,7,3,36.0,109,0,303,1,2,7,190,57.0,7,13,12,1,12,48.7,67.6,80.4,,38.7,76.9,63.4,60.0,75,0,95,10,51,56,0,0,17,60,4,303,190,3.8,6.1,1.86,38
Todd Gurley II,9443,HB,ATL,3,49,3,3,23.9,47,0,197,1,0,3,113,13.3,6,9,2,1,22,44.7,48.1,79.7,,53.3,28.2,56.4,60.0,16,0,3,3,47,51,0,0,4,52,2,197,113,2.31,4.0,0.06,23
Dalvin Cook,11796,HB,MIN,3,48,11,3,32.0,94,0,294,1,0,11,182,78.7,9,15,18,1,12,47.6,73.9,79.8,,69.3,45.7,79.2,59.9,39,0,24,5,52,56,0,0,7,53,4,294,182,3.79,6.1,0.46,31
