team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,6,222,4,26,222,91.9,33,3
ARZ,1,7,278,3,43,278,90.6,49,3
LA,26,7,239,10,26,239,90.4,41,5
NO,20,6,225,13,20,225,90.0,39,6
CLV,8,7,226,10,23,226,90.0,39,6
TB,30,7,279,22,26,279,89.6,53,5
KC,16,7,283,7,43,283,89.4,55,5
NE,19,6,206,5,23,206,89.3,36,8
CAR,5,7,266,6,35,266,88.9,50,9
BLT,3,6,194,3,29,194,88.7,38,6
SEA,29,6,257,11,38,257,88.5,54,5
HST,13,7,286,5,51,286,88.1,62,6
TEN,31,6,219,20,25,219,87.9,49,4
ATL,2,7,309,17,40,309,87.9,66,9
LV,23,6,230,11,42,230,87.6,55,2
DAL,9,7,344,12,53,344,87.6,75,10
DET,11,6,222,14,30,222,87.4,50,6
PIT,25,6,227,10,35,227,87.4,51,6
MIA,17,6,225,14,39,225,87.3,55,2
IND,14,6,209,10,42,209,86.6,54,2
SF,28,7,256,20,27,256,86.1,59,12
BUF,4,7,290,11,64,290,85.7,79,4
DEN,10,6,230,13,41,230,85.7,60,6
LAC,27,6,238,15,41,238,85.7,62,6
JAX,15,7,310,11,57,310,85.5,79,11
CIN,7,7,335,20,61,335,85.2,90,9
WAS,32,7,279,18,43,279,84.4,74,13
CHI,6,7,299,18,59,299,84.4,85,8
PHI,24,7,322,18,61,322,81.8,98,19
MIN,18,6,194,16,33,194,81.7,60,11
NYJ,22,7,278,16,77,278,78.6,106,13
NYG,21,7,263,10,86,263,77.9,106,10
