player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Burrow,28022,QB,CIN,7,73.9,276,293,9.1,2.61,2,11,3.6,66.6,195,0,114,4.4,336,9,119,7,27.1,74.6,73.4,62.6,5,5,349,1,24.6,89.4,8.3,28,14,2,8,9,12,3.4,2023,6.9
Matt Ryan,4317,QB,ATL,7,77.5,262,286,9.5,2.72,3,13,4.3,66.4,190,0,88,6.4,309,13,116,2,81.6,80.7,79.9,50.7,2,3,325,1,17.0,98.8,4.9,15,8,1,18,12,8,2.5,2181,7.6
Carson Wentz,10636,QB,PHI,7,70.6,255,278,9.5,2.89,5,14,4.7,58.6,163,0,118,9.4,320,17,91,24,49.0,65.2,60.5,78.7,4,10,341,1,23.7,74.3,8.8,28,14,0,14,10,19,5.6,1760,6.3
Tom Brady,698,QB,TB,7,76.9,251,268,9.3,2.43,6,24,8.4,65.7,176,0,59,8.8,279,17,95,30,90.8,91.2,90.4,66.7,2,4,299,2,13.6,102.7,2.9,8,2,2,7,18,3,1.0,1910,7.1
Gardner Minshew,41401,QB,JAX,7,75.7,247,267,8.4,2.79,2,12,4.3,65.9,176,0,105,5.9,310,11,102,15,56.7,69.7,68.7,63.7,3,5,325,1,21.0,94.4,7.1,22,21,1,14,13,7,2.2,1855,6.9
Josh Allen,46601,QB,BUF,7,79.4,243,259,8.7,3.02,6,17,6.1,67.6,175,0,107,9.3,285,18,106,4,46.6,84.6,82.4,70.4,0,4,304,2,10.3,105.0,3.9,11,15,0,10,16,11,3.6,2018,7.8
Kyler Murray,38334,QB,ARZ,7,78.1,228,253,8.5,2.75,3,10,3.7,66.8,169,0,66,5.1,284,9,104,1,91.0,80.1,73.9,88.0,0,7,302,6,13.6,93.8,3.2,9,21,6,16,13,7,2.3,1847,7.3
Patrick Mahomes,11765,QB,KC,7,74.7,229,242,8.2,3.04,3,16,6.3,65.7,159,0,99,7.0,280,12,107,16,80.6,83.5,83.9,58.1,2,1,298,0,10.1,109.8,3.6,10,27,0,8,16,9,3.0,1899,7.8
Deshaun Watson,11767,QB,HST,7,76.8,228,239,9.4,2.96,2,20,8.1,69.5,166,0,93,5.1,287,9,109,13,80.0,86.3,83.8,70.4,1,5,298,1,23.7,108.7,7.7,22,25,2,6,15,6,2.0,2095,8.8
Teddy Bridgewater,8667,QB,CAR,7,82.3,220,234,7.2,2.63,4,9,3.6,72.2,169,1,68,6.6,266,12,101,5,79.1,70.3,69.8,60.5,0,5,281,3,19.1,99.1,4.9,13,19,0,10,8,10,3.6,1930,8.2
Daniel Jones,39395,QB,NYG,7,76.4,208,231,6.9,2.81,4,11,4.4,61.9,143,0,116,10.1,265,16,84,21,40.8,77.7,73.3,78.9,4,7,286,2,17.2,73.7,7.5,20,13,2,13,5,8,2.8,1410,6.1
Jared Goff,10635,QB,LA,7,78.7,202,223,7.6,2.68,6,10,4.3,67.7,151,0,59,5.0,239,8,88,26,78.3,80.2,79.0,64.7,1,4,250,2,13.6,102.4,3.3,8,8,0,14,12,6,2.4,1790,8.0
Dak Prescott,10769,QB,DAL,5,78.0,209,222,8.3,2.59,3,12,5.2,68.0,151,0,67,7.4,240,12,97,9,74.1,85.2,80.4,78.9,4,4,247,0,14.9,99.6,4.2,10,8,1,5,9,9,3.6,1856,8.4
Russell Wilson,7077,QB,SEA,6,83.8,204,219,9.2,3.08,2,23,10.0,71.2,156,0,95,8.8,257,15,102,29,90.6,94.7,93.0,86.2,2,6,273,2,17.9,119.5,6.6,17,21,0,11,22,4,1.5,1890,8.6
Ben Roethlisberger,1732,QB,PIT,6,77.6,205,214,7.0,2.21,6,8,3.5,68.2,146,0,49,8.2,226,13,75,25,90.4,73.8,72.7,63.7,0,4,243,2,16.3,99.6,3.5,8,2,0,3,13,4,1.6,1446,6.8
Drew Brees,802,QB,NO,6,82.8,198,212,6.2,2.49,5,10,4.5,72.6,154,0,54,6.1,221,10,87,20,75.5,80.8,78.2,71.8,1,3,230,0,14.8,105.8,3.6,8,1,2,6,11,5,2.2,1618,7.6
Derek Carr,8671,QB,LV,6,80.7,197,211,7.4,2.74,4,11,4.8,72.0,152,0,67,4.4,231,7,87,23,57.7,71.6,69.8,64.3,3,2,249,1,16.4,112.8,4.8,11,9,1,6,13,8,3.2,1726,8.2
Aaron Rodgers,2241,QB,GB,6,77.9,190,208,9.1,2.6,1,17,7.7,65.9,137,1,55,7.4,221,11,87,12,90.3,92.4,91.9,60.9,0,2,236,5,12.7,113.4,3.2,7,6,0,17,17,3,1.3,1657,8.0
Matthew Stafford,4924,QB,DET,6,72.9,192,204,9.6,2.46,1,9,4.1,62.3,127,0,67,9.3,227,13,80,11,90.4,72.8,70.2,73.6,3,4,245,2,20.9,94.4,6.2,14,9,5,3,10,5,2.0,1580,7.7
Ryan Tannehill,7014,QB,TEN,6,78.3,184,203,8.3,2.55,5,7,3.2,68.5,139,0,61,3.5,218,5,89,31,60.6,82.7,79.6,76.5,5,2,232,2,11.5,112.3,3.2,7,8,0,9,15,10,4.3,1590,7.8
Philip Rivers,1725,QB,IND,6,76.5,187,198,7.9,2.41,4,13,6.1,69.7,138,0,51,3.5,204,5,77,14,90.2,73.2,72.4,57.5,2,6,221,2,9.8,93.0,2.5,5,1,0,5,7,10,4.5,1598,8.1
Baker Mayfield,46518,QB,CLV,7,74.9,179,198,9.3,2.97,4,10,4.8,63.1,125,0,62,6.7,215,9,81,8,75.6,66.3,64.8,64.2,0,7,227,4,17.7,94.5,5.1,11,6,2,13,15,12,5.3,1392,7.0
Ryan Fitzpatrick,2467,QB,MIA,6,79.0,186,197,8.2,2.43,5,9,4.3,70.1,138,0,68,6.1,224,9,89,17,90.3,75.3,70.1,82.7,3,7,237,3,14.7,95.0,4.5,10,17,1,2,10,11,4.6,1535,7.8
Nick Foles,7089,QB,CHI,5,71.2,177,192,8.9,2.36,2,11,5.4,64.1,123,0,68,2.4,202,3,57,6,74.8,62.6,61.7,66.2,4,6,213,1,11.8,77.6,4.0,8,2,1,8,6,9,4.2,1139,5.9
Justin Herbert,28237,QB,LAC,5,78.1,169,184,8.5,2.7,2,16,8.1,67.4,124,0,79,6.1,205,8,77,27,90.3,75.4,73.2,69.7,4,3,220,1,12.7,108.1,4.9,10,11,2,7,12,6,2.7,1542,8.4
Kirk Cousins,7102,QB,MIN,6,73.6,163,175,10.7,2.85,1,13,6.8,64.6,113,0,77,5.8,195,7,73,18,90.1,81.4,79.3,66.1,4,10,211,0,18.2,88.2,7.2,14,6,1,6,11,8,3.8,1475,8.4
Lamar Jackson,46416,QB,BLT,6,74.0,150,162,9.8,3.06,6,8,4.7,63.0,102,0,69,8.1,192,9,65,3,76.3,81.3,75.4,80.6,0,2,200,0,21.7,99.2,7.8,15,14,0,6,10,8,4.0,1135,7.0
Sam Darnold,29048,QB,NYJ,5,69.4,147,161,7.6,2.81,0,5,2.9,58.4,94,0,82,7.8,191,8,45,22,72.7,55.6,49.7,89.5,6,6,207,1,22.0,65.0,9.4,18,12,2,6,3,8,3.9,912,5.7
Dwayne Haskins,41897,QB,WAS,4,66.2,139,146,6.9,2.36,3,5,3.3,61.0,89,0,45,3.3,164,3,51,32,50.3,46.7,48.0,46.9,2,3,171,1,28.9,80.3,7.9,13,4,0,2,4,6,3.5,939,6.4
Cam Newton,6153,QB,NE,5,77.0,122,131,7.3,2.9,6,4,2.9,67.2,88,0,40,6.4,150,6,56,19,90.1,70.9,66.5,67.0,1,7,156,0,25.0,71.7,6.7,10,9,0,2,2,5,3.2,969,7.4
Jimmy Garoppolo,8697,QB,SF,5,74.6,122,124,6.5,2.52,1,4,3.1,66.9,83,0,31,8.8,135,8,52,28,87.4,66.7,64.0,71.2,0,4,138,0,25.8,97.2,5.9,8,3,0,1,7,4,2.9,1012,8.2
Drew Lock,39517,QB,DEN,4,64.9,97,102,11.1,2.96,0,7,6.7,55.9,57,0,35,9.5,111,6,32,10,23.1,47.6,53.1,28.4,2,4,113,2,17.1,63.3,5.4,6,3,0,3,1,7,6.2,679,6.7
Mitchell Trubisky,11757,QB,CHI,3,65.1,83,86,10.5,2.99,2,6,7.0,59.3,51,0,24,5.6,98,3,36,6,49.2,70.6,66.2,83.3,1,3,98,1,29.2,87.4,7.1,7,4,0,0,6,6,6.1,560,6.5
Andy Dalton,6187,QB,DAL,4,76.9,78,85,6.6,2.65,1,2,2.2,61.2,52,0,34,13.3,98,8,26,9,29.6,52.7,58.3,28.9,3,3,104,0,20.6,64.4,7.1,7,5,0,3,1,4,3.8,452,5.3
Kyle Allen,26152,QB,WAS,3,80.3,71,80,6.5,2.84,1,3,3.4,68.8,55,0,31,3.5,91,2,30,32,55.3,65.1,63.3,70.2,1,1,99,2,22.6,99.4,7.7,7,4,0,7,4,3,3.0,548,6.9
Joe Flacco,4332,QB,NYJ,3,65.7,70,79,9.5,2.82,1,1,1.2,51.9,41,1,39,10.9,88,5,18,22,52.9,40.9,41.2,61.8,0,1,95,3,12.8,65.2,5.7,5,4,0,8,1,4,4.2,397,5.0
Nick Mullens,12282,QB,SF,3,74.6,71,73,6.7,2.54,1,2,2.6,69.9,51,0,35,3.8,82,2,33,28,28.4,54.1,52.2,66.6,0,3,85,0,22.9,87.4,9.8,8,0,0,1,2,4,4.7,614,8.4
Jeff Driskel,10841,QB,DEN,2,70.0,60,64,10.8,2.63,2,2,2.9,54.7,35,0,37,16.7,78,7,19,10,84.1,55.1,51.3,74.9,0,2,85,0,29.7,78.4,14.1,11,3,0,2,3,3,3.5,432,6.8
Brett Rypien,46487,QB,DEN,2,80.0,35,40,9.5,2.51,1,4,8.5,67.5,27,0,18,3.6,41,1,12,10,81.0,40.5,41.5,61.3,0,4,49,1,5.6,66.1,2.4,1,0,0,4,2,5,10.2,295,7.4
C.J. Beathard,11859,QB,SF,2,72.7,33,37,8.8,2.4,0,0,0.0,62.2,23,0,15,4.2,40,1,14,28,29.9,52.7,52.8,,2,0,47,0,20.0,89.0,7.5,3,0,1,1,1,1,2.1,232,6.3
Tyrod Taylor,6332,QB,LAC,1,66.7,27,30,10.8,2.66,0,1,3.0,53.3,16,0,11,11.1,34,2,11,27,79.6,60.7,63.1,50.8,1,0,37,0,9.1,75.4,2.9,1,2,0,2,0,0,0.0,208,6.9
Brian Hoyer,5277,QB,NE,1,69.6,23,24,8.0,2.51,0,1,4.2,62.5,15,0,7,6.3,27,1,9,19,25.2,58.8,56.3,63.9,0,1,27,0,28.6,59.4,7.4,2,1,0,1,0,3,11.1,130,5.4
Jarrett Stidham,13725,QB,NE,2,76.5,17,23,7.2,3.12,2,0,0.0,47.8,11,0,10,15.4,26,2,9,19,77.5,50.8,53.6,50.5,1,3,28,0,10.0,39.3,3.8,1,2,0,3,1,2,7.1,124,5.4
Alex Smith,2218,QB,WAS,1,56.3,16,17,5.8,2.46,1,0,0.0,52.9,9,0,9,0.0,24,0,2,32,24.3,40.0,41.3,58.3,0,0,24,0,66.7,58.7,25.0,6,1,0,0,0,1,4.2,37,2.2
Case Keenum,7323,QB,CLV,1,55.6,9,10,3.6,2.11,0,0,0.0,50.0,5,0,2,0.0,10,0,2,8,71.4,44.7,45.4,,0,0,10,0,0.0,62.9,0.0,0,0,0,1,0,0,0.0,46,4.6
Matt Barkley,7880,QB,BUF,1,100.0,4,5,6.3,2.3,1,0,0.0,60.0,3,0,1,25.0,5,1,2,4,68.0,35.1,36.6,,0,0,5,0,0.0,70.4,0.0,0,0,0,0,0,1,20.0,22,4.4
Jacoby Brissett,10725,QB,IND,2,75.0,4,4,1.8,3.12,0,0,0.0,50.0,2,0,3,33.3,5,1,1,14,70.2,70.2,69.4,60.0,0,0,5,0,33.3,61.5,20.0,1,0,0,0,0,0,0.0,17,4.3
Ben DiNucci,34311,QB,DAL,1,66.7,3,3,12.0,2.48,0,1,33.3,66.7,2,0,4,0.0,6,0,1,9,9.7,25.1,38.6,39.4,0,0,6,0,75.0,109.7,50.0,3,0,0,0,0,1,16.7,39,13.0
Taysom Hill,12112,QB,NO,4,66.7,3,3,9.0,4.0,0,0,0.0,66.7,2,0,2,0.0,6,0,3,20,17.7,39.1,67.8,48.0,0,0,6,1,0.0,109.7,0.0,0,3,0,0,0,0,0.0,38,12.7
Tua Tagovailoa,60326,QB,MIA,1,100.0,2,2,4.0,2.9,0,0,0.0,100.0,2,0,1,0.0,2,0,1,17,63.6,72.8,71.4,,0,0,2,0,0.0,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5
Robert Griffin III,7008,QB,BLT,2,50.0,2,2,20.0,1.95,0,0,0.0,50.0,1,0,1,0.0,2,0,1,3,71.0,58.9,60.4,57.7,0,1,2,0,0.0,22.9,0.0,0,0,0,0,0,0,0.0,9,4.5
Chad Henne,4371,QB,KC,1,100.0,2,2,1.0,2.67,0,0,0.0,100.0,2,0,1,0.0,3,0,1,16,70.7,67.4,59.7,66.6,0,0,3,0,100.0,93.8,33.3,1,0,0,0,0,0,0.0,13,6.5
Jarvis Landry,8698,WR,CLV,2,100.0,2,2,28.5,4.25,0,2,100.0,100.0,2,0,1,0.0,2,0,2,8,77.4,77.2,91.6,61.7,0,0,2,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,56,28.0
Julian Edelman,5156,WR,NE,1,100.0,2,2,-1.5,3.85,0,0,0.0,100.0,2,0,0,0.0,2,0,2,19,75.8,68.8,61.6,62.6,0,0,2,0,,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0
