player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,3,10,10,4.26,41.5,48.0,9.3,0,0,2,1,1,60.2,3,58,0,0,70.0,65,7,10,42.59,415,0,480
Dustin Colquitt,2316,P,PIT,3,13,13,4.16,36.77,43.77,8.9,0,0,1,3,25,57.0,5,59,0,0,61.5,71,8,13,54.03,478,1,569
Sam Koch,3148,P,BLT,3,8,8,4.23,43.5,45.75,6.0,0,0,1,2,3,67.3,4,53,2,0,37.5,18,3,8,33.8,348,0,366
Brett Kern,4580,P,TEN,3,10,10,4.18,43.3,46.9,5.3,0,0,1,4,31,64.3,7,66,1,0,30.0,16,3,10,41.8,433,1,469
Kevin Huber,5066,P,CIN,3,15,15,4.42,42.93,48.4,4.4,0,0,2,5,7,69.4,7,70,0,0,33.3,22,5,15,66.23,644,3,726
Thomas Morstead,5088,P,NO,3,12,12,4.5,40.25,40.67,2.5,0,0,1,9,20,65.9,7,51,0,0,16.7,5,2,12,53.97,483,0,488
Britton Colquitt,5192,P,MIN,3,9,9,4.4,37.22,42.22,6.4,0,0,0,2,18,59.2,3,53,0,0,77.8,45,7,9,39.61,335,0,380
Chris Jones,6798,P,DAL,3,8,8,4.66,42.25,42.25,0.0,0,0,0,7,9,64.0,3,54,0,0,12.5,0,1,8,37.28,338,0,338
Bryan Anger,7072,P,HST,3,12,12,4.22,43.42,46.17,11.0,0,0,1,6,13,68.0,5,58,2,0,25.0,33,3,12,50.65,521,0,554
Johnny Hekker,7252,P,LA,2,5,5,4.35,39.6,47.6,20.0,0,0,0,2,26,66.1,3,58,1,0,20.0,20,1,5,21.77,198,1,238
Sam Martin,7947,P,DEN,3,14,14,4.07,41.0,45.64,8.1,1,0,1,1,10,60.6,4,56,4,0,57.1,65,8,15,56.91,574,0,639
Tress Way,8358,P,WAS,3,16,16,4.49,44.38,47.5,4.3,0,0,4,4,32,68.2,7,60,0,0,43.8,30,7,16,71.83,710,1,760
Pat O'Donnell,8826,P,CHI,3,12,12,4.24,41.92,46.83,11.8,0,0,3,4,6,59.3,5,64,0,0,41.7,59,5,12,50.89,503,0,562
Bradley Pinion,9598,P,TB,3,14,14,4.39,38.93,44.5,9.7,0,0,0,6,30,73.0,5,59,1,0,42.9,58,6,14,61.45,545,1,623
Ty Long,9728,K,LAC,3,11,11,4.1,40.09,44.91,13.3,0,0,2,2,27,70.4,5,63,3,0,36.4,53,4,11,45.13,441,0,494
Riley Dixon,10862,P,NYG,3,9,9,4.55,40.89,46.78,4.3,0,0,3,1,21,69.7,5,62,0,0,33.3,13,3,9,40.98,368,2,421
Rigoberto Sanchez,12130,P,IND,2,6,6,4.45,43.67,43.67,,0,0,2,4,14,69.7,4,50,0,0,0.0,0,0,6,26.72,262,0,262
Matt Haack,12212,P,MIA,3,12,12,4.43,44.33,48.17,6.5,0,0,3,4,17,69.9,6,63,0,0,33.3,26,4,12,53.14,532,1,578
Cameron Johnston,12255,P,PHI,3,13,13,4.51,45.46,51.77,6.2,0,0,0,2,24,68.5,7,62,0,0,76.9,62,10,13,58.68,591,1,673
Corey Bojorquez,27626,P,BUF,3,7,7,4.42,46.0,47.57,5.5,0,0,1,3,4,66.2,4,72,1,0,28.6,11,2,7,30.96,322,0,333
Logan Cooke,29214,P,JAX,3,8,8,4.29,40.63,46.63,9.3,0,0,1,1,15,64.6,2,63,2,0,37.5,28,3,8,34.34,325,1,373
Tommy Townsend,33007,P,KC,3,9,9,4.31,37.44,46.11,12.7,0,0,1,2,16,62.9,3,58,1,0,33.3,38,3,9,38.8,337,2,415
Sterling Hofrichter,33541,P,ATL,3,12,12,4.38,38.92,40.92,8.0,0,0,0,7,2,64.1,3,55,2,0,25.0,24,3,12,52.52,467,0,491
Joseph Charlton,33672,P,CAR,3,8,8,4.7,42.88,51.25,9.4,0,0,1,1,5,65.5,2,60,0,0,62.5,47,5,8,37.6,343,1,410
Jake Bailey,33963,P,NE,3,7,7,4.43,44.29,46.71,8.5,0,0,2,2,19,71.2,4,57,1,0,28.6,17,2,7,31.03,310,0,327
Jack Fox,34735,P,DET,3,13,13,4.78,51.08,53.08,2.0,0,0,3,4,11,92.8,7,67,2,0,23.1,6,3,13,62.11,664,1,690
Michael Dickson,35381,P,SEA,3,15,15,4.23,46.2,51.6,6.8,0,0,2,4,29,68.9,10,67,1,0,40.0,41,6,15,63.52,693,2,774
A.J. Cole III,36038,P,LV,3,8,8,4.68,37.63,42.63,13.3,0,0,0,4,23,63.1,2,52,1,0,37.5,40,3,8,37.4,301,0,341
J.K. Scott,38809,P,GB,3,5,5,4.4,38.4,41.2,14.0,0,0,1,0,12,69.9,4,54,3,0,20.0,14,1,5,22.01,192,0,206
Mitch Wishnowsky,44663,P,SF,2,8,8,4.46,43.63,47.13,4.0,1,0,0,4,28,70.5,5,59,1,0,25.0,8,2,9,35.65,349,1,377
Braden Mann,44664,P,NYJ,3,16,16,4.24,37.38,44.38,13.1,0,0,0,6,22,59.1,2,58,2,0,43.8,92,7,16,67.88,598,1,710
Jamie Gillan,63303,P,CLV,3,9,9,4.04,40.0,45.44,9.8,0,0,1,2,8,58.4,3,59,1,0,55.6,49,5,9,36.39,360,0,409
