player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,13,136,0,27,7.7,3,66.7,69.2,9,13,3.0,1,23,1,70.1,81.8,2,26,0.0,0,187,32,93.0,174,82.1,48,35.3,2,322,116,3.6,10.1,1.85,0,7.0,8,75.6,43.8,7,16,1.6,1,32,1,90.0,81.4,3,27,0.6,2,317,62,95.9,304,96.2,82,60.3,4,593,291,4.7,9.6,1.95
Stefon Diggs,9579,WR,BUF,13,130,0,4,9.0,9,74.6,66.7,4,6,10.2,5,27,0,56.2,89.0,1,47,0.0,0,206,44,89.8,185,115.3,59,45.4,3,583,207,4.7,13.3,3.15,0,10.4,6,80.0,54.5,6,11,3.7,2,23,0,73.3,77.8,1,49,0.0,0,307,52,94.8,291,95.9,65,50.0,0,556,124,2.4,10.7,1.91
Allen Robinson II,8696,WR,CHI,13,126,0,6,9.7,5,56.9,32.0,8,25,2.9,1,22,0,79.1,86.4,2,35,0.0,0,182,33,95.6,174,87.0,58,46.0,4,402,120,3.6,12.2,2.31,0,10.4,5,79.0,52.9,9,17,0.0,0,28,0,90.4,80.2,2,42,0.0,0,294,49,98.6,290,97.0,62,49.2,1,571,134,2.7,11.7,1.97
DeAndre Hopkins,7808,WR,ARZ,13,121,0,1,8.0,3,83.3,80.0,4,5,0.0,0,16,0,83.6,88.4,2,60,0.0,0,110,20,85.5,94,111.8,24,19.8,2,316,172,8.6,15.8,3.36,0,8.3,14,79.8,60.0,6,10,1.4,1,45,1,90.4,83.0,0,45,0.0,0,383,71,96.9,371,106.9,89,73.6,1,779,244,3.4,11.0,2.1
Davante Adams,8688,WR,GB,11,118,0,12,8.0,2,79.2,45.5,5,11,0.0,0,29,0,90.0,93.5,1,56,0.0,0,126,38,95.2,120,139.7,48,40.7,6,485,247,6.5,12.8,4.04,0,11.9,1,73.4,41.7,5,12,0.0,0,25,1,85.4,81.6,1,49,0.0,0,251,47,93.6,235,118.0,64,54.2,4,621,226,4.8,13.2,2.64
Travis Kelce,7844,TE,KC,13,117,0,16,10.4,3,63.9,16.7,1,6,0.0,0,17,0,85.3,90.7,0,45,8.0,14,175,23,85.1,149,118.3,36,30.8,2,384,175,7.6,16.7,2.58,0,9.1,9,82.7,40.0,2,5,3.1,2,46,1,83.9,92.4,2,32,6.4,21,329,62,89.4,294,119.2,75,64.1,4,826,330,5.3,13.3,2.81
Tyreek Hill,10799,WR,KC,13,116,0,16,15.6,3,63.2,57.1,4,7,7.7,2,22,0,63.4,87.0,1,54,0.0,0,174,24,92.5,161,128.1,38,32.8,8,408,141,5.9,17.0,2.53,0,13.6,8,66.7,50.0,3,6,9.8,5,25,0,55.9,75.3,0,75,0.0,0,325,46,95.7,311,117.7,69,59.5,4,675,192,4.2,14.7,2.17
Robby Anderson,11254,WR,CAR,13,113,0,5,8.8,3,71.8,40.0,4,10,6.7,2,16,0,56.1,83.7,0,75,0.0,0,132,28,87.9,116,111.4,39,34.5,1,383,203,7.3,13.7,3.3,0,9.9,0,73.2,33.3,2,6,3.7,2,27,1,80.4,71.3,1,41,0.0,0,311,52,96.8,301,96.1,71,62.8,1,582,261,5.0,11.2,1.93
Darren Waller,9637,TE,LV,13,112,0,23,7.7,6,62.5,66.7,6,9,0.0,0,19,1,85.7,90.0,0,38,13.3,21,158,25,79.7,126,96.5,40,35.7,1,326,192,7.7,13.0,2.59,0,6.7,3,81.5,62.5,5,8,3.6,2,27,0,80.0,75.7,2,29,9.9,31,314,53,85.7,269,89.2,65,58.0,1,471,279,5.3,8.9,1.75
Amari Cooper,9437,WR,DAL,13,110,0,9,10.6,2,65.8,80.0,4,5,3.8,1,19,0,74.2,87.3,0,54,0.0,0,131,25,96.9,127,123.1,38,34.5,3,364,113,4.5,14.6,2.87,0,9.3,5,76.1,44.4,4,9,1.9,1,27,0,86.9,72.0,3,58,0.0,0,358,51,96.9,347,81.3,67,60.9,0,554,197,3.9,10.9,1.6
Diontae Johnson,33441,WR,PIT,12,110,0,25,6.5,4,62.2,50.0,3,6,17.6,6,18,0,29.8,68.0,1,28,0.0,0,168,28,91.1,153,105.5,45,40.9,5,257,117,4.2,9.2,1.68,0,8.5,6,65.1,25.0,1,4,10.9,5,20,1,51.5,68.2,1,46,0.0,0,241,41,97.1,234,78.6,63,57.3,0,437,257,6.3,10.7,1.87
Terry McLaurin,48229,WR,WAS,13,108,0,32,10.0,1,64.1,37.5,3,8,0.0,0,22,0,86.1,82.0,1,39,0.0,0,178,25,91.6,163,94.9,39,36.1,1,389,172,6.9,15.6,2.39,0,10.2,13,71.4,50.0,3,6,2.2,1,24,1,84.7,74.9,2,68,0.0,0,324,45,97.2,315,98.7,63,58.3,2,601,282,6.3,13.4,1.91
Tyler Lockett,9502,WR,SEA,13,107,0,29,9.4,3,75.0,66.7,2,3,6.9,2,20,0,65.0,78.6,0,39,0.0,0,178,27,92.7,165,136.6,36,33.6,4,302,121,4.5,11.2,1.83,0,11.3,1,73.4,57.1,4,7,9.6,5,23,1,56.3,69.4,1,47,0.0,0,338,47,95.6,323,101.2,64,59.8,2,523,126,2.7,11.1,1.62
Cooper Kupp,11824,WR,LA,13,105,0,26,6.9,6,70.3,50.0,2,4,7.1,2,20,0,64.1,80.1,2,49,0.8,1,129,26,95.3,123,92.6,37,35.2,2,324,166,6.4,12.5,2.63,0,6.4,12,78.7,100.0,3,3,4.0,2,17,0,78.2,73.3,1,55,2.4,7,293,48,94.2,276,99.7,61,58.1,1,504,306,6.4,10.5,1.83
Tyler Boyd,10689,WR,CIN,13,104,0,7,9.4,1,67.4,37.5,3,8,3.3,1,22,0,77.3,90.2,3,72,0.0,0,150,29,94.0,141,85.3,43,41.3,2,419,209,7.2,14.4,2.97,0,7.8,5,79.7,50.0,2,4,0.0,0,20,1,90.3,67.2,1,23,0.3,1,326,47,96.3,314,93.9,59,56.7,1,405,143,3.0,8.6,1.29
Calvin Ridley,48262,WR,ATL,12,102,0,2,14.9,2,78.6,60.0,3,5,0.0,0,18,0,84.9,86.7,2,46,0.0,0,149,22,87.2,130,124.7,28,27.5,3,381,64,2.9,17.3,2.93,0,16.7,5,60.0,41.7,5,12,10.0,4,24,0,54.3,69.3,3,63,0.0,0,280,36,97.5,273,74.4,60,58.8,1,541,88,2.4,15.0,1.98
D.K. Metcalf,47864,WR,SEA,13,102,0,29,14.4,8,58.5,50.0,6,12,11.1,3,21,0,63.2,88.6,2,54,0.0,0,177,24,92.7,164,110.2,41,40.2,6,394,120,5.0,16.4,2.4,0,15.0,8,75.4,37.5,3,8,10.4,5,33,1,52.5,77.7,2,62,0.9,3,345,43,95.4,329,125.8,57,55.9,4,769,199,4.6,17.9,2.34
JuJu Smith-Schuster,11817,WR,PIT,13,99,0,25,5.4,1,75.7,71.4,5,7,6.7,2,19,0,68.8,72.0,0,21,0.0,0,217,28,89.9,195,124.8,37,37.4,4,210,109,3.9,7.5,1.08,0,5.9,3,81.4,25.0,3,12,2.0,1,15,1,85.4,61.4,3,31,0.0,0,308,48,96.4,297,79.6,59,59.6,1,403,207,4.3,8.4,1.36
