team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
LA,26,6,204,5,23,204,91.2,32,4
GB,12,5,188,3,24,188,91.2,30,3
ARZ,1,6,230,3,35,230,90.4,41,3
NE,19,5,176,5,18,176,90.1,29,6
NO,20,5,188,13,17,188,89.4,35,5
KC,16,6,254,7,40,254,89.2,51,4
CLV,8,6,198,9,22,198,89.1,37,6
BLT,3,6,194,3,29,194,88.7,38,6
CAR,5,6,235,6,30,235,88.5,45,9
TB,30,6,236,21,24,236,88.3,50,5
HST,13,6,238,4,41,238,88.0,51,6
DAL,9,6,312,12,45,312,88.0,66,9
TEN,31,5,186,17,21,186,87.6,42,4
PIT,25,5,177,6,26,177,87.6,38,6
ATL,2,6,265,15,35,265,87.5,58,8
SEA,29,5,200,8,32,200,87.5,45,5
MIA,17,6,225,14,39,225,87.3,55,2
LV,23,5,189,9,35,189,87.3,46,2
DET,11,5,187,10,27,187,86.9,43,6
BUF,4,6,242,10,48,242,86.8,61,3
IND,14,6,209,10,42,209,86.6,54,2
JAX,15,6,274,10,45,274,86.3,65,10
CHI,6,6,255,15,46,255,85.7,67,6
SF,28,6,229,20,25,229,85.4,56,11
DEN,10,5,186,13,35,186,84.4,53,5
CIN,7,6,282,18,56,282,84.0,82,8
WAS,32,6,251,18,39,251,83.9,69,12
LAC,27,5,190,13,38,190,83.4,57,6
PHI,24,6,274,14,47,274,82.3,79,18
MIN,18,6,194,16,33,194,81.7,60,11
NYJ,22,6,249,14,62,249,81.5,84,8
NYG,21,6,229,8,78,229,77.7,94,8
