player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Johnathan Joseph,2969,CB,TEN,3,0,0,31,56.5,0,0,2,2.4,0.0,0,0,0.0,0,84,2,0,0,58.8,0,0,1,3.3,0.0,0,0.0,0,30,1,0
Calais Campbell,4364,DI,BLT,3,3,0,3,60.9,0,3,89,98.0,6.7,6,1,1.7,0,99,97,3,1,59.5,0,2,40,100.0,7.5,3,2.5,0,48,48,2
Malcolm Jenkins,4937,S,NO,3,0,0,20,75.3,1,4,22,18.6,31.8,7,2,15.9,1,129,24,6,0,57.8,0,2,7,16.3,28.6,2,14.3,0,49,8,2
Jason McCourty,5127,CB,NE,3,0,0,19,56.3,0,0,2,2.6,0.0,0,0,0.0,0,77,2,0,0,,0,0,0,0.0,,0,,0,33,0,0
Steve McLendon,5232,DI,NYJ,3,0,0,22,63.7,0,3,37,100.0,10.8,4,0,4.1,0,40,40,3,0,68.3,0,2,8,100.0,25.0,2,12.5,0,9,9,2
Ndamukong Suh,5527,DI,TB,3,0,0,30,64.0,1,0,102,99.1,4.9,5,2,2.5,2,109,108,3,0,67.8,1,0,46,98.1,8.7,4,5.4,2,52,51,3
Tyson Alualu,5535,DI,PIT,3,2,0,25,79.7,2,3,52,100.0,17.3,9,0,6.7,1,54,54,6,1,90.1,2,3,27,100.0,29.6,8,13.0,1,29,29,6
Brandon Graham,5538,ED,PHI,3,0,0,24,68.2,3,5,85,98.9,16.5,14,1,8.2,3,88,87,11,0,62.0,1,2,27,100.0,18.5,5,13.0,2,28,28,5
Jason Pierre-Paul,5540,ED,TB,3,0,0,30,66.4,0,5,96,85.1,11.5,11,1,5.7,3,121,103,8,0,70.3,0,4,40,84.9,20.0,8,12.5,3,53,45,7
Devin McCourty,5552,S,NE,3,0,0,19,55.5,0,0,2,1.8,0.0,0,0,0.0,0,114,2,0,0,,0,0,0,0.0,,0,,0,51,0,0
Jerry Hughes,5556,ED,BUF,3,1,0,4,74.0,2,5,79,95.3,16.5,13,0,4.4,0,86,82,7,0,73.9,2,4,37,95.1,27.0,10,8.1,0,41,39,6
Linval Joseph,5571,DI,LAC,3,0,0,27,63.1,0,5,77,100.0,9.1,7,0,3.2,0,82,82,5,0,60.3,0,3,32,100.0,9.4,3,4.7,0,35,35,3
Carlos Dunlap,5579,ED,CIN,3,1,0,7,53.5,2,4,84,94.7,6.0,5,0,3.6,0,95,90,6,1,52.6,1,2,34,100.0,8.8,3,4.4,0,37,37,3
Corey Peters,5607,DI,ARZ,3,0,0,1,60.0,0,3,73,100.0,6.8,5,0,4.8,2,76,76,5,0,59.7,0,2,30,100.0,13.3,4,6.7,1,32,32,3
Everson Griffen,5624,ED,DAL,3,1,0,9,57.3,1,7,75,93.1,9.3,7,2,6.7,1,87,81,9,0,57.2,0,3,35,100.0,11.4,4,4.3,0,38,38,3
Andrew Sendejo,6118,S,CLV,3,0,0,8,56.1,0,0,2,1.4,0.0,0,1,0.0,0,145,2,0,0,58.3,0,0,1,1.4,0.0,0,0.0,0,73,1,0
Patrick Peterson,6157,CB,ARZ,3,0,1,1,56.5,0,0,2,1.7,0.0,0,1,0.0,0,120,2,0,0,,0,0,0,0.0,,0,,0,56,0,0
Aldon Smith,6159,ED,DAL,3,1,1,9,72.1,4,5,88,89.5,17.0,15,2,9.7,4,105,94,13,0,78.2,4,2,41,97.8,26.8,11,17.1,4,46,45,10
J.J. Watt,6163,ED,HST,3,1,0,13,60.3,4,3,95,100.0,10.5,10,1,5.8,2,101,101,9,1,60.2,0,2,32,100.0,12.5,4,6.3,1,33,33,3
Robert Quinn,6166,ED,CHI,2,0,0,6,78.4,1,0,43,100.0,9.3,4,0,3.5,1,48,48,2,0,83.4,1,0,24,100.0,12.5,3,6.3,1,28,28,2
Ryan Kerrigan,6168,ED,WAS,3,0,0,32,67.9,0,3,40,89.1,15.0,6,1,8.8,2,46,41,5,0,72.8,0,2,15,78.9,20.0,3,13.3,1,19,15,3
Adrian Clayborn,6172,ED,CLV,3,0,0,8,60.5,0,1,46,95.9,13.0,6,0,5.4,2,49,47,3,0,60.9,0,0,29,100.0,13.8,4,6.9,2,29,29,2
Cameron Jordan,6176,ED,NO,3,0,0,20,62.0,1,6,96,95.5,12.5,12,3,3.6,0,111,106,7,0,63.5,0,4,37,100.0,16.2,6,5.4,0,42,42,4
Jimmy Smith,6179,CB,BLT,3,0,0,3,52.4,0,0,3,2.8,0.0,0,1,0.0,0,108,3,0,0,52.4,0,0,3,6.0,0.0,0,0.0,0,50,3,0
Cameron Heyward,6183,DI,PIT,3,0,0,25,80.0,4,9,99,99.1,18.2,18,0,7.6,1,108,107,14,0,86.3,2,8,56,98.4,26.8,15,10.7,1,62,61,11
Justin Houston,6222,ED,IND,3,0,0,14,61.0,0,3,62,98.6,11.3,7,0,7.3,3,69,68,6,0,68.7,0,2,27,97.0,22.2,6,14.8,3,33,32,5
Jurrell Casey,6229,DI,DEN,3,3,0,10,67.6,2,3,92,100.0,8.7,8,0,2.7,0,94,94,5,2,67.2,1,2,37,100.0,13.5,5,4.1,0,39,39,3
Allen Bailey,6238,DI,ATL,3,0,0,2,50.2,1,0,54,98.2,3.7,2,0,0.9,0,56,55,1,0,48.2,1,0,27,100.0,3.7,1,1.9,0,27,27,1
