player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,3,1,-4.5,50.0,95.2,18.0,9.0,0,0,1,50.0,32,81.4,62.1,73.4,57.9,47.0,76.1,0,4,0.0,0,1,0,56.3,1,20,21,0,0,2,0,4,7,0.2,4.0
Johnathan Joseph,2969,CB,TEN,7,1,12.3,64.7,99.1,9.9,6.4,0,0,4,11.8,31,62.4,63.8,84.3,56.5,67.0,46.4,1,71,9.1,2,4,1,119.5,22,231,233,1,19,34,4,298,97,1.4,13.5
Calais Campbell,4364,DI,BLT,7,1,9.0,0.0,3.1,,7.0,0,1,1,100.0,3,66.8,77.2,41.0,67.1,79.0,57.7,0,,40.0,2,1,2,39.6,0,7,224,6,2,1,0,0,0,0.0,
Brandon Carr,4454,S,DAL,3,0,,,100.0,,,0,0,0,,9,49.2,54.4,74.9,,68.7,72.8,0,,,0,0,1,0.0,0,12,12,0,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,7,1,8.3,66.7,86.9,11.6,7.7,0,1,5,16.7,20,52.2,57.9,85.6,65.0,64.6,68.5,0,74,12.5,3,4,2,124.6,20,252,290,6,20,30,3,242,144,1.0,12.1
Jason McCourty,5127,CB,NE,7,4,13.2,58.3,98.2,21.7,12.7,0,0,1,8.3,19,55.0,58.4,81.9,54.2,70.0,88.4,0,41,0.0,0,1,0,130.9,7,161,164,0,10,12,2,117,20,0.8,16.7
Joe Haden,5532,CB,PIT,7,0,14.8,52.6,100.0,13.7,7.2,0,2,6,15.8,25,59.8,58.4,83.5,,49.3,67.4,1,45,5.0,1,5,4,84.1,20,292,292,3,19,38,2,288,33,1.1,14.4
Brandon Graham,5538,ED,PHI,8,2,,,3.0,,,0,0,0,,24,61.1,79.6,58.5,82.5,64.4,29.9,0,,0.0,0,0,2,0.0,0,7,235,7,0,0,0,0,0,0.0,
Jason Pierre-Paul,5540,ED,TB,8,2,-1.3,85.7,13.5,7.0,6.0,0,0,0,0.0,30,51.0,69.7,74.8,71.8,64.4,58.0,0,29,14.3,1,0,1,103.0,6,43,318,7,4,7,0,61,71,1.5,10.2
Kareem Jackson,5545,S,DEN,7,4,8.1,70.0,99.0,20.8,14.6,0,0,2,10.0,10,61.9,68.1,91.5,52.1,79.2,68.6,0,35,8.3,2,1,0,102.3,14,299,302,5,18,20,1,121,53,0.4,8.6
Devin McCourty,5552,S,NE,7,1,6.8,62.5,97.4,42.0,26.3,0,1,1,12.5,19,72.2,69.1,36.4,51.2,60.8,50.9,2,18,23.5,4,1,1,47.4,5,221,227,3,12,8,0,63,42,0.3,12.6
Jerry Hughes,5556,ED,BUF,8,0,,,4.0,,,2,0,1,,4,76.1,80.0,53.3,81.7,59.7,50.2,1,,0.0,0,0,2,0.0,0,8,201,5,2,0,0,0,0,0.0,
