team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,11,404,5,53,404,91.6,63,5
LA,26,11,430,18,45,430,91.0,70,7
CLV,8,11,334,11,29,334,91.0,50,10
ARZ,1,11,435,7,61,435,90.8,74,6
PIT,25,11,450,23,54,450,90.1,83,6
CAR,5,12,457,10,60,457,89.9,81,11
KC,16,11,478,19,72,478,89.2,97,6
NE,19,11,350,9,47,350,88.9,67,11
IND,14,11,410,16,72,410,88.0,93,5
TEN,31,11,367,32,42,367,88.0,81,7
SEA,29,11,468,18,79,468,87.5,107,10
NO,20,11,384,18,56,384,87.5,85,11
DET,11,11,437,18,58,437,87.2,94,18
TB,30,12,494,43,65,494,87.2,117,9
HST,13,11,433,8,84,433,86.8,103,11
DEN,10,11,419,20,79,419,86.5,106,7
LV,23,11,390,15,78,390,86.3,100,7
SF,28,11,416,32,53,416,86.2,100,15
BLT,3,11,355,11,59,355,86.2,84,14
ATL,2,11,469,31,72,469,86.0,117,14
MIA,17,11,396,17,71,396,85.9,100,12
DAL,9,11,506,18,88,506,85.8,125,19
WAS,32,11,436,30,57,436,85.7,106,19
BUF,4,11,440,18,90,440,85.5,118,10
JAX,15,11,463,16,89,463,85.4,120,15
LAC,27,11,477,27,93,477,84.9,132,12
CHI,6,11,485,24,96,485,84.3,136,16
CIN,7,11,499,33,93,499,84.2,142,16
MIN,18,11,348,24,62,348,83.9,99,13
PHI,24,11,492,31,78,492,82.2,142,33
NYG,21,11,424,19,112,424,81.2,145,14
NYJ,22,11,402,27,100,402,79.7,145,18
