team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,4,146,0,18,146,93.8,18,0
NE,19,4,142,3,14,142,91.9,20,3
CLV,8,5,165,5,12,165,91.8,22,5
LA,26,5,165,5,18,165,90.6,27,4
KC,16,5,220,4,34,220,90.0,41,3
CAR,5,5,195,6,22,195,89.7,34,6
ARZ,1,5,202,3,34,202,89.4,40,3
NO,20,5,188,13,17,188,89.4,35,5
BLT,3,5,161,2,22,161,88.8,30,6
TEN,31,4,143,14,15,143,88.5,31,2
MIA,17,5,193,14,30,193,88.1,45,1
TB,30,5,207,18,22,207,87.9,45,5
HST,13,5,196,4,34,196,87.8,43,5
DAL,9,5,253,10,38,253,87.7,55,7
IND,14,5,164,8,29,164,87.5,39,2
SEA,29,5,200,8,32,200,87.5,45,5
BUF,4,5,211,8,39,211,87.4,50,3
LV,23,5,189,9,35,189,87.3,46,2
PIT,25,4,152,6,23,152,87.2,34,5
ATL,2,5,221,14,31,221,87.1,51,6
DET,11,4,155,8,22,155,86.5,36,6
JAX,15,5,227,7,37,227,86.3,53,9
CHI,6,5,216,10,41,216,85.4,57,6
WAS,32,5,204,15,30,204,83.6,56,11
SF,28,5,195,19,23,195,83.6,53,11
LAC,27,5,190,13,38,190,83.4,57,6
PHI,24,5,227,9,41,227,83.3,63,13
CIN,7,5,240,15,54,240,83.1,75,6
DEN,10,4,159,12,33,159,82.7,50,5
MIN,18,5,157,13,24,157,81.8,47,10
NYJ,22,5,202,12,55,202,79.5,75,8
NYG,21,5,208,6,72,208,77.9,85,7
