player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jake Matthews,8641,T,ATL,1,0,2,74.1,1,2,56,100.0,100.0,97.3,0,3,0,59,59,73.3,0,2,29,100.0,100.0,96.6,2,0,30,30
Chris Lindstrom,46692,G,ATL,1,0,2,75.3,1,1,56,100.0,100.0,98.2,0,2,0,59,59,63.8,1,1,29,100.0,100.0,96.6,2,0,30,30
Kaleb McGary,46912,T,ATL,1,0,2,76.1,1,0,56,100.0,100.0,99.1,0,1,0,59,59,80.8,0,0,29,100.0,100.0,100.0,0,0,30,30
Alex Mack,4944,C,ATL,1,0,2,57.2,0,0,56,100.0,100.0,98.2,0,1,1,59,59,67.8,0,0,29,100.0,100.0,96.6,1,1,30,30
Dion Dawkins,11818,T,BUF,1,0,4,84.6,0,1,53,100.0,100.0,99.1,0,1,0,57,57,88.4,0,0,14,100.0,100.0,100.0,0,0,18,18
Cody Ford,39805,G,BUF,1,0,4,66.4,0,3,53,100.0,100.0,97.2,0,3,0,57,57,39.7,0,3,14,100.0,100.0,89.3,3,0,18,18
Mitch Morse,9482,C,BUF,1,0,4,76.5,0,1,53,100.0,100.0,99.1,0,1,0,57,57,81.5,0,0,14,100.0,100.0,100.0,0,0,18,18
Daryl Williams,9535,T,BUF,1,0,4,60.9,1,4,53,100.0,100.0,95.3,0,5,0,57,57,43.9,0,4,14,100.0,100.0,85.7,4,0,18,18
Quinton Spain,10110,G,BUF,1,0,4,49.7,1,0,53,100.0,100.0,99.1,0,1,0,57,57,39.7,0,0,14,100.0,100.0,100.0,0,0,18,18
Kelvin Beachum,7229,T,ARZ,1,0,1,65.1,0,2,50,100.0,100.0,98.0,0,2,0,53,53,69.4,0,1,17,100.0,100.0,97.1,1,0,19,19
Justin Pugh,7800,G,ARZ,1,0,1,90.1,0,0,50,100.0,100.0,100.0,0,0,0,53,53,87.7,0,0,17,100.0,100.0,100.0,0,0,19,19
J.R. Sweezy,7209,G,ARZ,1,0,1,51.9,0,1,50,100.0,100.0,99.0,0,1,0,53,53,31.3,0,1,17,100.0,100.0,97.1,1,0,19,19
D.J. Humphries,9457,T,ARZ,1,0,1,45.1,1,4,50,100.0,100.0,95.0,0,5,0,53,53,84.7,0,0,17,100.0,100.0,100.0,0,0,19,19
Will Hernandez,46180,G,NYG,1,0,21,27.4,0,5,48,100.0,100.0,94.8,0,5,0,52,52,0.3,0,5,21,100.0,100.0,88.1,5,0,24,24
Cameron Fleming,8775,T,NYG,1,0,21,47.7,0,3,48,100.0,100.0,94.8,0,4,1,52,52,51.8,0,1,21,100.0,100.0,97.6,1,0,24,24
Kevin Zeitler,7032,G,NYG,1,0,21,29.5,0,4,48,100.0,100.0,95.8,0,4,0,52,52,30.3,0,4,21,100.0,100.0,90.5,4,0,24,24
Andrew Thomas,59701,T,NYG,1,0,21,53.8,0,4,48,100.0,100.0,95.8,0,4,0,52,52,69.6,0,2,21,100.0,100.0,95.2,2,0,24,24
Nick Gates,29476,C,NYG,1,0,21,44.8,0,3,48,100.0,100.0,96.9,0,3,0,52,52,38.3,0,2,21,100.0,100.0,95.2,2,0,24,24
Joe Dahl,10785,G,DET,1,0,11,59.9,2,2,46,100.0,100.0,95.7,0,4,0,51,51,35.3,2,2,24,100.0,100.0,91.7,4,0,24,24
Tyrell Crosby,38897,T,DET,1,1,11,66.4,0,3,46,100.0,100.0,96.7,1,3,0,51,51,64.2,0,1,24,100.0,100.0,97.9,1,0,24,24
Frank Ragnow,39137,C,DET,1,0,11,73.6,0,1,46,100.0,100.0,98.9,0,1,0,51,51,68.6,0,1,24,100.0,100.0,97.9,1,0,24,24
Jason Kelce,6343,C,PHI,1,0,24,56.8,1,1,50,100.0,100.0,96.0,0,3,1,51,51,46.4,0,1,20,100.0,100.0,92.5,2,1,21,21
Taylor Decker,10650,T,DET,1,0,11,75.2,1,2,46,100.0,100.0,96.7,0,3,0,51,51,71.3,1,1,24,100.0,100.0,95.8,2,0,24,24
Anthony Castonzo,6174,T,IND,1,0,14,81.2,0,1,48,100.0,100.0,99.0,0,1,0,51,51,69.6,0,1,21,100.0,100.0,97.6,1,0,23,23
Quenton Nelson,12954,G,IND,1,0,14,73.5,0,0,48,100.0,100.0,100.0,0,0,0,51,51,80.1,0,0,21,100.0,100.0,100.0,0,0,23,23
Ryan Kelly,10652,C,IND,1,0,14,75.2,1,0,48,100.0,100.0,99.0,0,1,0,51,51,64.0,1,0,21,100.0,100.0,97.6,1,0,23,23
Isaac Seumalo,10713,G,PHI,1,0,24,70.4,0,3,50,100.0,100.0,95.0,0,4,1,51,51,66.3,0,3,20,100.0,100.0,92.5,3,0,21,21
Braden Smith,46794,T,IND,1,0,14,64.0,1,1,48,100.0,100.0,97.9,0,2,0,51,51,52.7,1,1,21,100.0,100.0,95.2,2,0,23,23
Nate Herbig,28844,G,PHI,1,0,24,77.4,0,1,50,100.0,100.0,97.0,0,2,1,51,51,62.9,0,1,20,100.0,100.0,92.5,2,1,21,21
Mark Glowinski,9567,G,IND,1,0,14,54.2,3,0,48,100.0,100.0,96.9,0,3,0,51,51,41.6,2,0,21,100.0,100.0,95.2,2,0,23,23
Jason Peters,2148,T,PHI,1,0,24,62.2,0,4,50,100.0,100.0,94.0,0,5,1,51,51,31.2,0,4,20,100.0,100.0,85.0,5,1,21,21
James Carpenter,6177,G,ATL,1,0,2,72.8,0,0,47,100.0,100.0,100.0,0,0,0,50,50,86.9,0,0,27,100.0,100.0,100.0,0,0,28,28
Ben Jones,7099,C,TEN,1,0,31,73.1,0,0,45,100.0,100.0,100.0,0,0,0,48,48,80.2,0,0,14,100.0,100.0,100.0,0,0,15,15
Rodger Saffold,5558,G,TEN,1,0,31,63.1,2,0,45,100.0,100.0,97.8,0,2,0,48,48,61.6,0,0,14,100.0,100.0,100.0,0,0,15,15
Terence Steele,39461,T,DAL,1,0,9,53.0,0,2,45,100.0,100.0,95.6,0,3,1,48,48,34.3,0,2,21,100.0,100.0,90.5,3,1,22,22
Tyron Smith,6161,T,DAL,1,0,9,77.4,0,2,45,100.0,100.0,97.8,0,2,0,48,48,70.1,0,1,21,100.0,100.0,97.6,1,0,22,22
Wyatt Teller,46131,G,CLV,1,0,8,74.0,0,0,42,100.0,100.0,100.0,0,0,0,48,48,67.5,0,0,20,100.0,100.0,100.0,0,0,25,25
Nate Davis,46808,G,TEN,1,0,31,47.5,1,0,45,100.0,100.0,98.9,0,1,0,48,48,75.2,0,0,14,100.0,100.0,100.0,0,0,15,15
Joe Looney,7117,C,DAL,1,0,9,73.5,1,0,45,100.0,100.0,98.9,0,1,0,48,48,62.4,1,0,21,100.0,100.0,97.6,1,0,22,22
Dennis Kelly,7146,T,TEN,1,0,31,50.0,1,1,45,100.0,100.0,97.8,0,2,0,48,48,62.1,1,0,14,100.0,100.0,96.4,1,0,15,15
Jack Conklin,10642,T,CLV,1,0,8,76.9,1,1,42,100.0,100.0,97.6,0,2,0,48,48,77.0,0,0,20,100.0,100.0,100.0,0,0,25,25
Joel Bitonio,8670,G,CLV,1,0,8,77.6,0,0,42,100.0,100.0,97.6,0,1,1,48,48,67.5,0,0,20,100.0,100.0,95.0,1,1,25,25
J.C. Tretter,7904,C,CLV,1,0,8,71.4,0,1,42,100.0,100.0,98.8,1,1,0,48,48,59.2,0,1,20,100.0,100.0,97.5,1,0,25,25
Zack Martin,8651,G,DAL,1,0,9,42.9,0,3,45,100.0,100.0,94.4,0,4,1,48,48,66.1,0,1,21,100.0,100.0,92.9,2,1,22,22
Connor Williams,46216,G,DAL,1,0,9,30.1,0,4,44,100.0,100.0,95.5,0,4,0,47,47,39.5,0,2,21,100.0,100.0,95.2,2,0,22,22
Ali Marpet,9494,G,TB,1,0,30,88.7,0,0,41,100.0,100.0,100.0,0,0,0,46,46,85.6,0,0,19,100.0,100.0,100.0,0,0,20,20
Tristan Wirfs,64818,T,TB,1,0,30,64.7,2,0,41,100.0,100.0,97.6,0,2,0,46,46,61.8,1,0,19,100.0,100.0,97.4,1,0,20,20
Ryan Jensen,7985,C,TB,1,0,30,60.1,0,1,41,100.0,100.0,98.8,0,1,0,46,46,73.0,0,1,19,100.0,100.0,97.4,1,0,20,20
Donovan Smith,9467,T,TB,1,0,30,58.8,1,2,41,100.0,100.0,93.9,0,4,1,46,46,31.2,1,1,19,100.0,100.0,89.5,3,1,20,20
Alex Cappa,66578,G,TB,1,0,30,75.2,1,1,41,100.0,100.0,97.6,0,2,0,46,46,60.1,1,1,19,100.0,100.0,94.7,2,0,20,20
Elgton Jenkins,46298,G,GB,1,0,12,87.2,0,0,44,100.0,100.0,100.0,0,0,0,45,45,84.5,0,0,12,100.0,100.0,100.0,0,0,12,12
