player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Thomas Davis Sr.,2231,LB,WAS,5,0,6.0,0,0,32,78.5,64.0,76.5,51.7,45.3,78.7,0.0,0,0,45,46,0.0,0,1
Johnathan Joseph,2969,CB,ARZ,10,2,4.6,0,0,1,65.4,67.3,84.7,55.7,71.7,50.1,10.0,1,1,153,156,2.0,3,7
Domata Peko Sr.,3068,DI,ARZ,1,0,1.0,0,0,1,,55.7,77.5,60.7,54.3,67.3,0.0,0,0,22,22,4.5,1,1
Tramon Williams,3558,CB,BLT,2,1,,0,0,3,53.4,55.1,81.0,70.4,53.8,82.1,0.0,0,0,15,15,0.0,0,0
Calais Campbell,4364,DI,BLT,8,3,1.2,0,0,3,66.8,77.7,41.5,67.0,80.0,58.3,10.5,2,2,80,82,17.5,14,14
Brandon Carr,4454,S,DAL,2,0,0.0,0,0,9,49.2,54.4,74.9,,68.7,72.8,0.0,0,1,9,9,11.1,1,1
Malcolm Jenkins,4937,S,NO,11,4,5.0,0,0,20,59.0,65.4,87.5,58.6,75.8,73.7,6.1,2,3,235,239,5.1,12,27
Jason McCourty,5127,CB,NE,11,1,8.9,0,0,19,49.1,53.9,84.4,54.2,73.4,83.9,0.0,0,2,170,175,1.2,2,9
Steve McLendon,5232,DI,TB,12,7,2.3,0,0,30,52.1,66.1,47.5,64.8,68.6,61.3,3.2,1,2,175,180,10.9,19,23
Ndamukong Suh,5527,DI,TB,12,3,1.8,1,1,30,48.3,59.6,21.5,66.6,62.4,45.4,8.7,2,5,174,179,6.9,12,18
Joe Haden,5532,CB,PIT,11,4,13.0,0,0,25,71.9,70.0,84.9,,55.9,57.1,20.0,3,4,236,240,2.1,5,8
Tyson Alualu,5535,DI,PIT,10,3,0.8,0,0,25,73.2,89.4,59.8,74.8,85.6,76.8,0.0,0,1,114,116,8.8,10,12
Brandon Graham,5538,ED,PHI,11,5,1.5,0,0,24,57.6,84.5,55.3,82.8,76.7,30.0,19.4,7,3,226,229,7.1,16,24
Jason Pierre-Paul,5540,ED,TB,12,8,3.1,0,0,30,67.3,70.9,70.4,70.4,61.6,42.8,12.9,4,2,215,221,7.9,17,19
Kareem Jackson,5545,S,DEN,11,10,7.7,0,0,10,68.2,74.3,65.4,51.4,85.5,75.4,9.3,4,1,301,309,4.3,13,29
Devin McCourty,5552,S,NE,11,9,11.0,0,0,19,64.6,63.8,52.2,48.0,64.4,58.6,9.5,2,1,281,287,0.0,0,10
Jerry Hughes,5556,ED,BUF,11,7,2.5,2,0,4,67.8,75.5,38.1,85.0,54.9,44.5,20.8,5,4,177,180,5.1,9,12
Patrick Robinson,5557,CB,NO,6,1,0.8,0,0,20,54.8,60.0,81.7,57.9,79.3,74.3,0.0,0,2,87,87,3.4,3,4
Linval Joseph,5571,DI,LAC,11,6,3.4,0,0,27,59.9,67.8,87.5,64.7,63.5,39.1,8.6,3,0,202,205,8.9,18,26
Carlos Dunlap,5579,ED,SEA,10,4,3.1,0,0,29,53.8,58.4,76.5,58.8,58.3,52.4,16.7,3,2,129,132,5.4,7,11
Sean Lee,5580,LB,DAL,4,2,6.0,0,0,9,69.1,62.7,74.4,55.1,53.9,34.5,25.0,1,0,20,22,0.0,0,1
Corey Peters,5607,DI,ARZ,9,3,3.3,1,0,1,41.2,61.4,51.8,64.7,62.6,45.2,16.7,2,2,139,141,3.6,5,7
Everson Griffen,5624,ED,DET,11,6,2.8,0,0,11,63.8,64.8,58.5,70.0,54.2,56.8,11.5,3,2,154,155,5.8,9,17
Geno Atkins,5643,DI,CIN,4,0,4.0,0,0,7,,50.6,27.1,59.5,43.4,66.8,0.0,0,1,10,10,0.0,0,1
Sherrick McManis,5667,S,CHI,1,0,,0,0,6,38.6,36.3,71.8,,60.0,,,0,0,1,1,0.0,0,0
Anthony Levine,6013,S,BLT,3,0,,1,0,3,24.8,26.1,73.2,,60.0,70.8,,0,1,4,4,0.0,0,0
Andrew Sendejo,6118,S,CLV,11,4,9.4,0,1,8,45.4,44.4,29.8,63.8,47.9,45.7,40.0,10,2,267,274,0.4,1,11
Patrick Peterson,6157,CB,ARZ,11,1,9.0,3,0,1,50.8,51.1,61.0,52.5,56.6,58.2,20.0,2,7,265,268,0.8,2,7
Aldon Smith,6159,ED,DAL,11,10,3.0,2,0,9,65.2,67.6,34.1,72.0,61.4,49.9,17.0,8,4,238,241,8.8,21,29
J.J. Watt,6163,ED,HST,11,4,1.5,0,0,13,61.0,83.2,82.1,73.2,79.8,40.5,13.9,5,1,281,284,6.4,18,27
Robert Quinn,6166,ED,CHI,10,3,3.7,0,1,6,43.4,61.4,51.5,62.4,65.4,47.6,7.7,1,2,114,117,4.4,5,9
Ryan Kerrigan,6168,ED,WAS,11,2,4.0,0,0,32,69.8,58.2,46.2,67.0,42.6,65.1,20.0,1,2,102,104,1.0,1,2
Corey Liuget,6170,DI,HST,3,0,0.0,0,0,13,,67.5,76.6,70.8,61.4,69.8,0.0,0,0,22,22,4.5,1,2
Adrian Clayborn,6172,ED,CLV,10,3,1.5,1,0,8,60.3,61.3,64.5,65.0,53.2,77.3,0.0,0,1,85,89,2.4,2,4
Cameron Jordan,6176,ED,NO,11,8,1.4,0,0,20,71.8,82.6,43.0,72.8,85.0,52.6,8.8,3,4,187,191,9.1,17,23
Jimmy Smith,6179,CB,BLT,10,0,9.0,0,0,3,79.0,77.6,44.4,63.6,62.3,58.3,20.0,1,1,110,112,0.9,1,4
Cameron Heyward,6183,DI,PIT,11,8,2.3,0,0,25,61.2,89.7,73.2,77.2,88.6,62.1,3.1,1,2,198,202,8.6,17,23
Jabaal Sheard,6189,ED,NYG,5,1,1.0,0,0,21,57.5,69.3,33.6,66.9,72.4,50.1,0.0,0,1,26,28,11.5,3,3
Marcus Gilchrist,6202,S,BLT,2,0,5.0,0,0,3,55.8,56.1,73.1,60.0,62.1,78.8,0.0,0,0,4,4,0.0,0,1
Justin Houston,6222,ED,IND,11,3,2.6,0,0,14,60.7,62.0,76.0,61.8,58.1,48.7,23.5,4,0,145,150,4.1,6,10
Jurrell Casey,6229,DI,DEN,3,2,3.3,0,0,10,60.0,74.4,82.1,67.6,70.1,58.4,8.3,1,0,59,62,8.5,5,9
Allen Bailey,6238,DI,ATL,11,1,2.5,0,0,2,57.5,52.9,85.8,61.2,43.2,36.9,10.0,1,0,88,93,9.1,8,8
K.J. Wright,6251,LB,SEA,11,4,3.4,0,0,29,73.0,70.8,71.3,66.2,63.6,52.0,17.4,4,1,213,223,5.2,11,15
Buster Skrine,6289,CB,CHI,11,5,3.7,1,0,6,50.1,55.6,85.0,43.5,81.1,71.4,15.0,3,4,156,161,4.5,7,12
Richard Sherman,6306,CB,SF,2,0,2.7,0,0,28,76.2,77.5,80.5,59.7,76.9,62.1,0.0,0,0,47,50,2.1,1,3
Pernell McPhee,6317,ED,BLT,10,4,4.1,0,0,3,44.4,67.7,43.1,70.5,68.5,35.1,18.2,4,2,96,98,10.4,10,14
Lawrence Guy,6385,DI,NE,10,8,2.5,0,0,19,59.7,66.2,86.1,59.8,65.5,51.5,6.3,2,0,188,191,8.0,15,22
Malcolm Smith,6394,LB,CLV,11,7,4.9,0,0,8,71.1,65.1,82.4,53.0,53.5,61.9,11.1,3,0,108,113,6.5,7,17
Chris Harris Jr.,6457,CB,LAC,4,2,5.0,1,0,27,52.4,54.5,81.6,73.7,55.9,67.9,22.2,2,1,84,85,2.4,2,5
Josh Bynes,6503,LB,CIN,11,16,3.6,0,0,7,70.1,56.9,18.4,63.3,47.8,55.6,12.5,7,2,271,276,7.4,20,33
Nick Bellore,6515,FB,SEA,1,0,,0,0,29,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Mario Addison,6558,ED,BUF,11,2,2.4,0,0,4,51.0,59.9,63.5,71.1,45.4,60.9,8.3,1,2,151,155,4.0,6,9
Craig Robertson,7003,LB,NO,3,0,0.5,0,0,20,31.6,35.2,73.0,53.4,62.0,25.3,0.0,0,0,10,10,20.0,2,2
Stephon Gilmore,7016,CB,NE,8,2,5.0,1,0,19,54.5,58.0,86.4,56.8,70.8,51.1,18.2,2,6,200,205,1.5,3,7
Dontari Poe,7017,DI,DAL,7,4,3.0,0,0,9,59.5,55.9,84.9,48.6,60.4,32.3,12.5,1,0,131,132,0.8,1,3
Fletcher Cox,7018,DI,PHI,11,7,1.7,0,1,24,57.8,73.1,75.8,73.4,65.4,70.1,0.0,0,1,245,250,4.9,12,16
Michael Brockers,7020,DI,LA,11,8,2.2,0,0,26,58.0,62.9,86.6,64.0,57.8,78.8,0.0,0,0,179,185,8.9,16,22
Bruce Irvin,7021,ED,SEA,2,0,0.7,0,0,29,68.3,68.8,81.8,56.5,73.9,49.2,0.0,0,0,36,37,8.3,3,3
Dre Kirkpatrick,7023,CB,ARZ,10,1,10.7,2,0,1,49.0,51.7,16.8,74.6,74.0,42.3,16.7,2,6,161,163,1.2,2,9
Melvin Ingram III,7024,ED,LAC,7,3,3.0,0,0,27,77.8,72.3,44.8,76.3,53.8,39.4,10.0,1,2,114,116,3.5,4,6
Chandler Jones,7027,ED,ARZ,5,0,1.1,0,0,1,76.8,62.6,61.6,63.1,56.7,29.0,30.0,3,1,114,116,6.1,7,7
Whitney Mercilus,7031,ED,HST,10,3,4.6,0,0,13,34.9,42.5,85.2,55.5,36.7,34.8,27.8,5,0,196,201,3.1,6,10
Derek Wolfe,7040,DI,BLT,9,7,1.8,0,0,3,70.2,66.2,85.8,46.8,76.4,71.1,3.6,1,0,152,153,9.9,15,20
Jackrabbit Jenkins,7043,CB,NO,9,1,2.6,0,0,20,75.3,76.8,85.1,,75.3,60.6,20.0,2,5,170,173,2.9,5,7
Bobby Wagner,7050,LB,SEA,11,17,3.5,0,0,29,71.4,87.1,60.1,89.0,90.7,82.0,1.9,1,2,238,248,8.4,20,36
Tavon Wilson,7051,S,IND,4,1,0.7,0,0,14,67.9,70.8,76.9,,64.3,83.0,0.0,0,0,27,29,11.1,3,3
Lavonte David,7060,LB,TB,12,16,3.2,0,0,30,83.8,80.4,85.6,52.2,74.6,55.2,12.2,6,0,254,262,8.3,21,27
Vinny Curry,7061,ED,PHI,6,1,2.7,0,0,24,59.2,66.3,85.3,76.6,44.9,42.1,20.0,1,0,53,55,3.8,2,3
Casey Hayward Jr.,7064,CB,LAC,10,1,6.6,0,0,27,59.8,58.6,86.9,55.5,49.4,50.8,40.0,4,1,217,221,0.9,2,5
Olivier Vernon,7074,ED,CLV,9,4,2.6,0,0,8,66.5,72.1,49.0,64.9,76.9,68.9,0.0,0,3,181,186,6.1,11,16
Demario Davis,7079,LB,NO,11,9,3.0,1,0,20,59.0,72.9,57.2,75.5,79.5,73.3,6.4,3,2,236,240,8.9,21,35
Tyrone Crawford,7083,DI,DAL,10,4,5.8,0,0,9,59.8,46.7,64.8,65.4,31.4,74.4,0.0,0,1,106,108,2.8,3,6
Akiem Hicks,7090,DI,CHI,10,6,2.4,2,0,6,67.4,62.9,0.0,73.3,61.1,34.3,9.4,3,9,202,209,8.4,17,23
Kyle Wilber,7113,LB,LV,4,0,0.0,0,0,23,60.5,78.8,70.8,58.1,73.4,74.9,0.0,0,0,10,11,10.0,1,1
Mike Daniels,7132,DI,CIN,7,6,5.3,0,0,7,60.0,43.8,83.8,58.7,38.2,57.3,7.7,1,0,119,122,3.4,4,6
Tahir Whitehead,7135,LB,CAR,11,9,3.0,1,0,5,30.0,29.1,35.7,53.6,36.5,54.6,8.6,3,4,197,200,8.1,16,23
Jack Crawford,7151,ED,TEN,11,7,2.7,0,0,31,62.9,53.4,65.7,54.0,54.0,64.8,7.1,1,1,126,129,4.8,6,6
George Iloka,7159,S,MIN,1,0,3.0,0,0,18,39.6,36.3,75.1,,59.1,82.8,0.0,0,0,13,14,0.0,0,1
Danny Trevathan,7177,LB,CHI,11,7,4.8,0,0,6,50.0,44.6,52.2,56.6,44.1,79.9,5.0,2,1,248,258,8.9,22,31
Billy Winn,7190,DI,GB,5,1,3.8,0,0,12,58.1,68.9,77.5,75.4,62.1,71.9,0.0,0,0,15,15,26.7,4,4
Nate Ebner,7193,S,NYG,3,0,,0,0,21,48.7,39.1,74.0,55.0,43.5,26.3,,0,0,8,9,0.0,0,0
Rodney McLeod,7271,S,PHI,11,5,4.7,0,0,24,78.0,72.0,57.9,58.0,57.3,57.7,20.5,8,1,327,334,4.0,13,26
Michael Thomas,7279,S,HST,4,1,7.0,0,0,13,51.4,50.3,77.0,50.6,62.9,84.2,0.0,0,1,7,7,28.6,2,3
Tashaun Gipson Sr.,7288,S,CHI,11,6,5.7,0,0,6,55.7,58.5,84.6,51.6,63.9,62.9,7.4,2,1,306,317,3.3,10,19
L.J. Fort,7292,LB,BLT,9,5,3.5,0,1,3,58.5,71.9,80.3,57.4,84.6,77.2,0.0,0,0,94,96,6.4,6,13
Damon Harrison Sr.,7355,DI,SEA,3,0,3.0,1,0,29,,48.6,7.0,50.2,60.7,25.9,50.0,1,1,21,22,0.0,0,1
Julian Stanford,7372,ED,CAR,4,1,5.5,0,0,5,60.0,83.3,72.0,59.7,77.9,75.5,0.0,0,0,9,9,11.1,1,2
Harrison Smith,7641,S,MIN,11,7,5.0,0,0,18,73.5,72.6,7.2,69.6,71.4,83.4,12.1,4,3,277,285,3.6,10,22
Malik Jackson,7647,DI,PHI,10,5,0.6,0,0,24,62.7,63.3,0.0,71.1,63.6,51.8,6.7,1,6,154,156,5.2,8,9
Josh Norman,7649,CB,BUF,4,0,4.2,1,0,4,64.5,65.6,82.3,,65.5,35.0,14.3,1,2,86,88,3.5,3,6
Neiko Thorpe,7716,S,SEA,2,0,,0,0,29,60.0,62.9,64.9,,60.0,,,0,0,4,4,0.0,0,0
Dion Jordan,7785,ED,SF,9,4,3.5,0,0,28,60.6,60.8,66.7,61.6,57.8,45.2,16.7,2,1,108,112,3.7,4,6
Barkevious Mingo,7787,ED,CHI,11,3,2.8,0,0,6,66.3,63.0,84.6,62.5,56.7,68.1,12.5,2,0,128,134,6.3,8,11
D.J. Hayden,7793,CB,JAX,5,1,6.2,1,0,15,32.6,40.4,81.8,53.6,76.1,54.1,12.5,1,3,75,80,4.0,3,6
Sheldon Richardson,7794,DI,CLV,11,8,3.6,1,0,8,63.5,61.5,73.9,61.7,56.7,52.3,2.9,1,1,187,192,8.0,15,25
Kenny Vaccaro,7796,S,TEN,10,5,3.3,2,0,31,60.5,59.6,33.5,59.5,60.6,47.4,20.7,6,4,237,245,5.1,12,18
Desmond Trufant,7803,CB,DET,6,0,7.3,1,0,11,36.7,38.4,84.0,83.9,41.1,40.4,33.3,2,5,140,144,0.7,1,4
Xavier Rhodes,7806,CB,IND,11,1,7.0,1,0,14,78.4,76.8,87.0,58.0,61.6,65.3,14.3,1,2,238,248,0.8,2,5
Datone Jones,7807,DI,LV,1,0,4.0,0,0,23,60.0,60.8,75.9,50.1,72.3,68.7,0.0,0,0,4,4,25.0,1,1
Sylvester Williams,7809,DI,DEN,6,5,4.7,0,0,10,60.0,51.7,82.5,60.7,48.7,28.7,20.0,2,0,88,90,1.1,1,3
Alec Ogletree,7811,LB,NYJ,2,0,-2.7,0,0,22,29.3,27.9,0.0,68.2,44.4,78.1,0.0,0,2,37,38,8.1,3,3
