player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Connor Williams,46216,G,DAL,7,0,9,76.3,0,9,343,100.0,100.0,98.4,0,10,1,357,357,77.2,0,7,161,100.0,100.0,97.8,7,0,165,165
Michael Jordan,28021,G,CIN,7,0,7,50.6,7,11,335,100.0,100.0,97.3,0,18,0,350,350,50.9,5,6,143,100.0,100.0,96.2,11,0,153,153
Bobby Hart,9659,T,CIN,7,0,7,64.9,4,17,333,100.0,100.0,95.9,0,24,3,348,348,65.1,1,12,143,100.0,100.0,94.1,15,2,153,153
Jason Kelce,6343,C,PHI,7,0,24,61.0,1,7,322,100.0,100.0,97.8,0,11,3,344,344,65.1,0,5,144,100.0,100.0,96.9,7,2,156,156
Nate Herbig,28844,G,PHI,7,0,24,63.9,0,14,322,100.0,100.0,97.2,2,16,2,344,344,45.9,0,13,144,100.0,100.0,94.1,15,2,156,156
Jake Matthews,8641,T,ATL,7,0,2,79.4,4,9,309,100.0,100.0,97.6,0,14,1,326,326,77.2,1,5,129,100.0,100.0,96.9,7,1,135,135
Andrew Norwell,9126,G,JAX,7,0,15,86.5,0,5,310,100.0,100.0,98.5,1,7,2,326,326,83.3,0,3,150,100.0,100.0,97.7,5,2,156,156
Jawaan Taylor,41665,T,JAX,7,1,15,51.4,3,22,310,100.0,100.0,94.7,2,29,4,326,326,54.4,2,15,150,100.0,100.0,93.0,19,2,156,156
Chris Lindstrom,46692,G,ATL,7,0,2,74.5,4,5,309,100.0,100.0,97.6,0,12,3,326,326,57.9,4,3,129,100.0,100.0,95.0,10,3,135,135
Alex Mack,4944,C,ATL,7,0,2,67.0,3,8,308,100.0,100.0,97.9,1,12,1,325,325,53.7,3,5,128,100.0,100.0,96.1,9,1,134,134
Trey Hopkins,9276,C,CIN,7,1,7,73.7,1,4,303,100.0,100.0,99.2,2,5,0,317,317,76.6,0,2,129,100.0,100.0,99.2,2,0,139,139
Jonah Williams,41651,T,CIN,7,0,7,75.6,4,11,303,100.0,100.0,97.2,0,16,1,317,317,75.5,1,7,129,100.0,100.0,96.1,9,1,139,139
Germain Ifedi,10665,G,CHI,7,0,6,57.6,3,10,299,100.0,100.0,97.5,0,14,1,311,311,59.4,2,6,112,100.0,100.0,95.5,9,1,117,117
Charles Leno Jr.,8880,T,CHI,7,0,6,72.7,4,13,299,100.0,100.0,96.8,0,18,1,311,311,66.3,2,9,112,100.0,100.0,95.1,11,0,117,117
Bobby Massie,7112,T,CHI,7,1,6,70.7,3,10,298,99.7,99.7,96.8,1,16,3,310,311,60.8,3,7,112,100.0,100.0,93.7,12,2,117,117
Mitch Morse,9482,C,BUF,7,0,4,79.3,1,7,290,100.0,100.0,98.6,1,8,0,309,309,70.5,1,4,113,100.0,100.0,97.8,5,0,126,126
Daryl Williams,9535,T,BUF,7,0,4,75.1,1,12,290,100.0,100.0,97.4,1,14,1,309,309,66.0,0,11,113,100.0,100.0,94.2,12,1,126,126
Greg Van Roten,7746,G,NYJ,7,0,22,70.8,1,15,278,100.0,100.0,96.8,0,17,1,303,303,60.0,1,11,143,100.0,100.0,95.1,13,1,159,159
Kelvin Beachum,7229,T,ARZ,7,0,1,75.9,2,10,278,100.0,100.0,97.8,2,12,0,302,302,78.2,0,4,91,100.0,100.0,97.8,4,0,96,96
D.J. Humphries,9457,T,ARZ,7,0,1,71.6,1,9,278,100.0,100.0,97.5,0,12,2,302,302,81.8,0,3,91,100.0,100.0,97.3,4,1,96,96
Alex Cappa,66578,G,TB,7,1,30,70.4,6,5,279,100.0,100.0,98.0,1,11,0,301,301,54.7,5,5,132,100.0,100.0,96.2,10,0,146,146
Tristan Wirfs,64818,T,TB,7,0,30,76.1,5,7,279,100.0,100.0,97.5,0,13,1,301,301,71.0,4,5,132,100.0,100.0,95.8,10,1,146,146
Ali Marpet,9494,G,TB,7,0,30,84.2,3,2,279,100.0,100.0,99.1,0,5,0,301,301,73.7,2,2,132,100.0,100.0,98.5,4,0,146,146
Eric Fisher,7783,T,KC,7,0,16,77.1,3,15,282,99.6,99.7,96.5,0,19,1,300,301,68.2,2,12,117,100.0,100.0,94.0,14,0,127,127
Donovan Smith,9467,T,TB,7,1,30,67.9,5,7,277,100.0,100.0,96.8,2,15,3,299,299,65.6,3,4,132,100.0,100.0,95.8,9,2,146,146
Zach Fulton,8828,G,HST,7,0,13,60.9,1,14,286,100.0,100.0,96.0,0,19,4,299,299,38.6,1,12,141,100.0,100.0,92.6,17,4,147,147
Laremy Tunsil,10647,T,HST,7,0,13,92.6,0,5,286,100.0,100.0,99.1,1,5,0,299,299,91.4,0,3,141,100.0,100.0,98.9,3,0,147,147
Ryan Jensen,7985,C,TB,7,0,30,61.1,3,4,277,100.0,100.0,98.4,3,8,1,299,299,57.4,2,4,132,100.0,100.0,97.0,7,1,146,146
Nick Martin,10684,C,HST,7,0,13,80.5,0,4,286,100.0,100.0,99.0,1,5,1,299,299,76.2,0,3,141,100.0,100.0,98.2,4,1,147,147
Tytus Howard,25472,T,HST,7,0,13,66.2,1,17,284,100.0,100.0,96.5,0,19,1,297,297,58.4,1,14,140,100.0,100.0,93.9,16,1,146,146
Dion Dawkins,11818,T,BUF,7,0,4,77.4,2,10,278,100.0,100.0,97.1,0,14,2,295,295,83.6,0,4,105,100.0,100.0,98.1,4,0,117,117
Morgan Moses,8701,T,WAS,7,1,32,74.8,4,5,279,100.0,100.0,97.7,1,11,2,294,294,75.9,2,1,107,100.0,100.0,97.7,4,1,111,111
Chase Roullier,11954,C,WAS,7,1,32,80.9,1,6,279,100.0,100.0,98.7,1,7,0,294,294,78.3,0,3,107,100.0,100.0,98.6,3,0,111,111
Connor McGovern,10778,C,NYJ,7,0,22,37.7,3,13,267,100.0,100.0,96.3,1,18,2,289,289,33.6,1,9,137,100.0,100.0,95.6,11,1,150,150
Cody Whitehair,10690,C,CHI,7,0,6,35.2,1,15,277,100.0,100.0,96.8,0,17,1,289,289,49.3,1,6,100,100.0,100.0,95.5,8,1,105,105
Nick Gates,29476,C,NYG,7,1,21,55.1,0,9,263,100.0,100.0,98.3,2,9,0,287,287,56.0,0,7,121,100.0,100.0,97.1,7,0,132,132
Cam Robinson,11789,T,JAX,7,0,15,65.8,2,12,274,100.0,100.0,96.4,1,17,3,287,287,47.6,1,10,127,100.0,100.0,93.3,14,3,132,132
Will Hernandez,46180,G,NYG,7,0,21,49.6,5,16,263,100.0,100.0,95.6,1,22,1,287,287,24.8,5,14,121,100.0,100.0,91.3,20,1,132,132
Kevin Zeitler,7032,G,NYG,7,0,21,59.4,0,17,263,100.0,100.0,96.8,0,17,0,287,287,52.4,0,17,121,100.0,100.0,93.0,17,0,132,132
Taylor Moton,11819,T,CAR,7,0,5,74.9,0,5,266,100.0,100.0,98.7,0,6,1,281,281,71.6,0,3,96,100.0,100.0,97.4,4,1,103,103
Justin Pugh,7800,G,ARZ,7,0,1,81.0,0,6,259,100.0,100.0,98.8,0,6,0,280,280,66.4,0,5,87,100.0,100.0,97.1,5,0,91,91
Matt Paradis,8841,C,CAR,7,0,5,75.2,1,2,264,100.0,100.0,99.4,0,3,0,279,279,87.5,0,1,95,100.0,100.0,99.5,1,0,102,102
Cameron Fleming,8775,T,NYG,7,0,21,47.2,0,16,253,100.0,100.0,95.3,1,20,4,277,277,46.1,0,11,113,100.0,100.0,92.5,14,3,124,124
James Carpenter,6177,G,ATL,7,0,2,67.4,1,8,261,100.0,100.0,97.9,0,10,1,276,276,63.3,0,5,116,100.0,100.0,97.0,6,1,120,120
