team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,4,146,0,18,146,93.8,18,0
NE,19,4,142,3,14,142,91.9,20,3
CLV,8,4,125,3,11,125,91.2,18,4
NO,20,4,137,10,9,137,90.9,22,3
TB,30,4,163,13,11,163,90.8,27,3
KC,16,4,169,4,22,169,90.5,29,3
TEN,31,3,112,13,7,112,89.3,22,2
LA,26,4,133,5,16,133,89.1,25,4
PIT,25,3,117,5,13,117,88.9,22,4
BLT,3,4,122,1,16,122,88.9,22,5
CAR,5,4,157,4,20,157,88.5,30,6
IND,14,4,130,7,21,130,88.5,29,1
ATL,2,4,183,11,21,183,88.5,37,5
CHI,6,4,171,6,28,171,88.3,37,3
ARZ,1,4,165,3,32,165,88.2,37,2
MIA,17,4,162,12,25,162,88.0,38,1
DAL,9,4,218,9,32,218,87.8,47,6
BUF,4,4,162,7,31,162,87.0,40,2
HST,13,4,158,4,28,158,86.7,37,5
DET,11,4,155,8,22,155,86.5,36,6
SEA,29,4,159,8,25,159,86.5,38,5
LV,23,4,157,7,32,157,86.3,41,2
JAX,15,4,171,7,25,171,86.0,40,8
LAC,27,4,152,12,27,152,85.9,41,2
WAS,32,4,164,15,22,164,85.1,43,6
PHI,24,4,185,6,31,185,85.1,46,9
SF,28,4,155,16,16,155,83.9,41,9
CIN,7,4,201,11,45,201,83.6,61,5
DEN,10,4,159,12,33,159,82.7,50,5
MIN,18,4,115,11,18,115,80.4,37,8
NYG,21,4,173,5,53,173,79.8,64,6
NYJ,22,4,162,10,46,162,79.0,62,6
