player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,3,20,0,32,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,2,0,0,0,0,0,0,0.0,,0,1,-4.5,50.0,100.0,15.0,7.5,0,0,0.0,67.7,0,4,0.0,0,0,56.3,1,17,85.0,17,0,0,2,0,4,7,0.3,4.0
Johnathan Joseph,2969,CB,TEN,4,119,0,31,0,18.8,87.5,100.0,6.6,5.8,0,0,0.0,39.8,0,71,20.0,1,0,158.3,7,48,40.3,48,0,4,8,2,149,43,3.2,21.3,0,1,8.5,50.0,100.0,22.0,11.0,0,2,33.3,85.1,1,11,0.0,0,2,22.2,3,67,56.3,67,1,4,6,0,26,18,0.4,8.7
Calais Campbell,4364,DI,BLT,5,6,0,3,0,,,5.0,,,0,0,,58.8,0,,,0,0,0.0,0,4,66.7,80,0,0,0,0,0,0,0.0,,0,1,9.0,0.0,1.3,,1.0,1,1,100.0,67.1,0,,50.0,2,1,39.6,0,1,16.7,80,2,1,1,0,0,0,0.0,
Brandon Carr,4454,S,DAL,3,12,0,9,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,47.5,0,,,0,0,0.0,0,10,83.3,10,0,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,5,180,0,20,0,7.9,50.0,70.9,12.0,6.0,0,2,25.0,54.3,0,18,20.0,1,1,103.6,4,56,31.1,79,1,4,8,1,39,26,0.8,9.8,0,1,9.9,69.2,95.7,11.8,8.2,1,1,7.7,58.8,0,31,7.7,1,1,90.9,9,112,62.2,117,3,11,13,0,97,58,0.9,10.8
Jason McCourty,5127,CB,NE,4,103,0,19,1,18.6,40.0,97.0,29.5,11.8,0,0,0.0,49.6,0,38,0.0,0,0,110.0,2,65,63.1,67,0,2,5,2,42,0,0.7,21.0,0,1,5.0,100.0,96.7,29.0,29.0,0,0,0.0,70.8,0,5,0.0,0,0,87.5,1,29,28.2,30,0,4,1,0,5,0,0.2,5.0
Joe Haden,5532,CB,PIT,4,182,0,25,0,21.9,54.5,100.0,13.0,7.1,0,1,9.1,49.0,1,45,0.0,0,1,84.3,6,85,46.7,85,1,4,11,1,117,15,1.5,19.5,0,0,13.1,42.9,100.0,28.0,12.0,1,1,14.3,58.6,0,20,0.0,0,1,66.4,3,88,48.4,88,0,5,7,0,48,0,0.6,16.0
Brandon Graham,5538,ED,PHI,5,4,0,24,1,,,1.2,,,0,0,,60.1,0,,0.0,0,0,0.0,0,1,25.0,83,2,0,0,0,0,0,0.0,,0,1,,,4.2,,,0,0,,60.7,0,,0.0,0,0,0.0,0,3,75.0,71,1,0,0,0,0,0,0.0,
Jason Pierre-Paul,5540,ED,TB,5,30,0,30,0,,,2.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.3,48,1,0,0,0,0,0,,,0,0,-2.8,100.0,20.2,6.5,6.5,0,0,0.0,58.6,0,29,0.0,0,0,114.6,4,26,86.7,129,3,1,4,0,46,57,1.8,11.5
Kareem Jackson,5545,S,DEN,4,189,0,10,0,5.3,85.7,100.0,10.8,9.3,0,1,14.3,49.7,0,7,20.0,1,0,83.9,6,67,35.4,67,2,4,7,0,29,13,0.4,4.8,0,1,15.0,66.7,100.0,27.0,18.0,0,1,16.7,62.2,0,35,10.0,1,1,106.9,4,111,58.7,111,0,8,6,0,71,13,0.7,17.8
Devin McCourty,5552,S,NE,4,147,0,19,0,14.0,50.0,96.8,83.0,41.5,1,1,50.0,70.6,0,14,25.0,1,1,72.9,1,91,61.9,94,1,3,2,0,14,0,0.2,14.0,0,0,10.0,50.0,100.0,44.0,22.0,0,0,0.0,69.0,1,18,0.0,0,0,41.7,1,44,29.9,44,0,1,2,0,18,0,0.4,18.0
