player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amari Cooper,9437,WR,DAL,4,9.8,2,75.5,33.3,2,6,0,2.6,1,22,9,0,80.8,77.8,81.3,,79.8,0.5,1,2,58,0.0,0,197,0,37,97.0,191,21.8,43,88.9,49,1,77.7,153,401,133,3.6,10.8,2.1
DeAndre Hopkins,7808,WR,ARZ,4,6.9,10,84.8,33.3,1,3,0,2.5,1,24,1,0,81.8,77.9,84.9,,85.4,0.0,0,1,33,0.0,0,167,1,39,94.6,158,7.8,13,100.8,46,1,92.2,154,397,182,4.7,10.2,2.51
Keenan Allen,7857,WR,LAC,4,9.0,2,71.1,45.5,5,11,1,0.0,0,19,27,2,89.0,77.1,83.8,65.6,82.9,1.3,2,3,28,0.6,1,160,1,32,90.6,145,42.5,68,71.3,45,1,56.3,90,327,159,5.0,10.2,2.26
Allen Robinson II,8696,WR,CHI,4,12.4,4,61.0,20.0,3,15,0,0.0,0,16,6,0,85.7,75.8,83.3,,83.2,0.7,1,3,37,0.0,0,151,0,25,98.0,148,35.1,53,72.3,41,2,64.2,97,331,92,3.7,13.2,2.24
Darren Waller,9637,TE,LV,4,6.1,3,74.4,71.4,5,7,0,0.0,0,16,23,1,87.3,27.0,72.1,34.8,73.7,50.6,83,0,22,9.1,15,164,0,29,84.1,138,23.2,38,99.0,39,1,25.0,41,247,139,4.8,8.5,1.79
Terry McLaurin,48229,WR,WAS,4,10.1,8,70.3,33.3,1,3,0,3.7,1,20,32,0,75.5,76.2,82.6,,82.5,0.0,0,0,39,0.0,0,164,1,26,95.7,157,26.8,44,113.2,37,1,73.2,120,387,208,8.0,14.9,2.46
Stefon Diggs,9579,WR,BUF,4,11.4,4,74.3,77.8,7,9,0,13.3,4,18,4,0,45.4,75.9,80.0,,81.4,0.0,0,0,49,0.0,0,161,1,26,93.2,150,33.5,54,131.0,35,2,66.5,107,403,68,2.6,15.5,2.69
Calvin Ridley,48262,WR,ATL,4,18.7,2,60.0,37.5,3,8,0,4.5,1,19,2,0,71.3,75.4,79.1,,79.4,0.0,0,2,63,0.0,0,165,2,21,94.5,156,9.7,16,107.9,35,4,90.3,149,349,54,2.6,16.6,2.24
Robby Anderson,11254,WR,CAR,4,9.6,0,82.4,0.0,0,1,0,3.4,1,16,5,1,76.9,27.0,74.5,,75.9,0.7,1,0,75,0.0,0,138,0,28,95.7,132,31.2,43,122.7,34,1,67.4,93,377,192,6.9,13.5,2.86
Alvin Kamara,11822,HB,NO,4,1.1,9,88.2,,0,0,0,3.2,1,13,20,0,78.9,58.2,80.0,46.0,91.9,0.0,0,0,52,5.8,6,104,0,30,89.4,93,8.7,9,135.4,34,3,4.8,5,321,305,10.2,10.7,3.45
Tyler Lockett,9502,WR,SEA,4,10.5,0,78.8,,0,0,0,10.3,3,15,29,0,55.3,75.9,74.1,,74.6,1.2,2,0,43,0.0,0,168,1,26,92.9,156,63.1,106,143.9,33,4,35.1,59,298,72,2.8,11.5,1.91
Tyler Boyd,10689,WR,CIN,4,9.0,1,84.8,100.0,2,2,0,3.4,1,23,7,0,76.7,76.6,85.5,,84.0,1.1,2,0,25,0.0,0,180,0,28,96.1,173,81.7,147,117.2,33,1,17.2,31,320,80,2.9,11.4,1.85
D.J. Moore,48267,WR,CAR,4,12.8,0,56.3,42.9,3,7,0,14.3,3,15,5,0,43.3,73.9,68.8,,69.5,0.0,0,1,38,0.0,0,147,3,18,95.9,141,21.1,31,73.4,32,0,78.9,116,288,35,1.9,16.0,2.04
A.J. Green,6156,WR,CIN,4,14.8,1,43.8,50.0,6,12,0,12.5,2,8,7,0,53.3,73.3,59.5,,58.8,0.0,0,0,15,0.0,0,152,1,14,95.4,145,19.1,29,54.0,32,0,80.9,123,119,20,1.4,8.5,0.82
Travis Kelce,7844,TE,KC,4,7.8,4,75.0,50.0,1,2,0,0.0,0,17,16,0,85.3,75.3,85.6,76.8,83.2,34.5,59,0,45,4.7,8,171,0,24,88.3,151,26.9,46,124.1,32,2,36.8,63,297,149,6.2,12.4,1.97
Adam Thielen,8288,WR,MIN,4,16.9,1,64.5,36.4,4,11,0,4.8,1,12,18,0,72.1,75.6,87.6,,87.9,0.0,0,3,39,0.0,0,120,0,20,93.3,112,18.3,22,94.0,31,4,81.7,98,284,36,1.8,14.2,2.54
Odell Beckham Jr.,8647,WR,CLV,4,15.0,3,53.3,33.3,1,3,0,5.9,1,12,8,0,66.7,74.2,74.9,,71.7,0.0,0,0,43,0.0,0,117,2,16,94.9,111,16.2,19,112.6,30,3,83.8,98,236,37,2.3,14.8,2.13
Tyreek Hill,10799,WR,KC,4,13.4,3,65.5,33.3,1,3,0,9.5,2,15,16,0,56.9,75.5,72.7,,71.9,0.6,1,0,54,0.0,0,164,1,19,93.9,154,56.7,93,137.4,29,4,40.2,66,286,93,4.9,15.1,1.86
Evan Engram,11778,TE,NYG,4,4.4,2,58.6,16.7,1,6,0,10.5,2,10,21,0,55.6,73.9,50.5,37.9,53.8,38.8,69,3,22,6.2,11,178,1,17,89.3,159,48.3,86,30.2,29,0,12.9,23,131,83,4.9,7.7,0.82
DeVante Parker,9447,WR,MIA,4,9.5,2,82.8,71.4,5,7,0,4.0,1,15,17,0,73.5,75.3,78.5,,78.8,0.0,0,0,21,0.0,0,132,1,24,94.7,125,19.7,26,118.2,29,1,80.3,106,279,60,2.5,11.6,2.23
Dalton Schultz,47304,TE,DAL,4,7.7,4,64.3,42.9,3,7,0,10.0,2,13,9,1,55.6,23.6,66.8,54.1,64.7,37.6,59,0,28,7.6,12,157,1,18,88.5,139,53.5,84,112.1,28,2,8.3,13,219,109,6.1,12.2,1.58
CeeDee Lamb,61570,WR,DAL,4,10.0,0,75.0,33.3,1,3,0,0.0,0,14,9,0,84.1,80.5,65.2,,68.3,0.0,0,0,43,0.0,0,171,2,21,97.7,167,92.4,158,134.4,28,2,7.0,12,309,98,4.7,14.7,1.85
Ezekiel Elliott,10638,HB,DAL,4,-1.1,5,82.1,0.0,0,1,0,11.5,3,9,9,0,53.8,26.7,66.6,63.4,64.7,0.0,0,0,19,22.6,44,195,0,23,74.4,145,2.1,4,102.2,28,1,3.1,6,159,180,7.8,6.9,1.1
Darius Slayton,25578,WR,NYG,4,13.1,1,55.6,33.3,2,6,1,11.8,2,12,21,1,51.2,22.4,66.3,,65.4,0.0,0,1,41,0.0,0,173,1,15,94.8,164,16.2,28,94.1,27,2,83.8,145,236,35,2.3,15.7,1.44
Zach Ertz,7816,TE,PHI,4,7.3,1,70.4,66.7,2,3,0,5.0,1,8,24,0,70.5,74.4,62.9,79.8,63.5,35.9,66,1,30,5.4,10,184,0,19,89.7,165,48.4,89,79.1,27,1,15.8,29,139,42,2.2,7.3,0.84
Jerry Jeudy,61103,WR,DEN,4,14.4,4,55.6,60.0,3,5,0,16.7,3,11,10,1,38.1,73.0,68.8,,68.8,0.0,0,2,48,0.0,0,123,0,15,93.5,115,84.6,104,66.0,27,1,15.4,19,234,74,4.9,15.6,2.03
Cooper Kupp,11824,WR,LA,4,6.0,3,85.2,100.0,1,1,0,4.2,1,15,26,0,72.8,31.4,81.6,66.6,77.3,0.0,0,0,55,1.6,2,127,0,23,94.5,120,59.8,76,137.2,27,2,40.2,51,297,172,7.5,12.9,2.48
Julian Edelman,5156,WR,NE,4,12.3,0,66.7,28.6,2,7,0,18.2,4,16,19,0,31.7,74.7,72.0,,72.6,0.8,1,1,49,0.0,0,125,0,18,97.6,122,75.2,94,87.6,27,0,23.2,29,294,60,3.3,16.3,2.41
N'Keal Harry,48297,WR,NE,4,6.5,4,66.7,57.1,4,7,0,0.0,0,9,19,1,82.7,24.0,67.2,65.3,69.6,0.8,1,0,27,0.8,1,119,0,18,95.8,114,31.1,37,95.6,27,1,68.1,81,166,81,4.5,9.2,1.46
Noah Fant,42388,TE,DEN,4,7.7,4,70.4,33.3,1,3,0,9.5,2,9,10,0,58.1,74.4,65.1,30.5,75.6,67.4,91,0,31,4.4,6,135,1,19,87.4,118,25.9,35,119.2,27,2,6.7,9,219,123,6.5,11.5,1.86
