player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Allen Robinson II,8696,WR,CHI,6,10.7,6,61.5,28.6,8,28,0,0.0,0,23,6,0,90.1,78.4,79.9,,79.5,0.4,1,4,37,0.0,0,234,0,40,96.6,226,32.1,75,68.4,65,2,67.1,157,474,130,3.3,11.9,2.1
Amari Cooper,9437,WR,DAL,6,9.0,5,73.0,42.9,3,7,1,2.1,1,28,9,0,85.0,79.3,79.5,,78.9,0.4,1,3,58,0.0,0,280,1,46,96.4,270,22.1,62,86.9,63,2,77.5,217,503,183,4.0,10.9,1.86
DeAndre Hopkins,7808,WR,ARZ,6,8.3,10,79.7,57.1,4,7,0,2.1,1,31,1,0,85.4,79.0,89.8,,89.9,0.0,0,1,60,0.0,0,233,1,47,93.6,218,6.0,14,113.3,59,2,94.0,219,601,259,5.5,12.8,2.76
Stefon Diggs,9579,WR,BUF,6,11.2,5,72.4,63.6,7,11,0,12.5,6,25,4,0,38.3,78.4,77.7,,78.8,0.0,0,0,49,0.0,0,241,4,42,92.9,224,32.4,78,119.5,58,3,67.6,163,555,95,2.3,13.2,2.48
Terry McLaurin,48229,WR,WAS,6,10.5,9,65.5,25.0,1,4,0,2.7,1,26,32,0,80.8,77.8,79.4,,79.1,0.0,0,1,39,0.0,0,253,1,36,95.3,241,28.1,71,92.0,55,1,71.9,182,487,265,7.4,13.5,2.02
Calvin Ridley,48262,WR,ATL,6,16.1,6,67.3,45.5,5,11,0,5.4,2,28,2,0,70.8,78.0,81.2,,81.2,0.0,0,2,63,0.0,0,236,2,35,96.2,227,8.9,21,117.9,52,5,91.1,215,546,101,2.9,15.6,2.41
Travis Kelce,7844,TE,KC,6,8.6,4,72.5,16.7,1,6,0,0.0,0,26,16,1,90.0,28.9,87.3,68.3,85.0,30.2,76,1,45,4.4,11,252,1,37,88.9,224,27.4,69,125.4,51,5,40.1,101,470,213,5.8,12.7,2.1
Robby Anderson,11254,WR,CAR,6,10.2,1,78.4,50.0,3,6,0,4.8,2,24,5,1,66.3,30.9,78.1,,79.4,1.4,3,1,75,0.0,0,213,0,40,94.8,202,30.0,64,111.3,51,1,68.1,145,566,242,6.1,14.2,2.8
CeeDee Lamb,61570,WR,DAL,6,10.0,3,73.5,37.5,3,8,0,5.3,2,24,9,0,62.9,82.8,70.5,66.2,73.9,0.0,0,1,43,0.4,1,245,3,36,95.9,235,93.5,229,110.7,49,2,6.1,15,497,153,4.3,13.8,2.11
Adam Thielen,8288,WR,MIN,6,15.0,1,66.7,33.3,5,15,0,3.0,1,22,18,0,79.4,77.9,88.9,,89.7,0.0,0,3,39,0.0,0,203,0,32,92.1,187,21.2,43,107.2,48,7,78.8,160,415,53,1.7,13.0,2.22
Tyler Boyd,10689,WR,CIN,6,9.6,2,78.7,50.0,2,4,0,2.6,1,27,7,1,81.3,29.6,79.4,,77.8,0.8,2,1,25,0.0,0,252,0,37,96.4,243,84.5,213,101.8,47,1,14.7,37,416,109,2.9,11.2,1.71
D.J. Moore,48267,WR,CAR,6,12.4,3,57.4,44.4,4,9,0,18.2,6,23,5,0,35.9,75.9,70.8,,71.2,0.0,0,2,57,0.0,0,223,3,27,95.1,212,22.4,50,81.3,47,1,77.6,173,474,145,5.4,17.6,2.24
Keenan Allen,7857,WR,LAC,5,9.2,2,72.3,53.8,7,13,1,0.0,0,21,27,2,89.7,77.4,86.7,65.6,85.9,1.2,2,3,28,0.6,1,166,1,34,91.0,151,42.2,70,81.5,47,2,56.6,94,356,159,4.7,10.5,2.36
Darren Waller,9637,TE,LV,5,6.0,4,75.6,71.4,5,7,0,0.0,0,19,23,1,89.0,28.2,72.7,40.9,75.5,50.3,99,1,23,9.1,18,197,0,34,84.3,166,21.8,43,97.9,45,2,26.4,52,295,178,5.2,8.7,1.78
Alvin Kamara,11822,HB,NO,5,1.7,10,86.4,100.0,1,1,0,7.3,3,17,20,0,74.3,63.4,81.8,58.3,91.6,0.0,0,0,52,6.1,9,147,0,38,89.8,132,8.2,12,126.8,44,3,5.4,8,395,343,9.0,10.4,2.99
A.J. Green,6156,WR,CIN,6,14.3,2,50.0,47.1,8,17,0,8.3,2,15,7,0,62.7,75.3,66.6,,65.8,0.0,0,1,19,0.0,0,209,1,22,96.2,201,20.6,43,54.6,44,0,79.4,166,215,37,1.7,9.8,1.07
Jamison Crowder,9538,WR,NYJ,4,8.1,6,67.4,33.3,2,6,0,3.3,1,16,22,0,76.7,76.7,75.4,,75.1,0.0,0,1,69,0.0,0,178,0,29,93.8,167,76.4,136,101.2,43,2,23.6,42,383,194,6.7,13.2,2.29
Cooper Kupp,11824,WR,LA,6,7.4,3,72.1,33.3,1,3,0,8.8,3,18,26,0,58.7,44.8,75.2,70.2,70.2,0.0,0,1,55,3.0,6,198,0,31,92.4,183,57.1,113,104.2,43,2,42.9,85,374,228,7.4,12.1,2.04
Zach Ertz,7816,TE,PHI,6,7.1,1,55.8,60.0,3,5,0,7.7,2,10,24,0,63.4,75.5,59.6,64.8,59.8,36.5,95,2,30,7.3,19,260,0,24,88.1,229,47.3,123,54.2,43,1,14.6,38,178,47,2.0,7.4,0.78
