player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jason Kelce,6343,C,PHI,14,0,24,62.6,3,9,618,100.0,100.0,98.4,0,16,4,662,662,68.5,0,7,292,100.0,100.0,97.8,10,3,317,317
Eric Fisher,7783,T,KC,14,0,16,74.3,8,22,614,99.8,99.8,97.1,2,33,3,654,655,64.7,6,16,233,100.0,100.0,94.4,24,2,254,254
Dan Feeney,11826,C,LAC,14,0,27,51.3,5,22,612,100.0,100.0,97.3,2,30,3,652,652,31.1,3,17,235,100.0,100.0,94.5,23,3,252,252
Forrest Lamp,11793,G,LAC,14,0,27,61.2,12,18,612,100.0,100.0,97.2,0,32,2,652,652,42.3,7,13,235,100.0,100.0,94.9,22,2,252,252
Connor Williams,46216,G,DAL,14,0,9,67.4,2,21,619,100.0,100.0,97.7,2,26,3,643,643,59.0,2,16,277,100.0,100.0,96.0,20,2,286,286
Jake Matthews,8641,T,ATL,14,0,2,83.5,6,18,600,100.0,100.0,97.5,0,27,3,634,634,79.6,3,10,263,100.0,100.0,96.8,15,2,280,280
Chris Lindstrom,46692,G,ATL,14,0,2,77.7,6,13,600,100.0,100.0,97.9,0,22,3,634,634,60.5,6,10,263,100.0,100.0,95.8,19,3,280,280
Alex Mack,4944,C,ATL,14,0,2,56.4,7,17,599,100.0,100.0,97.8,1,25,1,633,633,49.3,6,10,262,100.0,100.0,96.6,17,1,279,279
Jawaan Taylor,41665,T,JAX,14,1,15,50.5,5,42,600,100.0,100.0,94.7,3,55,8,631,631,54.9,3,26,293,100.0,100.0,93.0,35,6,304,304
Alejandro Villanueva,9091,T,PIT,14,1,25,75.3,12,24,579,99.8,99.8,96.4,3,39,3,622,623,56.6,8,18,210,100.0,100.0,92.9,28,2,234,234
Taylor Decker,10650,T,DET,14,0,11,86.8,7,18,566,100.0,100.0,97.4,1,27,2,614,614,79.4,5,13,239,100.0,100.0,95.4,20,2,257,257
Duane Brown,4340,T,SEA,14,1,29,83.2,5,22,577,100.0,100.0,97.3,1,29,2,611,611,83.5,3,12,235,100.0,100.0,96.4,16,1,255,255
Chase Roullier,11954,C,WAS,14,1,32,82.7,3,10,581,100.0,100.0,98.7,1,14,1,609,609,74.9,2,7,224,100.0,100.0,97.5,10,1,234,234
Charles Leno Jr.,8880,T,CHI,14,0,6,69.2,6,25,587,100.0,100.0,96.5,1,36,5,608,608,59.6,4,15,214,100.0,100.0,94.2,22,3,224,224
