player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,13,45,45,4.24,38.71,43.98,9.4,0,0,6,15,1,57.9,18,58,1,0,46.7,197,21,45,190.75,1742,2,1979
Dustin Colquitt,2316,P,PIT,5,20,20,4.21,37.15,43.05,7.1,0,0,2,5,25,61.0,8,59,0,0,55.0,78,11,20,84.29,743,2,861
Sam Koch,3148,P,BLT,13,49,49,4.32,42.94,44.9,4.8,0,0,5,19,3,72.0,21,59,8,0,32.7,76,16,49,211.78,2104,1,2200
Brett Kern,4580,P,TEN,10,31,31,4.22,41.58,46.06,9.0,0,0,3,11,31,73.8,22,66,4,0,35.5,99,11,31,130.95,1289,2,1428
Kevin Huber,5066,P,CIN,12,56,56,4.32,42.7,47.36,5.9,0,0,12,12,7,59.4,19,70,2,0,42.9,141,24,56,241.75,2391,6,2652
Thomas Morstead,5088,P,NO,12,49,49,4.42,40.69,42.59,3.8,0,0,5,25,20,57.6,22,58,3,0,28.6,53,14,49,216.47,1994,2,2087
Britton Colquitt,5192,P,MIN,13,45,45,4.31,37.58,45.16,10.0,2,0,6,8,18,56.2,9,59,0,0,62.2,281,28,47,193.73,1691,3,2032
Chris Jones,6798,P,DAL,8,24,24,4.44,40.21,42.58,6.2,0,0,0,15,9,60.7,5,54,2,0,25.0,37,6,24,106.59,965,1,1022
Bryan Anger,7072,P,HST,13,47,47,4.37,42.13,46.55,6.4,0,0,4,17,13,69.4,18,67,4,0,36.2,108,17,47,205.43,1980,5,2188
Johnny Hekker,7252,P,LA,12,55,55,4.37,39.36,45.98,13.9,0,0,9,15,26,66.5,27,63,7,0,34.5,264,19,55,240.42,2165,5,2529
Sam Martin,7947,P,DEN,13,52,52,4.1,42.29,47.25,8.6,1,0,3,12,10,66.9,17,69,11,0,44.2,198,23,53,213.03,2199,3,2457
Ryan Allen,8242,P,IND,3,14,14,3.78,38.57,48.57,10.0,0,0,1,0,14,55.0,3,65,1,0,71.4,100,10,14,52.89,540,2,680
Tress Way,8358,P,WAS,13,60,60,4.44,44.92,48.45,5.9,0,0,9,20,32,70.4,26,61,0,0,48.3,172,29,60,266.65,2695,2,2907
Pat O'Donnell,8826,P,CHI,13,59,59,4.16,39.1,45.66,12.0,0,0,9,19,6,55.5,25,64,2,0,40.7,287,24,59,245.18,2307,5,2694
Bradley Pinion,9598,P,TB,12,47,47,4.33,41.51,45.64,7.7,0,0,4,12,30,79.6,17,62,9,0,42.6,154,20,47,203.44,1951,2,2145
Ty Long,9728,K,LAC,13,49,49,4.2,35.84,47.31,15.7,3,0,3,7,27,58.4,10,63,4,0,65.3,502,32,52,205.7,1756,3,2318
Jordan Berry,10236,P,PIT,8,42,42,4.38,40.0,44.71,10.5,0,0,4,15,25,65.7,19,62,6,0,35.7,158,15,42,184.03,1680,2,1878
Riley Dixon,10862,P,NYG,13,55,55,4.39,40.05,45.0,9.1,1,0,13,15,21,64.2,25,71,2,0,38.2,192,21,56,241.63,2203,4,2475
Ka'imi Fairbairn,11161,K,HST,1,1,1,3.68,26.0,26.0,,0,0,1,0,13,60.0,1,26,0,0,0.0,0,0,1,3.68,26,0,26
Rigoberto Sanchez,12130,P,IND,10,31,31,4.25,41.94,47.23,7.4,1,0,5,8,14,67.8,15,60,1,0,45.2,104,14,32,131.88,1300,3,1464
Matt Haack,12212,P,MIA,13,55,55,4.46,41.33,44.53,8.5,0,0,12,21,17,68.2,26,63,4,0,29.1,136,16,55,245.48,2273,2,2449
Cameron Johnston,12255,P,PHI,13,58,58,4.35,42.52,48.17,6.7,0,0,5,8,24,66.5,23,66,4,0,63.8,248,37,58,252.04,2466,4,2794
Corey Bojorquez,27626,P,BUF,12,34,34,4.4,42.68,49.76,9.3,0,0,3,6,4,70.1,14,72,6,0,38.2,121,13,34,149.58,1451,6,1692
Logan Cooke,29214,P,JAX,13,49,49,4.27,43.39,47.63,6.4,0,0,13,8,15,60.1,18,67,6,0,34.7,108,17,49,209.41,2126,5,2334
Hunter Niswander,29601,P,DAL,5,10,10,4.52,43.9,47.7,4.5,0,0,0,5,9,58.6,5,58,0,0,40.0,18,4,10,45.15,439,1,477
Tommy Townsend,33007,P,KC,13,40,40,4.49,40.9,46.23,7.2,0,0,3,12,16,77.8,14,67,6,0,32.5,93,13,40,179.48,1636,6,1849
Sterling Hofrichter,33541,P,ATL,13,45,45,4.4,38.76,41.64,5.3,0,0,4,18,2,65.3,14,56,4,0,37.8,90,17,45,198.05,1744,2,1874
Joseph Charlton,33672,P,CAR,13,33,33,4.56,39.58,46.21,11.4,0,0,3,11,5,73.7,13,67,2,0,42.4,159,14,33,150.42,1306,3,1525
Jake Bailey,33963,P,NE,13,40,40,4.39,46.13,48.78,5.8,0,0,10,15,19,71.7,26,71,4,0,20.0,46,8,40,175.72,1845,3,1951
Jack Fox,34735,P,DET,13,48,48,4.58,45.46,49.54,5.4,0,0,9,15,11,86.7,23,67,4,0,29.2,76,14,48,219.62,2182,6,2378
Michael Dickson,35381,P,SEA,13,47,47,4.22,43.47,49.28,8.1,0,0,8,11,29,74.0,24,67,3,0,40.4,153,19,47,198.19,2043,6,2316
A.J. Cole III,36038,P,LV,13,34,34,4.46,40.97,44.03,8.4,0,0,5,13,23,75.1,20,63,5,0,29.4,84,10,34,151.76,1393,1,1497
J.K. Scott,38809,P,GB,13,38,38,4.55,36.82,45.53,19.4,1,0,4,8,12,77.5,12,62,9,0,36.8,271,14,39,172.74,1399,3,1730
Trevor Daniel,38843,P,TEN,2,4,4,3.95,37.5,39.25,7.0,1,0,0,2,31,51.7,0,52,1,0,25.0,7,1,5,15.79,150,0,157
Mitch Wishnowsky,44663,P,SF,12,52,52,4.48,42.73,47.79,7.5,1,0,4,21,28,76.7,22,60,2,0,36.5,143,19,53,232.86,2222,6,2485
Braden Mann,44664,P,NYJ,13,65,65,4.36,38.03,44.68,11.1,0,0,7,15,22,64.3,13,60,8,0,46.2,332,30,65,283.12,2472,5,2904
Jamie Gillan,63303,P,CLV,13,39,39,4.23,38.49,44.46,9.7,0,0,4,10,8,59.9,13,59,3,0,51.3,193,20,39,165.14,1501,2,1734
