player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Thomas Davis Sr.,2231,LB,WAS,3,0,0,32,57.9,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Johnathan Joseph,2969,CB,TEN,5,0,0,31,56.5,0,0,2,1.2,0.0,0,0,0.0,0,164,2,0,0,58.8,0,0,1,1.7,0.0,0,0.0,0,59,1,0
Calais Campbell,4364,DI,BLT,6,4,0,3,66.3,3,9,184,96.6,10.3,19,2,4.9,3,205,198,15,1,61.5,1,6,84,99.0,11.9,10,6.5,2,98,97,9
Malcolm Jenkins,4937,S,NO,5,0,0,20,66.1,1,7,27,13.9,25.9,7,2,18.5,1,209,29,9,0,46.7,0,3,9,12.7,22.2,2,16.7,0,79,10,3
Jason McCourty,5127,CB,NE,5,0,0,19,54.2,0,0,3,2.5,0.0,0,0,0.0,0,121,3,0,0,58.3,0,0,1,2.1,0.0,0,0.0,0,47,1,0
Steve McLendon,5232,DI,NYJ,6,0,0,22,79.0,0,7,65,100.0,13.8,9,1,5.4,0,74,74,7,0,67.1,0,2,16,100.0,18.8,3,6.3,0,17,17,2
Ndamukong Suh,5527,DI,TB,6,0,1,30,61.8,4,4,194,99.5,8.2,16,3,3.6,3,207,206,11,0,63.7,2,1,83,98.9,9.6,8,5.4,3,92,91,6
Tyson Alualu,5535,DI,PIT,5,3,0,25,79.4,2,4,77,100.0,14.3,11,0,5.2,1,82,82,7,2,90.5,2,3,33,100.0,24.2,8,10.6,1,36,36,6
Brandon Graham,5538,ED,PHI,6,0,0,24,68.3,5,16,171,97.8,19.3,33,2,9.1,5,186,182,26,0,64.8,3,7,58,98.5,24.1,14,12.1,2,65,64,12
Jason Pierre-Paul,5540,ED,TB,6,0,0,30,74.9,1,11,181,84.7,12.2,22,1,6.6,6,229,194,18,0,87.0,1,8,75,87.4,20.0,15,12.7,5,95,83,14
Kareem Jackson,5545,S,DEN,5,0,0,10,55.1,0,0,2,0.9,0.0,0,0,0.0,0,224,2,0,0,60.0,0,0,1,1.0,0.0,0,0.0,0,98,1,0
Devin McCourty,5552,S,NE,5,0,0,19,51.8,0,0,4,2.2,0.0,0,0,0.0,0,178,4,0,0,58.1,0,0,1,1.3,0.0,0,0.0,0,76,1,0
Jerry Hughes,5556,ED,BUF,6,1,2,4,76.0,3,17,148,97.5,18.2,27,2,6.8,0,159,155,20,0,81.4,3,14,73,97.5,30.1,22,11.6,0,79,77,17
Linval Joseph,5571,DI,LAC,5,0,0,27,69.6,2,8,149,99.4,10.1,15,0,3.4,0,158,157,10,0,65.4,2,5,69,100.0,11.6,8,5.1,0,75,75,7
Carlos Dunlap,5579,ED,CIN,6,2,0,7,56.9,2,10,163,96.7,9.2,15,1,4.3,1,180,174,13,2,61.3,1,6,72,98.7,15.3,11,6.3,1,78,77,8
Corey Peters,5607,DI,ARZ,6,0,1,1,57.1,1,5,145,99.4,6.2,9,1,3.4,2,160,159,8,0,55.8,0,4,64,100.0,9.4,6,4.7,1,72,72,5
Everson Griffen,5624,ED,DAL,6,1,0,9,60.2,2,11,123,94.4,11.4,14,2,6.9,2,143,135,15,0,57.9,0,7,53,100.0,15.1,8,8.5,1,58,58,8
Geno Atkins,5643,DI,CIN,2,0,0,7,65.0,0,0,34,100.0,8.8,3,0,0.0,0,36,36,0,0,62.6,0,0,14,100.0,14.3,2,0.0,0,16,16,0
Andrew Sendejo,6118,S,CLV,6,0,0,8,56.1,0,0,2,0.7,0.0,0,1,0.0,0,272,2,0,0,58.3,0,0,1,0.8,0.0,0,0.0,0,127,1,0
Patrick Peterson,6157,CB,ARZ,6,0,1,1,54.8,0,0,3,1.1,0.0,0,3,0.0,0,272,3,0,0,,0,0,0,0.0,,0,,0,126,0,0
Aldon Smith,6159,ED,DAL,6,2,1,9,77.9,6,15,150,89.5,19.3,29,2,9.7,4,181,162,25,0,84.4,6,7,63,97.2,33.3,21,16.7,4,72,70,17
J.J. Watt,6163,ED,HST,6,3,0,13,66.9,4,14,211,100.0,10.9,23,1,5.7,3,223,223,21,1,66.0,0,6,73,100.0,13.7,10,6.8,2,78,78,8
Robert Quinn,6166,ED,CHI,5,0,0,6,70.6,1,9,111,99.2,12.6,14,2,5.4,1,124,123,11,0,71.4,1,7,70,100.0,15.7,11,7.1,1,78,78,9
Ryan Kerrigan,6168,ED,WAS,6,0,0,32,68.3,0,5,72,93.6,16.7,12,1,7.6,3,78,73,8,0,75.3,0,3,24,85.7,25.0,6,14.6,2,28,24,5
Adrian Clayborn,6172,ED,CLV,5,0,0,8,55.7,0,2,70,97.3,10.0,7,0,4.3,2,75,73,4,0,58.0,0,1,41,100.0,12.2,5,6.1,2,42,42,3
Cameron Jordan,6176,ED,NO,5,0,0,20,69.0,1,14,157,97.2,15.3,24,3,6.1,2,176,171,17,0,70.7,0,8,62,100.0,19.4,12,9.7,2,70,70,10
Jimmy Smith,6179,CB,BLT,6,0,0,3,63.6,0,0,4,1.9,25.0,1,1,25.0,1,214,4,1,0,63.6,0,0,4,3.8,25.0,1,25.0,1,104,4,1
Cameron Heyward,6183,DI,PIT,5,0,0,25,72.4,5,13,160,99.4,15.6,25,0,6.9,2,173,172,20,0,76.8,3,10,81,98.9,23.5,19,9.3,1,89,88,14
Jabaal Sheard,6189,ED,JAX,1,1,0,15,67.4,2,1,10,100.0,10.0,1,1,15.0,0,13,13,3,1,66.6,0,0,5,100.0,0.0,0,0.0,0,8,8,0
Marcus Gilchrist,6202,S,BLT,2,0,0,3,60.0,0,1,1,2.6,0.0,0,0,50.0,0,38,1,1,0,60.0,0,1,1,4.0,0.0,0,50.0,0,25,1,1
Justin Houston,6222,ED,IND,6,0,0,14,62.5,2,5,144,96.8,11.1,16,0,5.2,4,156,151,11,0,61.9,2,3,65,95.9,15.4,10,8.5,3,74,71,8
Jurrell Casey,6229,DI,DEN,3,3,0,10,67.6,2,3,92,100.0,8.7,8,0,2.7,0,94,94,5,2,67.2,1,2,37,100.0,13.5,5,4.1,0,39,39,3
Allen Bailey,6238,DI,ATL,6,0,0,2,60.5,2,1,98,99.0,9.2,9,0,2.6,1,105,104,4,0,57.1,2,1,45,100.0,11.1,5,3.3,0,48,48,3
K.J. Wright,6251,LB,SEA,5,1,0,29,64.1,0,1,21,10.0,4.8,1,0,2.4,0,220,22,1,0,57.9,0,0,7,8.4,14.3,1,0.0,0,95,8,0
Buster Skrine,6289,CB,CHI,6,0,1,6,48.2,0,0,6,2.9,0.0,0,3,0.0,0,210,6,0,0,56.3,0,0,1,0.8,0.0,0,0.0,0,121,1,0
Pernell McPhee,6317,ED,BLT,6,1,0,3,70.4,6,13,133,90.5,18.8,25,0,8.6,2,158,143,21,0,72.7,4,10,61,89.5,29.5,18,13.1,1,76,68,15
Lawrence Guy,6385,DI,NE,5,0,0,19,61.6,2,4,89,100.0,12.4,11,0,3.4,0,91,91,6,0,61.7,1,3,34,100.0,14.7,5,5.9,0,35,35,4
Malcolm Smith,6394,LB,CLV,6,0,0,8,61.0,0,2,13,8.9,7.7,1,0,7.7,0,157,14,2,0,73.0,0,2,5,6.0,20.0,1,20.0,0,83,5,2
Chris Harris Jr.,6457,CB,LAC,3,0,0,27,83.0,1,0,5,4.0,40.0,2,0,10.0,0,126,5,1,0,69.0,1,0,4,6.6,25.0,1,12.5,0,61,4,1
Josh Bynes,6503,LB,CIN,6,0,0,7,63.9,0,2,14,10.8,14.3,2,2,7.1,0,148,16,2,0,53.0,0,1,4,10.3,25.0,1,12.5,0,39,4,1
Mario Addison,6558,ED,BUF,6,3,0,4,75.5,3,12,137,90.7,15.3,21,1,7.7,3,162,147,18,1,63.5,2,6,66,93.4,19.7,13,10.6,3,76,71,11
Dontari Poe,7017,DI,DAL,6,0,0,9,49.3,0,1,109,99.2,1.8,2,0,0.5,0,121,120,1,0,54.0,0,1,32,100.0,6.3,2,1.6,0,37,37,1
Fletcher Cox,7018,DI,PHI,6,1,0,24,72.5,3,12,172,100.0,15.1,26,1,5.5,2,186,186,17,1,85.1,2,7,59,100.0,28.8,17,11.0,2,65,65,11
Michael Brockers,7020,DI,LA,6,0,0,26,59.4,1,10,159,100.0,9.4,15,0,4.7,2,167,167,13,0,69.1,1,8,64,100.0,20.3,13,10.2,2,66,66,11
Bruce Irvin,7021,ED,SEA,2,0,0,29,56.5,3,2,60,73.8,10.0,6,0,4.2,0,84,62,5,0,56.7,1,2,27,84.8,14.8,4,5.6,0,33,28,3
Dre Kirkpatrick,7023,CB,ARZ,6,0,1,1,57.7,0,0,1,0.5,0.0,0,3,0.0,0,201,1,0,0,57.7,0,0,1,1.0,0.0,0,0.0,0,105,1,0
Melvin Ingram III,7024,ED,LAC,2,1,0,27,61.8,0,8,84,98.9,13.1,11,1,4.8,0,92,91,8,0,62.4,0,6,40,97.8,20.0,8,7.5,0,46,45,6
Chandler Jones,7027,ED,ARZ,5,0,0,1,63.1,4,5,151,97.6,11.9,18,1,3.6,1,170,166,10,0,65.9,4,3,63,97.3,19.0,12,5.6,0,75,73,7
Whitney Mercilus,7031,ED,HST,6,0,0,13,61.0,5,6,163,95.0,12.9,21,0,5.8,4,181,172,15,0,63.3,2,3,60,95.5,18.3,11,7.5,2,67,64,7
Derek Wolfe,7040,DI,BLT,4,0,0,3,51.0,1,3,96,96.3,6.3,6,0,3.1,1,107,103,5,0,55.6,0,2,40,95.7,10.0,4,5.0,1,47,45,3
Bobby Wagner,7050,LB,SEA,5,1,0,29,73.2,2,3,27,10.4,22.2,6,0,9.3,0,269,28,5,0,73.3,1,1,10,8.7,40.0,4,10.0,0,115,10,2
Lavonte David,7060,LB,TB,6,1,0,30,57.5,1,1,45,17.9,8.9,4,0,6.7,2,257,46,4,0,60.5,1,1,19,17.6,15.8,3,10.5,1,108,19,3
Vinny Curry,7061,ED,PHI,2,0,0,24,74.5,1,1,20,100.0,15.0,3,0,10.0,1,20,20,3,0,53.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Casey Hayward Jr.,7064,CB,LAC,5,0,0,27,58.5,0,1,1,0.5,0.0,0,0,50.0,0,220,1,1,0,,0,0,0,0.0,,0,,0,105,0,0
Olivier Vernon,7074,ED,CLV,4,1,0,8,56.0,1,9,115,92.3,9.6,11,2,4.3,0,130,120,10,0,61.7,1,8,52,93.2,17.3,9,8.7,0,59,55,9
Demario Davis,7079,LB,NO,5,0,1,20,66.6,3,5,55,27.3,14.5,8,1,10.9,2,209,57,10,0,68.6,2,3,28,36.7,21.4,6,16.1,2,79,29,7
Tyrone Crawford,7083,DI,DAL,6,0,0,9,62.1,1,10,113,100.0,11.5,13,1,4.9,0,125,125,11,0,70.9,1,7,48,100.0,16.7,8,8.3,0,53,53,8
Akiem Hicks,7090,DI,CHI,6,1,0,6,67.9,6,11,202,99.5,14.9,30,5,6.2,4,220,219,21,0,69.3,6,7,104,100.0,18.3,19,9.1,3,112,112,16
Mike Daniels,7132,DI,CIN,2,0,0,7,61.0,0,0,29,100.0,6.9,2,0,0.0,0,30,30,0,0,60.7,0,0,10,100.0,10.0,1,0.0,0,10,10,0
Tahir Whitehead,7135,LB,CAR,6,0,1,5,59.7,2,0,9,7.6,22.2,2,4,11.1,0,131,10,2,0,53.8,0,0,3,11.1,0.0,0,0.0,0,27,3,0
Jack Crawford,7151,ED,TEN,5,0,0,31,50.8,2,3,87,100.0,6.9,6,0,4.0,1,91,91,6,0,49.8,1,1,27,100.0,7.4,2,3.7,0,29,29,2
Danny Trevathan,7177,LB,CHI,6,0,0,6,54.6,0,1,11,6.9,0.0,0,0,4.5,0,188,13,1,0,51.0,0,0,4,6.5,0.0,0,0.0,0,77,5,0
Billy Winn,7190,DI,GB,2,1,0,12,70.5,0,1,11,91.7,9.1,1,0,4.5,0,12,11,1,0,55.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Nate Ebner,7193,S,NYG,3,0,0,21,55.0,0,0,2,11.8,0.0,0,0,0.0,0,17,2,0,0,55.0,0,0,2,20.0,0.0,0,0.0,0,10,2,0
Rodney McLeod,7271,S,PHI,6,0,0,24,51.8,0,2,6,2.4,0.0,0,1,16.7,0,254,6,2,0,54.0,0,1,2,2.4,0.0,0,25.0,0,83,2,1
Michael Thomas,7279,S,HST,3,0,0,13,54.4,0,1,11,21.2,9.1,1,0,4.5,0,52,11,1,0,61.2,0,1,5,17.9,20.0,1,10.0,0,28,5,1
Tashaun Gipson Sr.,7288,S,CHI,6,0,0,6,52.3,0,0,5,1.8,0.0,0,0,0.0,0,271,5,0,0,55.0,0,0,2,1.5,0.0,0,0.0,0,133,2,0
L.J. Fort,7292,LB,BLT,6,0,0,3,57.3,1,2,23,21.4,8.7,2,0,6.5,0,112,24,3,0,68.1,1,2,8,17.4,25.0,2,18.8,0,46,8,3
Harrison Smith,7641,S,MIN,6,0,0,18,72.3,2,5,15,6.9,20.0,3,1,23.3,0,218,15,7,0,83.1,1,1,3,3.9,0.0,0,33.3,0,76,3,2
Malik Jackson,7647,DI,PHI,6,0,0,24,71.2,9,8,140,99.3,15.7,22,3,7.5,2,152,151,19,0,84.4,6,2,42,100.0,28.6,12,14.3,2,48,48,10
Dion Jordan,7785,ED,SF,4,0,0,28,56.7,2,1,61,98.5,9.8,6,0,4.1,1,66,65,4,0,62.4,2,1,30,100.0,16.7,5,8.3,1,31,31,4
Barkevious Mingo,7787,ED,CHI,6,0,0,6,64.0,1,5,65,72.4,12.3,8,0,7.7,2,98,71,8,0,69.3,1,3,30,84.2,20.0,6,13.3,2,38,32,6
D.J. Hayden,7793,CB,JAX,4,0,1,15,52.0,0,0,4,3.6,0.0,0,2,0.0,0,112,4,0,0,,0,0,0,0.0,,0,,0,49,0,0
Sheldon Richardson,7794,DI,CLV,6,1,0,8,58.2,0,11,185,100.0,8.6,16,0,4.1,2,195,195,13,0,56.1,0,8,91,100.0,9.9,9,5.5,1,97,97,9
Kenny Vaccaro,7796,S,TEN,5,0,1,31,57.9,0,3,12,6.3,0.0,0,1,20.8,1,207,13,4,0,45.3,0,1,5,6.6,0.0,0,10.0,0,76,5,1
Xavier Rhodes,7806,CB,IND,6,0,0,14,58.0,0,0,2,1.0,0.0,0,1,0.0,0,195,2,0,0,60.0,0,0,1,1.3,0.0,0,0.0,0,78,1,0
Datone Jones,7807,DI,LV,1,0,0,23,50.1,0,2,20,100.0,10.0,2,0,5.0,0,23,23,2,0,51.1,0,2,15,100.0,13.3,2,6.7,0,16,16,2
Sylvester Williams,7809,DI,DEN,1,0,0,10,66.2,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Alec Ogletree,7811,LB,NYJ,2,0,0,22,68.2,0,0,4,17.1,50.0,2,2,0.0,0,35,6,0,0,72.8,0,0,3,25.0,66.7,2,0.0,0,16,4,0
Kawann Short,7825,DI,CAR,3,0,0,5,50.6,1,1,69,98.6,2.9,2,1,1.4,0,74,73,2,0,55.9,1,1,22,100.0,9.1,2,4.5,0,24,24,2
Johnathan Hankins,7830,DI,LV,5,0,0,23,62.9,1,4,104,100.0,8.7,9,3,2.4,0,111,111,5,0,63.7,1,3,45,100.0,13.3,6,4.4,0,48,48,4
Jon Bostic,7831,LB,WAS,6,0,0,32,78.9,2,1,18,8.8,16.7,3,0,19.4,2,204,18,5,0,75.1,1,1,7,9.6,14.3,1,28.6,1,73,7,3
Jamie Collins Sr.,7833,LB,DET,5,1,0,11,67.9,2,1,25,18.3,20.0,5,1,10.0,1,142,26,4,0,59.4,2,0,15,20.8,20.0,3,13.3,1,72,15,3
Margus Hunt,7834,DI,NO,4,0,0,20,54.7,1,3,42,100.0,7.1,3,0,4.8,0,46,46,4,0,55.3,1,0,14,100.0,7.1,1,3.6,0,14,14,1
Jamar Taylor,7835,CB,SF,3,0,0,28,73.7,1,1,7,11.8,0.0,0,0,28.6,1,68,8,3,0,82.9,1,1,5,13.2,0.0,0,40.0,1,38,5,3
D.J. Swearinger Sr.,7838,S,NO,2,0,0,20,56.0,0,0,2,4.3,0.0,0,1,0.0,0,46,2,0,0,58.4,0,0,1,3.7,0.0,0,0.0,0,27,1,0
Tyrann Mathieu,7850,S,KC,6,0,0,16,66.7,2,4,19,9.1,10.5,2,2,15.8,0,231,21,6,0,72.4,1,1,7,9.4,0.0,0,14.3,0,96,9,2
Blidi Wreh-Wilson,7851,CB,ATL,4,0,0,2,53.3,0,0,2,2.4,0.0,0,0,0.0,0,82,2,0,0,59.5,0,0,1,3.0,0.0,0,0.0,0,33,1,0
Damontre Moore,7862,ED,SEA,5,0,1,29,66.3,4,5,104,96.4,11.5,12,2,5.3,1,110,106,10,0,74.2,4,5,65,97.1,16.9,11,8.5,1,68,66,10
John Jenkins,7863,DI,CHI,3,0,0,6,55.5,0,1,32,97.1,3.1,1,0,1.6,0,34,33,1,0,63.5,0,1,8,100.0,12.5,1,6.3,0,8,8,1
Logan Ryan,7864,S,NYG,6,0,0,21,58.8,1,1,9,4.2,22.2,2,0,22.2,1,214,9,3,0,55.3,0,0,2,2.5,0.0,0,0.0,0,79,2,0
Shawn Williams,7865,S,CIN,3,0,0,7,49.7,0,0,6,17.9,0.0,0,0,0.0,0,39,7,0,0,54.7,0,0,1,10.0,0.0,0,0.0,0,20,2,0
Duron Harmon,7872,S,DET,5,0,0,11,69.1,1,0,2,1.1,0.0,0,0,25.0,0,190,2,1,0,65.9,1,0,1,1.1,0.0,0,50.0,0,94,1,1
Brandon Williams,7875,DI,BLT,5,0,0,3,61.1,1,2,81,100.0,4.9,4,0,1.9,0,84,84,3,0,69.7,1,1,30,100.0,10.0,3,3.3,0,32,32,2
Alex Okafor,7885,ED,KC,4,0,0,16,62.8,2,6,49,98.1,22.4,11,0,10.2,1,53,52,9,0,72.6,2,4,27,96.7,33.3,9,14.8,1,30,29,7
William Gholston,7908,DI,TB,6,0,1,30,79.7,8,6,110,98.3,18.2,20,1,8.2,2,115,113,16,0,77.4,3,3,39,97.6,25.6,10,10.3,1,42,41,7
John Simon,7911,ED,NE,5,0,0,19,49.9,1,4,77,69.3,6.5,5,0,4.5,1,114,79,6,0,55.5,1,3,37,82.6,10.8,4,8.1,1,46,38,5
Steven Means,7929,ED,ATL,6,0,0,2,64.0,3,3,103,97.4,13.6,14,1,2.9,0,114,111,6,0,75.9,1,1,30,94.4,26.7,8,3.3,0,36,34,2
A.J. Klein,7930,LB,BUF,6,0,0,4,52.5,0,1,20,18.6,5.0,1,1,2.5,0,118,22,1,0,52.5,0,1,5,11.1,0.0,0,10.0,0,45,5,1
Micah Hyde,7941,S,BUF,6,1,0,4,58.9,0,1,11,4.8,9.1,1,1,4.5,0,249,12,1,0,52.9,0,0,5,4.5,0.0,0,0.0,0,110,5,0
Vince Williams,7988,LB,PIT,5,0,0,25,66.2,1,2,23,16.4,17.4,4,1,15.2,2,146,24,5,0,62.1,1,1,6,10.5,33.3,2,16.7,0,57,6,2
