player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Jaire Alexander,49350,CB,GB,2,0,12,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,1,62,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Jimmy Moreland,28704,CB,WAS,2,0,32,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.1,1,93,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jonathan Jones,11217,CB,NE,2,0,19,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.7,1,59,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Krys Barnes,42548,LB,GB,2,0,12,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,9.1,1,11,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Duron Harmon,7872,S,DET,2,0,11,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,1,73,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Jalen Mills,10867,S,PHI,2,0,24,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,3.0,2,66,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Justin Simmons,10732,S,DEN,2,0,10,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.1,1,87,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Vernon Hargreaves III,10645,CB,HST,2,0,13,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,2.0,1,51,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
A.J. Terrell,55586,CB,ATL,2,0,2,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.1,1,88,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Dorian O'Daniel,51487,LB,KC,2,0,16,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,60.0,3,5,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
