player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Thomas Davis Sr.,2231,LB,WAS,1,0,6.0,0,0,32,66.1,37.9,68.1,,32.5,76.1,0.0,0,0,15,15,0.0,0,1
Johnathan Joseph,2969,CB,TEN,3,2,3.3,0,0,31,61.3,60.2,81.0,56.5,55.4,29.7,14.3,1,0,57,58,3.5,2,4
Calais Campbell,4364,DI,BLT,3,2,0.6,0,0,3,69.6,79.6,39.1,60.9,89.7,57.3,10.0,1,1,37,37,18.9,7,7
Brandon Carr,4454,S,DAL,2,0,0.0,0,0,9,48.6,53.7,74.8,,68.7,72.8,0.0,0,1,9,9,11.1,1,1
Malcolm Jenkins,4937,S,NO,3,1,6.2,0,0,20,47.4,51.5,82.7,75.3,50.4,70.8,16.7,2,2,83,83,4.8,4,9
Jason McCourty,5127,CB,NE,3,0,9.3,0,0,19,59.7,62.9,77.7,56.3,73.0,82.8,0.0,0,0,38,39,2.6,1,4
Steve McLendon,5232,DI,NYJ,3,2,3.6,0,0,22,60.0,72.9,80.0,63.7,74.1,38.1,9.1,1,0,48,50,12.5,6,8
Ndamukong Suh,5527,DI,TB,3,0,4.6,0,0,30,52.8,53.8,18.4,64.0,54.2,50.6,0.0,0,2,47,48,2.1,1,5
Joe Haden,5532,CB,PIT,3,1,,0,0,25,59.6,55.9,80.4,,33.1,81.1,0.0,0,2,54,54,0.0,0,0
Tyson Alualu,5535,DI,PIT,3,0,0.1,0,0,25,73.4,91.3,79.5,79.7,89.1,74.6,0.0,0,0,34,34,17.6,6,7
Brandon Graham,5538,ED,PHI,3,0,0.2,0,0,24,60.1,68.3,49.2,68.2,64.3,29.9,28.6,2,1,52,53,7.7,4,5
Jason Pierre-Paul,5540,ED,TB,3,4,2.0,0,0,30,65.4,65.9,52.3,66.4,60.6,61.8,16.7,1,1,58,58,1.7,1,1
Kareem Jackson,5545,S,DEN,3,1,4.8,0,0,10,54.6,60.8,87.2,,76.3,60.4,18.2,2,0,79,82,5.1,4,8
Devin McCourty,5552,S,NE,3,2,8.0,0,0,19,73.1,72.2,79.4,55.5,56.8,44.7,25.0,1,0,68,69,0.0,0,1
Jerry Hughes,5556,ED,BUF,3,2,3.0,0,0,4,70.2,72.2,84.8,74.0,48.1,38.8,28.6,2,0,42,43,7.1,3,3
Patrick Robinson,5557,CB,NO,1,0,,0,0,20,32.6,38.4,70.5,,63.8,71.6,,0,1,3,3,0.0,0,0
Linval Joseph,5571,DI,LAC,3,1,4.9,0,0,27,60.0,66.4,81.6,63.1,63.3,51.5,11.1,1,0,47,47,8.5,4,7
Carlos Dunlap,5579,ED,CIN,3,3,4.4,0,0,7,36.6,49.6,84.7,53.5,57.1,79.2,0.0,0,0,61,62,8.2,5,8
Corey Peters,5607,DI,ARZ,3,2,0.0,0,0,1,60.0,69.0,82.7,60.0,69.7,72.4,0.0,0,0,51,52,3.9,2,2
Everson Griffen,5624,ED,DAL,3,3,0.7,0,0,9,62.0,49.3,13.5,57.3,52.1,52.6,10.0,1,2,51,51,9.8,5,6
Anthony Levine,6013,S,BLT,2,0,,1,0,3,26.0,26.9,72.8,,60.0,,,0,1,3,3,0.0,0,0
Andrew Sendejo,6118,S,CLV,3,0,13.0,0,0,8,53.5,45.1,7.6,56.1,34.6,57.8,66.7,2,1,69,70,0.0,0,1
Patrick Peterson,6157,CB,ARZ,3,1,,1,0,1,51.5,50.3,82.1,56.5,45.6,27.3,66.7,2,1,72,73,0.0,0,0
Aldon Smith,6159,ED,DAL,3,5,4.3,1,0,9,54.7,65.5,15.1,72.1,63.1,54.2,17.6,3,2,70,70,7.1,5,9
J.J. Watt,6163,ED,HST,3,2,1.2,0,0,13,,68.8,53.4,60.3,74.1,27.8,27.3,3,1,78,78,6.4,5,6
Robert Quinn,6166,ED,CHI,2,0,,0,0,6,,78.2,81.6,78.4,52.9,69.2,,0,0,9,9,0.0,0,0
Ryan Kerrigan,6168,ED,WAS,3,1,2.0,0,0,32,63.6,60.1,30.8,67.9,50.3,49.2,33.3,1,1,38,40,2.6,1,1
Adrian Clayborn,6172,ED,CLV,3,2,-2.0,0,0,8,60.1,73.4,80.0,60.5,82.3,74.0,0.0,0,0,17,17,5.9,1,1
Cameron Jordan,6176,ED,NO,3,2,1.0,0,0,20,62.1,68.5,4.1,62.0,80.5,36.4,9.1,1,3,69,69,10.1,7,8
Jimmy Smith,6179,CB,BLT,3,0,2.0,0,0,3,71.2,69.1,0.0,52.4,65.0,62.9,0.0,0,1,32,32,3.1,1,1
Cameron Heyward,6183,DI,PIT,3,2,1.3,0,0,25,61.4,85.2,80.9,80.0,67.4,72.4,0.0,0,0,40,40,7.5,3,4
Justin Houston,6222,ED,IND,3,2,1.0,0,0,14,60.7,61.3,84.3,61.0,56.2,57.6,25.0,1,0,32,34,3.1,1,1
Jurrell Casey,6229,DI,DEN,3,2,3.3,0,0,10,60.0,74.4,82.1,67.6,70.1,58.4,8.3,1,0,59,62,8.5,5,9
Allen Bailey,6238,DI,ATL,3,0,2.0,0,0,2,60.2,47.1,80.7,50.2,48.4,71.6,0.0,0,0,22,23,13.6,3,3
K.J. Wright,6251,LB,SEA,3,2,1.8,0,0,29,63.2,66.5,79.8,49.6,73.6,68.8,0.0,0,0,50,51,6.0,3,4
Buster Skrine,6289,CB,CHI,3,2,3.0,1,0,6,54.3,57.2,79.5,51.2,71.9,79.2,20.0,1,2,34,35,2.9,1,2
Richard Sherman,6306,CB,SF,1,0,7.0,0,0,28,67.9,68.8,78.4,,67.6,37.7,0.0,0,0,23,25,0.0,0,1
Pernell McPhee,6317,ED,BLT,3,3,9.3,0,0,3,46.7,71.9,80.3,64.5,81.0,30.9,14.3,1,0,22,22,4.5,1,3
Lawrence Guy,6385,DI,NE,3,3,2.8,0,0,19,,65.6,81.0,66.1,60.5,52.8,10.0,1,0,49,49,6.1,3,6
Malcolm Smith,6394,LB,CLV,3,3,3.3,0,0,8,73.1,69.3,75.8,66.8,51.9,57.3,0.0,0,0,25,25,0.0,0,3
Chris Harris Jr.,6457,CB,LAC,3,1,3.5,0,0,27,52.9,53.2,80.2,83.0,45.9,62.6,28.6,2,0,55,55,3.6,2,4
Josh Bynes,6503,LB,CIN,3,8,3.6,0,0,7,57.8,57.8,1.2,60.5,61.8,64.9,10.5,2,1,89,90,5.6,5,9
Nick Bellore,6515,FB,SEA,1,0,,0,0,29,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Mario Addison,6558,ED,BUF,3,1,-1.0,0,0,4,50.2,73.9,37.6,78.0,65.1,77.0,0.0,0,1,28,30,7.1,2,2
Stephon Gilmore,7016,CB,NE,3,0,0.0,0,0,19,51.8,55.3,82.3,,74.1,42.3,0.0,0,3,65,66,1.5,1,1
Dontari Poe,7017,DI,DAL,3,2,3.0,0,0,9,59.5,56.1,81.9,53.7,58.5,28.9,16.7,1,0,49,49,2.0,1,3
