player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,8,0,3,2,66.7,3,3,100.0,28,73.7,0,0,,23,22,95.7,0,3,3,100.0,11,10,90.9,2,2,100.0
Stephen Gostkowski,3063,K,TEN,7,0,6,5,83.3,5,1,20.0,31,45.5,0,0,,22,20,90.9,0,4,3,75.0,17,10,58.8,2,1,50.0
Matt Prater,3471,K,DET,7,0,5,2,40.0,5,3,60.0,11,62.7,0,0,,19,19,100.0,0,5,5,100.0,17,12,70.6,2,2,100.0
Nick Folk,3794,K,NE,7,0,1,0,0.0,6,5,83.3,19,55.1,0,0,,12,11,91.7,0,4,4,100.0,13,11,84.6,2,2,100.0
Mason Crosby,3809,K,GB,7,0,1,1,100.0,4,4,100.0,12,74.0,0,0,,25,24,96.0,0,4,4,100.0,9,9,100.0,0,0,
Stephen Hauschka,4655,K,JAX,1,0,0,0,,1,0,0.0,15,28.9,0,0,,2,2,100.0,0,0,0,,2,0,0.0,1,0,0.0
Ryan Succop,5180,K,TB,8,0,2,1,50.0,5,4,80.0,30,75.3,0,0,,27,26,96.3,0,7,7,100.0,17,15,88.2,3,3,100.0
Graham Gano,5443,K,NYG,8,0,5,4,80.0,2,2,100.0,21,78.0,0,0,,11,11,100.0,0,6,6,100.0,17,16,94.1,4,4,100.0
Dan Bailey,6796,K,MIN,7,0,2,1,50.0,3,2,66.7,18,60.6,0,0,,15,15,100.0,0,2,2,100.0,8,6,75.0,1,1,100.0
Kai Forbath,6860,K,LA,1,0,0,0,,1,0,0.0,26,49.8,0,0,,2,2,100.0,0,0,0,,2,1,50.0,1,1,100.0
Randy Bullock,7154,K,CIN,8,0,2,2,100.0,7,6,85.7,7,70.4,0,0,,20,20,100.0,0,8,7,87.5,20,18,90.0,3,3,100.0
Greg Zuerlein,7163,K,DAL,8,0,4,1,25.0,7,7,100.0,9,72.5,0,0,,16,14,87.5,0,4,4,100.0,16,13,81.3,1,1,100.0
Justin Tucker,7604,K,BLT,7,0,3,2,66.7,7,7,100.0,3,84.2,0,0,,23,23,100.0,0,3,3,100.0,15,14,93.3,2,2,100.0
Dustin Hopkins,7958,K,WAS,7,0,1,0,0.0,6,3,50.0,32,40.9,0,0,,12,11,91.7,0,3,3,100.0,12,8,66.7,2,2,100.0
Brandon McManus,8437,K,DEN,7,0,6,5,83.3,5,5,100.0,10,81.2,0,0,,14,13,92.9,0,1,1,100.0,15,14,93.3,3,3,100.0
Sergio Castillo Jr.,8894,K,NYJ,2,0,1,1,100.0,2,1,50.0,22,75.5,0,0,,1,1,100.0,0,1,1,100.0,5,4,80.0,1,1,100.0
