player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Alex Cappa,66578,G,TB,12,1,30,65.6,11,11,494,100.0,100.0,97.8,1,22,0,530,530,54.5,9,9,230,100.0,100.0,96.1,18,0,253,253
Tristan Wirfs,64818,T,TB,12,0,30,79.1,7,11,494,100.0,100.0,98.0,0,19,1,530,530,73.6,4,8,230,100.0,100.0,97.0,13,1,253,253
Ryan Jensen,7985,C,TB,12,0,30,52.3,4,10,492,100.0,100.0,98.0,4,17,3,528,528,33.1,3,10,230,100.0,100.0,95.9,16,3,253,253
Connor Williams,46216,G,DAL,11,0,9,65.9,2,17,505,100.0,100.0,97.5,1,22,3,526,526,58.5,2,13,234,100.0,100.0,95.9,17,2,241,241
Jason Kelce,6343,C,PHI,11,0,24,58.2,3,7,489,100.0,100.0,98.2,0,14,4,525,525,64.1,0,5,219,100.0,100.0,97.5,8,3,238,238
Donovan Smith,9467,T,TB,12,1,30,66.9,8,20,489,100.0,100.0,96.1,2,33,5,525,525,60.1,4,14,230,100.0,100.0,94.3,22,4,253,253
Forrest Lamp,11793,G,LAC,11,0,27,65.5,8,13,477,100.0,100.0,97.4,0,23,2,512,512,44.5,4,10,179,100.0,100.0,95.0,16,2,194,194
Dan Feeney,11826,C,LAC,11,0,27,50.7,2,16,477,100.0,100.0,97.5,2,21,3,512,512,34.5,1,11,179,100.0,100.0,95.0,15,3,194,194
Eric Fisher,7783,T,KC,11,0,16,71.2,6,20,477,99.8,99.8,96.9,2,28,2,510,511,62.1,4,14,181,100.0,100.0,94.5,19,1,199,199
Sam Tevi,11945,T,LAC,11,0,27,59.5,7,16,473,100.0,100.0,97.1,2,25,2,507,507,53.8,4,9,176,100.0,100.0,95.2,15,2,190,190
Germain Ifedi,10665,G,CHI,11,0,6,64.4,4,16,485,100.0,100.0,97.7,0,21,1,505,505,67.5,2,10,190,100.0,100.0,96.3,13,1,199,199
Charles Leno Jr.,8880,T,CHI,11,0,6,68.8,6,24,485,100.0,100.0,96.3,1,33,3,505,505,60.3,4,15,190,100.0,100.0,93.9,21,2,199,199
Jake Matthews,8641,T,ATL,11,0,2,82.6,4,16,469,100.0,100.0,97.4,0,22,2,497,497,80.3,1,8,197,100.0,100.0,97.2,10,1,210,210
Chris Lindstrom,46692,G,ATL,11,0,2,73.5,6,10,469,100.0,100.0,97.7,0,19,3,497,497,53.6,6,7,197,100.0,100.0,95.2,16,3,210,210
Alex Mack,4944,C,ATL,11,0,2,56.3,7,11,468,100.0,100.0,97.9,1,19,1,496,496,54.4,6,6,196,100.0,100.0,96.4,13,1,209,209
Duane Brown,4340,T,SEA,11,0,29,83.9,5,16,464,100.0,100.0,97.5,0,22,1,491,491,82.7,3,10,201,100.0,100.0,96.3,14,1,216,216
Jawaan Taylor,41665,T,JAX,11,1,15,48.5,5,35,463,100.0,100.0,94.4,3,46,6,489,489,52.1,3,23,228,100.0,100.0,92.5,30,4,236,236
Taylor Moton,11819,T,CAR,12,1,5,80.1,0,9,457,100.0,100.0,98.6,1,11,2,487,487,76.3,0,5,171,100.0,100.0,97.4,7,2,181,181
Matt Paradis,8841,C,CAR,12,0,5,78.0,1,5,455,100.0,100.0,99.1,1,7,1,485,485,80.5,0,3,170,100.0,100.0,98.5,4,1,180,180
Matt Feiler,9289,G,PIT,11,0,25,76.4,1,8,450,100.0,100.0,98.6,0,11,2,484,484,64.2,1,6,155,100.0,100.0,96.5,9,2,173,173
Alejandro Villanueva,9091,T,PIT,11,0,25,80.1,9,16,449,99.8,99.8,96.8,1,27,2,483,484,69.0,5,11,155,100.0,100.0,94.2,17,1,173,173
Frank Ragnow,39137,C,DET,11,1,11,73.4,1,8,437,100.0,100.0,99.0,1,9,0,474,474,58.6,1,5,189,100.0,100.0,98.4,6,0,202,202
Taylor Decker,10650,T,DET,11,0,11,85.6,6,10,437,100.0,100.0,97.7,1,18,2,474,474,77.8,5,7,189,100.0,100.0,95.8,14,2,202,202
Kelvin Beachum,7229,T,ARZ,11,0,1,78.2,3,13,435,100.0,100.0,97.9,3,17,1,471,471,80.4,0,6,150,100.0,100.0,98.0,6,0,161,161
D.J. Humphries,9457,T,ARZ,11,0,1,78.6,2,13,435,100.0,100.0,97.8,0,17,2,471,471,87.3,0,4,150,100.0,100.0,98.0,5,1,161,161
Michael Jordan,28021,G,CIN,10,0,7,45.5,14,17,449,100.0,100.0,96.3,0,32,1,470,470,41.2,11,10,199,100.0,100.0,94.2,22,1,211,211
Daryl Williams,9535,T,BUF,11,0,4,78.5,1,13,437,100.0,100.0,97.7,2,17,3,468,468,70.0,0,12,164,100.0,100.0,94.5,15,3,185,185
Morgan Moses,8701,T,WAS,11,1,32,69.3,9,10,436,100.0,100.0,96.9,2,23,4,461,461,60.1,6,5,168,100.0,100.0,94.9,14,3,176,176
Chase Roullier,11954,C,WAS,11,1,32,82.3,3,7,436,100.0,100.0,98.6,1,11,1,461,461,73.5,2,4,168,100.0,100.0,97.6,7,1,176,176
Andrew Wylie,12333,G,KC,10,0,16,60.7,6,16,430,100.0,100.0,97.2,2,23,1,461,461,45.9,2,15,165,100.0,100.0,94.2,18,1,182,182
Nick Martin,10684,C,HST,11,0,13,79.3,0,12,433,100.0,100.0,98.4,2,13,1,457,457,76.9,0,6,201,100.0,100.0,98.0,7,1,214,214
Dion Dawkins,11818,T,BUF,11,1,4,74.8,3,16,428,100.0,100.0,96.8,1,23,4,457,457,75.4,1,6,158,100.0,100.0,96.5,9,2,178,178
Nick Gates,29476,C,NYG,11,1,21,56.3,0,14,424,100.0,100.0,98.3,2,14,0,457,457,65.2,0,7,175,100.0,100.0,98.0,7,0,189,189
Jonah Jackson,37070,G,DET,11,0,11,54.3,4,15,421,100.0,100.0,96.6,0,24,5,455,455,46.9,3,12,180,100.0,100.0,94.2,18,3,191,191
Tytus Howard,25472,T,HST,11,1,13,66.2,2,28,430,100.0,100.0,96.0,3,32,2,454,454,57.6,1,22,200,100.0,100.0,93.2,25,2,213,213
Kevin Zeitler,7032,G,NYG,11,0,21,66.3,1,21,420,100.0,100.0,97.4,0,22,0,453,453,57.7,1,20,174,100.0,100.0,94.0,21,0,188,188
Zach Fulton,8828,G,HST,11,1,13,57.4,1,22,428,100.0,100.0,95.9,1,29,6,452,452,42.9,1,16,198,100.0,100.0,93.2,22,5,211,211
