player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Thomas Davis Sr.,2231,LB,WAS,3,0,0,32,57.9,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Johnathan Joseph,2969,CB,ARZ,8,0,0,1,55.7,0,0,4,1.6,0.0,0,1,0.0,0,249,4,0,0,58.8,0,0,1,1.1,0.0,0,0.0,0,89,1,0
Tramon Williams,3558,CB,BLT,1,0,0,3,60.0,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Calais Campbell,4364,DI,BLT,8,5,0,3,67.0,3,10,202,96.9,9.9,20,2,4.7,3,225,218,16,2,64.6,1,7,90,99.1,12.2,11,6.7,2,106,105,10
Malcolm Jenkins,4937,S,NO,9,0,0,20,61.9,1,8,44,12.1,18.2,8,2,14.8,2,379,46,11,0,50.2,0,4,18,11.8,16.7,3,16.7,1,161,19,5
Jason McCourty,5127,CB,NE,9,0,0,19,54.2,0,0,3,1.3,0.0,0,1,0.0,0,234,3,0,0,58.3,0,0,1,1.1,0.0,0,0.0,0,89,1,0
Steve McLendon,5232,DI,TB,10,0,0,30,69.2,0,7,124,98.6,9.7,12,2,2.8,0,140,138,7,0,61.3,0,2,33,94.6,12.1,4,3.0,0,37,35,2
Ndamukong Suh,5527,DI,TB,10,0,1,30,65.3,8,14,318,99.1,10.7,34,3,4.7,4,340,337,26,0,68.7,6,10,143,99.4,14.7,21,8.4,4,155,154,20
Tyson Alualu,5535,DI,PIT,8,3,0,25,79.0,2,5,107,100.0,13.1,14,0,4.2,1,113,113,8,2,90.5,2,4,44,100.0,25.0,11,9.1,1,47,47,7
Brandon Graham,5538,ED,PHI,9,0,0,24,83.4,6,22,231,97.2,19.9,46,2,9.1,7,253,246,35,0,90.7,4,11,80,97.8,28.8,23,14.4,4,90,88,19
Jason Pierre-Paul,5540,ED,TB,10,0,0,30,70.2,2,20,307,85.4,11.7,36,1,6.2,8,383,327,30,0,79.9,1,16,132,89.9,18.9,25,10.2,5,159,143,22
Kareem Jackson,5545,S,DEN,9,0,0,10,51.4,0,1,4,1.1,0.0,0,1,12.5,0,373,4,1,0,60.0,0,1,2,1.3,0.0,0,25.0,0,156,2,1
Devin McCourty,5552,S,NE,9,0,0,19,49.3,0,1,8,2.7,0.0,0,1,6.3,0,297,8,1,0,53.7,0,1,3,2.5,0.0,0,16.7,0,119,3,1
Jerry Hughes,5556,ED,BUF,10,2,2,4,81.5,6,23,233,94.3,17.6,41,4,7.9,4,263,248,33,0,83.6,5,16,111,94.4,27.9,31,12.2,3,126,119,24
Linval Joseph,5571,DI,LAC,9,0,0,27,63.1,2,14,252,99.2,8.3,21,0,3.2,0,265,263,16,0,61.4,2,10,118,100.0,11.0,13,5.1,0,124,124,12
Carlos Dunlap,5579,ED,SEA,9,2,0,29,57.6,4,11,238,97.3,10.1,24,2,4.8,4,261,254,19,2,64.0,1,7,99,98.1,17.2,17,8.1,4,107,105,12
Corey Peters,5607,DI,ARZ,9,0,1,1,64.7,2,10,219,99.2,7.8,17,2,3.7,2,238,236,14,0,64.0,1,8,100,100.0,12.0,12,5.5,1,111,111,10
Everson Griffen,5624,ED,DET,9,2,0,11,66.4,7,12,194,96.4,13.9,27,2,7.0,4,222,214,23,0,70.0,4,7,86,100.0,20.9,18,9.9,3,92,92,14
Geno Atkins,5643,DI,CIN,4,0,0,7,64.2,0,2,60,100.0,10.0,6,0,1.7,0,63,63,2,0,66.2,0,2,30,100.0,16.7,5,3.3,0,32,32,2
Andrew Sendejo,6118,S,CLV,9,0,0,8,54.6,0,0,3,0.8,0.0,0,1,0.0,0,374,3,0,0,58.3,0,0,1,0.6,0.0,0,0.0,0,160,1,0
Patrick Peterson,6157,CB,ARZ,9,0,3,1,52.5,0,0,4,0.9,0.0,0,5,0.0,0,425,4,0,0,,0,0,0,0.0,,0,,0,204,0,0
Aldon Smith,6159,ED,DAL,9,2,2,9,68.6,6,19,228,92.9,15.4,35,4,7.2,4,266,247,29,0,77.0,6,10,89,98.0,28.1,25,13.5,4,102,100,20
J.J. Watt,6163,ED,HST,9,3,0,13,68.7,5,19,302,99.7,11.3,34,1,5.3,4,320,319,28,1,68.8,1,9,109,100.0,15.6,17,7.3,3,115,115,13
Robert Quinn,6166,ED,CHI,9,0,0,6,63.4,3,10,194,96.8,10.3,20,2,3.9,1,216,209,14,0,65.6,2,8,109,98.3,13.8,15,5.5,1,121,119,11
Ryan Kerrigan,6168,ED,WAS,9,0,0,32,69.0,0,7,111,95.8,16.2,18,1,7.7,5,119,114,12,0,75.6,0,4,37,90.2,24.3,9,13.5,3,41,37,7
Corey Liuget,6170,DI,HST,2,0,0,13,68.9,0,1,8,100.0,25.0,2,0,18.8,1,8,8,2,0,60.0,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Adrian Clayborn,6172,ED,CLV,8,0,0,8,54.3,0,3,110,98.3,7.3,8,0,3.2,2,116,114,5,0,54.6,0,1,54,100.0,9.3,5,4.6,2,55,55,3
Cameron Jordan,6176,ED,NO,9,0,0,20,69.7,3,25,288,96.9,14.9,43,4,5.9,3,320,310,31,0,74.8,0,16,124,99.3,21.0,26,8.9,3,139,138,19
Jimmy Smith,6179,CB,BLT,8,0,0,3,63.6,0,0,4,1.4,25.0,1,1,25.0,1,293,4,1,0,63.6,0,0,4,2.9,25.0,1,25.0,1,140,4,1
Cameron Heyward,6183,DI,PIT,9,0,0,25,74.8,10,21,301,99.4,15.6,47,1,6.1,3,320,318,34,0,76.0,7,15,166,99.4,19.3,32,7.8,2,176,175,24
Jabaal Sheard,6189,ED,NYG,4,1,0,21,52.9,2,3,61,97.1,8.2,5,1,4.1,0,69,67,5,1,51.9,0,1,41,100.0,4.9,2,1.2,0,45,45,1
Marcus Gilchrist,6202,S,BLT,2,0,0,3,60.0,0,1,1,2.6,0.0,0,0,50.0,0,38,1,1,0,60.0,0,1,1,4.0,0.0,0,50.0,0,25,1,1
Justin Houston,6222,ED,IND,9,0,0,14,61.8,3,6,208,96.4,10.1,21,0,4.1,4,225,217,13,0,58.8,2,4,96,97.2,12.5,12,6.3,3,106,103,9
Jurrell Casey,6229,DI,DEN,3,3,0,10,67.6,2,3,92,100.0,8.7,8,0,2.7,0,94,94,5,2,67.2,1,2,37,100.0,13.5,5,4.1,0,39,39,3
Allen Bailey,6238,DI,ATL,9,0,0,2,57.6,2,3,159,98.3,8.2,13,0,2.2,1,173,170,6,0,53.5,2,2,69,100.0,8.7,6,2.9,0,74,74,4
K.J. Wright,6251,LB,SEA,9,2,0,29,62.3,0,3,52,14.0,5.8,3,1,4.8,1,394,55,4,0,53.1,0,1,12,8.9,8.3,1,4.2,0,146,13,1
Buster Skrine,6289,CB,CHI,10,0,1,6,44.5,0,0,7,2.5,0.0,0,4,0.0,0,318,8,0,0,52.0,0,0,2,1.2,0.0,0,0.0,0,172,2,0
Pernell McPhee,6317,ED,BLT,9,1,0,3,67.5,7,15,183,91.7,16.4,30,1,7.1,2,216,198,24,0,68.5,4,11,85,91.3,24.7,21,10.0,1,104,95,16
Lawrence Guy,6385,DI,NE,8,0,0,19,61.4,3,6,129,99.2,10.9,14,0,4.3,1,132,131,10,0,59.8,1,3,40,97.6,12.5,5,5.0,0,42,41,4
Malcolm Smith,6394,LB,CLV,9,0,0,8,54.4,0,2,23,11.0,4.3,1,0,4.3,0,219,24,2,0,70.4,0,2,6,5.7,16.7,1,16.7,0,106,6,2
Chris Harris Jr.,6457,CB,LAC,3,0,0,27,83.0,1,0,5,4.0,40.0,2,0,10.0,0,126,5,1,0,69.0,1,0,4,6.6,25.0,1,12.5,0,61,4,1
Josh Bynes,6503,LB,CIN,9,0,0,7,60.8,0,3,17,9.5,11.8,2,2,8.8,0,211,20,3,0,51.5,0,1,5,8.9,20.0,1,10.0,0,56,5,1
Mario Addison,6558,ED,BUF,10,3,0,4,69.9,4,19,224,91.4,15.6,35,2,7.4,5,268,245,28,1,60.7,2,10,108,92.3,18.5,20,9.3,4,130,120,16
Craig Robertson,7003,LB,NO,1,0,0,20,59.6,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,,,0,,0,0,0,0
Stephon Gilmore,7016,CB,NE,6,0,0,19,56.8,0,1,2,1.0,0.0,0,4,25.0,0,204,2,1,0,59.1,0,0,1,1.2,0.0,0,0.0,0,81,1,0
Dontari Poe,7017,DI,DAL,7,0,0,9,48.6,0,1,121,99.3,1.7,2,0,0.4,0,135,134,1,0,53.5,0,1,34,100.0,5.9,2,1.5,0,39,39,1
Fletcher Cox,7018,DI,PHI,9,1,0,24,71.7,4,20,271,99.0,13.7,37,1,6.3,5,296,293,29,1,80.5,2,12,96,100.0,24.0,23,10.4,3,106,106,17
Michael Brockers,7020,DI,LA,9,0,0,26,65.2,2,14,221,100.0,10.9,24,0,5.0,3,230,230,19,0,73.0,2,11,93,100.0,20.4,19,10.2,3,95,95,16
Bruce Irvin,7021,ED,SEA,2,0,0,29,56.5,3,2,60,73.8,10.0,6,0,4.2,0,84,62,5,0,56.7,1,2,27,84.8,14.8,4,5.6,0,33,28,3
Dre Kirkpatrick,7023,CB,ARZ,8,0,1,1,74.6,0,1,2,1.0,50.0,1,4,25.0,0,293,3,1,0,74.6,0,1,2,2.0,50.0,1,25.0,0,150,3,1
Melvin Ingram III,7024,ED,LAC,6,1,0,27,80.2,5,21,189,96.6,19.0,36,1,6.9,0,208,201,26,0,80.4,3,15,94,99.0,26.6,25,9.6,0,102,101,18
Chandler Jones,7027,ED,ARZ,5,0,0,1,63.1,4,5,151,97.6,11.9,18,1,3.6,1,170,166,10,0,65.9,4,3,63,97.3,19.0,12,5.6,0,75,73,7
Whitney Mercilus,7031,ED,HST,8,0,0,13,58.2,6,7,196,92.4,11.2,22,0,5.4,4,223,206,17,0,61.3,2,4,72,96.3,16.7,12,6.9,2,80,77,8
Derek Wolfe,7040,DI,BLT,7,0,0,3,49.4,2,6,163,97.7,6.1,10,0,3.1,1,177,173,9,0,53.4,0,5,71,97.5,9.9,7,4.9,1,79,77,6
Bobby Wagner,7050,LB,SEA,9,1,0,29,89.6,4,7,65,14.4,23.1,15,1,13.1,3,465,67,14,0,83.6,1,4,25,14.3,36.0,9,18.0,2,175,25,7
Lavonte David,7060,LB,TB,10,1,0,30,52.6,1,1,60,14.7,6.7,4,0,5.0,2,422,62,4,0,54.7,1,1,27,15.1,11.1,3,7.4,1,179,27,3
Vinny Curry,7061,ED,PHI,5,0,0,24,75.7,1,6,71,96.2,15.5,11,0,9.2,3,79,76,10,0,59.8,0,2,22,100.0,13.6,3,4.5,0,24,24,2
Casey Hayward Jr.,7064,CB,LAC,9,0,0,27,55.5,0,1,2,0.6,0.0,0,0,25.0,0,345,2,1,0,58.7,0,0,1,0.6,0.0,0,0.0,0,163,1,0
Olivier Vernon,7074,ED,CLV,7,1,0,8,58.3,2,14,207,90.7,10.1,21,2,4.8,2,236,214,18,0,65.6,2,9,84,93.6,17.9,15,8.9,2,94,88,13
Demario Davis,7079,LB,NO,9,1,1,20,74.8,4,12,78,21.4,19.2,15,2,14.1,3,379,81,19,1,81.1,3,8,40,26.1,27.5,11,21.3,3,161,42,14
Tyrone Crawford,7083,DI,DAL,9,0,0,9,64.6,1,11,164,99.5,11.0,18,1,3.7,0,186,185,12,0,67.5,1,7,65,100.0,13.8,9,6.2,0,75,75,8
Akiem Hicks,7090,DI,CHI,10,1,2,6,73.3,10,21,316,99.7,15.5,49,9,6.2,4,338,337,35,0,73.1,7,12,149,100.0,19.5,29,8.4,3,160,160,22
Mike Daniels,7132,DI,CIN,5,0,0,7,60.4,0,2,80,98.8,7.5,6,0,1.3,0,86,85,2,0,58.1,0,1,23,96.2,8.7,2,2.2,0,26,25,1
Tahir Whitehead,7135,LB,CAR,10,0,1,5,53.6,2,0,17,9.8,11.8,2,4,5.9,0,184,18,2,0,51.0,0,0,6,16.7,0.0,0,0.0,0,36,6,0
Jack Crawford,7151,ED,TEN,9,0,0,31,52.3,6,4,144,99.4,6.9,10,1,4.2,1,154,153,11,0,53.9,4,1,44,100.0,9.1,4,5.7,0,47,47,5
Danny Trevathan,7177,LB,CHI,10,0,0,6,53.6,1,3,20,7.5,0.0,0,1,10.0,0,307,23,4,0,53.7,1,1,10,9.0,0.0,0,10.0,0,122,11,2
Billy Winn,7190,DI,GB,3,1,0,12,69.1,0,1,13,92.9,7.7,1,0,3.8,0,14,13,1,0,54.8,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Nate Ebner,7193,S,NYG,4,0,0,21,55.0,0,0,2,7.4,0.0,0,0,0.0,0,27,2,0,0,55.0,0,0,2,11.1,0.0,0,0.0,0,18,2,0
Rodney McLeod,7271,S,PHI,9,0,0,24,58.0,0,2,15,4.2,0.0,0,1,6.7,0,377,16,2,0,70.0,0,1,4,3.1,0.0,0,12.5,0,127,4,1
Michael Thomas,7279,S,HST,6,0,0,13,50.6,0,2,17,18.5,5.9,1,1,5.9,0,92,17,2,0,59.2,0,1,6,12.8,16.7,1,8.3,0,47,6,1
Tashaun Gipson Sr.,7288,S,CHI,10,0,0,6,52.2,0,1,6,1.4,0.0,0,1,8.3,0,415,6,1,0,55.0,0,0,2,1.1,0.0,0,0.0,0,189,2,0
L.J. Fort,7292,LB,BLT,7,0,0,3,56.4,1,3,25,21.7,8.0,2,0,8.0,0,120,26,4,0,65.2,1,3,10,19.2,20.0,2,20.0,0,52,10,4
Damon Harrison Sr.,7355,DI,SEA,1,0,0,29,53.7,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,,0,0,0,,,0,,0,0,0,0
Harrison Smith,7641,S,MIN,9,0,0,18,74.7,4,5,21,6.0,14.3,3,2,21.4,0,352,21,9,0,90.1,3,1,6,4.7,0.0,0,33.3,0,128,6,4
Malik Jackson,7647,DI,PHI,8,0,0,24,72.0,9,10,171,99.5,14.6,25,5,6.7,2,184,183,21,0,85.8,6,3,50,100.0,28.0,14,13.0,2,57,57,11
Dion Jordan,7785,ED,SF,8,1,0,28,58.5,2,4,117,99.2,12.8,15,1,3.4,1,126,125,7,1,68.7,2,4,51,100.0,25.5,13,7.8,1,54,54,7
Barkevious Mingo,7787,ED,CHI,10,0,0,6,64.2,2,8,101,75.5,10.9,11,0,6.9,2,147,111,12,0,65.4,1,3,42,86.8,16.7,7,9.5,2,53,46,6
D.J. Hayden,7793,CB,JAX,4,0,1,15,52.0,0,0,4,3.6,0.0,0,2,0.0,0,112,4,0,0,,0,0,0,0.0,,0,,0,49,0,0
Sheldon Richardson,7794,DI,CLV,9,2,1,8,62.7,0,15,276,99.7,9.4,26,1,4.5,5,291,290,20,0,56.4,0,10,119,100.0,10.9,13,6.7,3,126,126,13
Kenny Vaccaro,7796,S,TEN,9,0,1,31,54.9,0,4,30,7.9,3.3,1,3,10.0,1,391,31,5,0,44.1,0,1,12,8.7,0.0,0,4.2,0,138,12,1
Desmond Trufant,7803,CB,DET,4,0,1,11,83.9,0,0,1,0.8,0.0,0,4,100.0,1,128,1,1,0,,0,0,0,0.0,,0,,0,49,0,0
Xavier Rhodes,7806,CB,IND,9,0,0,14,58.0,0,0,2,0.7,0.0,0,1,0.0,0,293,2,0,0,60.0,0,0,1,0.8,0.0,0,0.0,0,119,1,0
Datone Jones,7807,DI,LV,1,0,0,23,50.1,0,2,20,100.0,10.0,2,0,5.0,0,23,23,2,0,51.1,0,2,15,100.0,13.3,2,6.7,0,16,16,2
Sylvester Williams,7809,DI,DEN,4,1,0,10,59.2,0,0,33,100.0,0.0,0,0,0.0,0,35,35,0,0,53.8,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Alec Ogletree,7811,LB,NYJ,2,0,0,22,68.2,0,0,4,17.1,50.0,2,2,0.0,0,35,6,0,0,72.8,0,0,3,25.0,66.7,2,0.0,0,16,4,0
Darius Slay,7817,CB,PHI,9,0,0,24,75.5,0,1,1,0.3,0.0,0,3,50.0,0,337,1,1,0,75.5,0,1,1,0.9,0.0,0,50.0,0,112,1,1
Kawann Short,7825,DI,CAR,3,0,0,5,50.6,1,1,69,98.6,2.9,2,1,1.4,0,74,73,2,0,55.9,1,1,22,100.0,9.1,2,4.5,0,24,24,2
Kevin Minter,7826,LB,TB,5,0,0,30,75.7,0,0,1,28.6,0.0,0,1,0.0,0,7,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Johnathan Hankins,7830,DI,LV,9,0,0,23,58.3,1,5,177,99.0,6.8,12,5,1.7,0,191,189,6,0,60.6,1,4,76,100.0,11.8,9,3.3,0,81,81,5
Jon Bostic,7831,LB,WAS,9,0,0,32,71.2,2,1,31,10.3,9.7,3,1,11.3,2,310,32,5,0,68.1,1,1,11,10.4,9.1,1,18.2,1,106,11,3
Jamie Collins Sr.,7833,LB,DET,9,1,0,11,62.6,2,3,38,13.4,15.8,6,1,9.2,1,306,41,6,0,55.4,2,0,20,14.6,15.0,3,10.0,1,137,20,3
Margus Hunt,7834,DI,CIN,6,0,0,7,54.1,1,3,71,100.0,7.0,5,0,2.8,0,78,78,4,0,50.8,1,0,25,100.0,4.0,1,2.0,0,27,27,1
Jamar Taylor,7835,CB,SF,6,0,0,28,64.9,1,1,12,9.8,0.0,0,0,16.7,1,133,13,3,0,71.3,1,1,9,12.9,0.0,0,22.2,1,70,9,3
D.J. Swearinger Sr.,7838,S,NO,4,0,0,20,56.0,0,0,2,3.3,0.0,0,1,0.0,0,61,2,0,0,58.4,0,0,1,2.5,0.0,0,0.0,0,40,1,0
