player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,5,78.3,207,219,7.7,2.63,3,17,7.5,69.4,152,0,70,6.2,235,10,92,20,90.3,90.8,90.8,49.8,2,5,243,2,15.7,102.3,4.7,11,5,2,5,12,6,2.5,1769,8.1
Matt Ryan,4317,QB,ATL,5,70.6,187,196,8.7,2.57,0,16,7.7,61.2,120,0,72,9.1,217,12,75,2,47.6,75.8,74.6,60.4,0,6,229,0,19.4,79.9,6.5,14,7,2,7,7,5,2.2,1302,6.6
Tom Brady,698,QB,NE,5,75.3,190,196,10.3,2.6,1,25,11.8,67.9,133,1,50,7.0,206,10,89,19,90.2,95.0,94.4,50.0,1,6,222,1,16.0,109.5,3.9,8,2,0,4,14,2,0.9,1874,9.6
Cam Newton,6153,QB,CAR,5,66.3,187,194,11.0,3.14,1,20,9.6,58.2,113,0,71,8.9,219,11,72,5,82.4,61.2,62.9,54.7,3,6,233,2,12.7,84.3,4.1,9,16,1,2,7,15,6.4,1610,8.3
Matthew Stafford,4924,QB,DET,5,78.2,170,187,8.6,2.58,3,13,6.7,63.6,119,0,50,10.5,195,14,66,11,54.5,73.4,76.0,33.8,1,3,203,3,12.0,103.9,3.1,6,2,0,13,13,7,3.4,1449,7.7
Philip Rivers,1725,QB,SD,5,76.9,173,186,7.9,2.76,3,9,4.6,67.2,125,0,61,6.0,205,8,88,27,57.8,64.0,64.0,53.6,0,7,214,0,21.3,87.6,6.3,13,6,1,9,6,8,3.7,1536,8.3
Matt Hasselbeck,408,QB,TEN,5,70.6,177,181,8.5,2.37,2,10,5.3,64.6,117,0,31,6.4,191,8,61,31,89.9,71.3,70.4,61.9,0,4,199,1,22.6,95.9,3.7,7,3,1,1,9,8,4.0,1414,7.8
Aaron Rodgers,2241,QB,GB,5,80.5,174,180,8.6,2.72,0,18,9.6,71.7,129,0,56,7.9,205,11,74,12,90.1,87.3,90.3,44.0,0,2,213,2,19.6,122.9,5.4,11,14,0,6,14,1,0.5,1721,9.6
Josh Freeman,4940,QB,TB,5,75.9,170,178,7.5,2.71,2,6,3.2,64.0,114,0,66,11.6,200,15,69,30,90.2,68.5,67.7,65.7,1,6,212,2,12.1,74.1,4.0,8,14,3,2,3,8,3.8,1156,6.5
Mark Sanchez,4928,QB,NYJ,5,65.6,160,173,8.7,2.55,5,9,5.1,56.1,97,0,55,7.6,192,8,59,22,27.7,55.0,57.8,33.2,3,5,198,0,23.6,80.4,6.8,13,6,1,4,8,10,5.1,1171,6.8
Colt McCoy,5609,QB,CLV,4,71.1,159,172,7.1,2.76,5,10,5.6,58.1,100,0,65,11.5,183,13,55,8,54.6,65.7,68.4,44.4,1,3,193,2,9.2,78.7,3.3,6,5,1,6,6,9,4.7,984,5.7
