player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,7,78.4,287,299,7.4,2.55,3,22,7.1,70.9,212,0,87,5.8,320,13,126,20,90.9,91.2,90.9,57.2,2,8,332,2,14.9,104.6,4.1,13,8,2,5,18,9,2.7,2477,8.3
Josh Freeman,4940,QB,TB,7,72.0,257,270,7.6,2.65,2,11,3.8,61.5,166,0,102,10.3,294,19,95,30,90.8,62.0,61.6,64.1,2,10,312,3,8.8,73.1,3.1,9,15,3,6,7,13,4.2,1723,6.4
Matthew Stafford,4924,QB,DET,7,74.0,246,269,8.7,2.59,7,18,6.4,60.2,162,0,80,11.0,286,20,88,11,53.3,69.0,70.8,40.4,1,3,300,4,17.5,97.3,4.9,14,3,0,15,16,12,4.0,1929,7.2
Colt McCoy,5609,QB,CLV,6,67.2,235,252,7.3,2.73,6,11,4.2,56.0,141,0,96,10.8,279,17,86,8,54.0,58.2,61.8,38.6,2,4,293,2,13.5,75.4,4.7,13,14,1,8,8,16,5.5,1377,5.5
Matt Ryan,4317,QB,ATL,7,71.0,241,252,8.6,2.57,0,18,6.6,61.1,154,0,89,9.9,280,17,95,2,58.1,71.6,71.1,57.8,1,8,300,1,20.2,79.5,6.4,18,10,2,8,9,7,2.3,1683,6.7
Cam Newton,6153,QB,CAR,7,67.4,242,252,10.6,3.13,1,25,9.3,60.3,152,0,99,6.7,289,11,98,5,86.7,65.5,63.6,68.2,4,9,305,3,14.1,82.8,4.8,14,23,2,3,8,19,6.2,2103,8.3
Aaron Rodgers,2241,QB,GB,7,81.3,230,239,8.9,2.8,0,26,10.4,71.5,171,0,69,8.6,274,16,105,12,90.7,91.3,92.0,52.2,0,3,286,3,23.2,125.7,5.8,16,19,1,8,20,1,0.3,2372,9.9
Tom Brady,698,QB,NE,6,75.1,229,237,9.7,2.61,1,26,10.3,67.5,160,1,63,7.0,251,12,105,19,90.5,94.0,93.8,41.8,3,8,268,1,17.5,104.8,4.4,11,3,0,4,16,2,0.7,2163,9.1
Ben Roethlisberger,1732,QB,PIT,7,69.5,223,234,10.4,2.64,6,16,6.5,62.8,147,0,93,5.2,263,8,98,25,50.7,68.3,68.1,58.8,1,6,277,2,21.5,95.3,7.6,20,9,2,2,12,14,5.1,1937,8.3
Jay Cutler,2956,QB,CHI,7,69.1,220,232,8.4,2.69,0,13,5.3,59.1,137,0,94,9.9,257,15,77,6,39.1,61.3,62.5,45.2,5,6,270,2,22.3,84.0,8.2,21,4,0,7,9,13,4.8,1702,7.3
