player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brett Favre,14,QB,GB,4,67.3,156,164,9.5,2.51,3,7,4.2,56.7,93,0,42,11.4,169,12,49,12,89.1,61.1,61.1,48.9,1,5,174,0,11.9,75.6,3.0,5,0,0,4,6,6,3.4,1055,6.4
Jon Kitna,217,QB,DET,4,72.9,140,150,9.5,2.75,2,6,3.7,65.3,98,0,54,3.9,165,4,53,11,75.9,69.1,70.8,37.6,1,3,176,1,25.9,87.1,8.5,14,1,1,6,4,2,1.1,1082,7.2
Donovan McNabb,438,QB,PHI,4,74.5,137,143,9.5,3.06,2,10,6.8,59.4,85,0,60,16.7,161,17,61,24,89.0,77.7,78.3,60.1,2,1,165,2,15.0,106.0,5.6,9,8,0,2,9,4,2.4,1248,8.7
Marc Bulger,684,QB,SL,4,68.7,131,141,10.4,2.52,1,8,5.5,59.6,84,0,46,6.7,152,6,51,26,29.1,63.0,66.7,29.5,0,0,157,1,23.9,94.2,7.2,11,0,2,7,5,5,3.2,1037,7.4
Peyton Manning,327,QB,IND,4,71.5,130,140,11.6,2.82,3,10,6.9,61.4,86,0,51,7.5,148,7,63,14,88.3,91.7,91.3,55.2,0,1,153,0,13.7,97.7,4.7,7,1,1,6,6,4,2.6,1112,7.9
Drew Brees,802,QB,NO,4,81.1,122,137,6.9,2.53,7,2,1.4,65.7,90,0,34,9.1,144,9,52,20,66.9,63.9,66.1,37.3,1,2,150,0,17.6,92.8,4.2,6,1,1,6,4,3,2.0,1063,7.8
Jake Delhomme,303,QB,CAR,4,66.1,124,137,9.2,2.44,7,1,0.7,57.7,79,0,46,3.7,148,3,42,5,72.9,52.9,53.3,51.4,4,1,153,0,21.7,79.0,6.8,10,1,0,2,3,6,3.9,808,5.9
Brad Johnson,31,QB,MIN,4,77.5,120,136,9.5,2.46,4,5,3.4,59.6,81,0,46,12.9,148,12,39,18,67.8,62.1,64.7,35.7,4,3,161,2,15.2,76.3,4.7,7,4,2,6,2,6,3.7,942,6.9
Byron Leftwich,1323,QB,JAX,4,71.2,125,135,8.5,2.59,6,2,1.5,63.0,85,0,46,4.5,150,4,45,15,53.8,52.1,57.7,35.5,1,5,152,3,15.2,79.1,4.7,7,7,0,3,5,7,4.6,894,6.6
Daunte Culpepper,446,QB,MIA,4,72.2,126,134,9.2,2.82,0,3,2.2,60.4,81,0,62,11.0,161,10,46,17,29.5,45.3,48.1,45.9,4,3,167,2,33.9,77.0,13.0,21,6,1,3,2,9,5.4,929,6.9
Alex Smith,2218,QB,SF,4,69.9,113,133,9.1,3.04,4,6,4.2,55.6,74,0,56,6.3,150,5,39,28,73.7,45.8,46.1,56.0,5,2,160,1,14.3,78.1,5.3,8,9,4,7,3,7,4.4,906,6.8
Tom Brady,698,QB,NE,4,66.7,123,133,11.2,2.74,3,8,5.7,54.1,72,0,42,12.2,139,10,53,19,88.1,58.4,58.5,53.5,0,3,146,1,9.5,80.7,2.9,4,2,0,7,6,7,4.8,891,6.7
Steve McNair,114,QB,BLT,4,65.0,120,131,8.7,2.65,3,2,1.5,55.7,73,0,58,6.4,141,5,46,3,43.8,50.5,51.5,56.1,3,3,147,2,12.1,75.4,5.0,7,3,1,4,5,7,4.8,746,5.7
Charlie Frye,2284,QB,CLV,4,74.8,119,126,8.0,2.98,2,3,2.2,63.5,80,0,53,10.1,150,9,44,8,67.8,59.7,57.8,64.6,1,7,160,0,26.4,73.7,9.3,14,10,0,4,5,4,2.5,865,6.9
Matt Hasselbeck,408,QB,SEA,4,72.9,118,125,8.8,2.64,0,6,4.7,61.6,77,0,45,10.5,142,9,46,29,87.7,67.3,66.9,54.1,2,7,145,1,28.9,74.6,9.2,13,4,1,4,6,8,5.5,855,6.8
