player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jake Delhomme,303,QB,CAR,1,43,0.0,1,2,17.0,2.05,1,0,0.0,0.0,0,1,,2,4.7,0,0,,63.6,51.1,66.9,51.9,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,5,42.1,39.1,40.3,,58.3,36,37,9.9,2.55,1,0,0.0,56.8,21,15,0.0,41,95.3,0,11,,40.6,39.7,77.4,41.1,,,0,1,43,26.7,59.1,9.8,4,0,0,0,0,4,9.3,186,5.0,69.2,26,27,8.3,2.38,1,0,0.0,66.7,18,0,0.0,27,62.8,0,9,,76.8,70.7,75.8,69.7,,,0,0,27,,83.6,0.0,0,0,0,0,0,0,0.0,168,6.2,0,27.3,11,12,14.5,2.78,1,0,0.0,25.0,3,16,0.0,16,37.2,0,2,,25.6,21.2,74.3,22.6,,,0,1,18,25.0,4.9,25.0,4,0,0,0,0,4,22.2,18,1.5
Daunte Culpepper,446,QB,MIA,1,42,50.0,18,19,7.2,2.47,0,0,0.0,47.4,9,12,0.0,21,50.0,0,6,,75.6,29.4,75.0,30.8,,58.3,1,2,22,8.3,31.6,4.8,1,1,0,0,0,2,9.1,135,7.1,0,17,79.8,48.6,50.3,52.3,68.8,16,18,10.9,2.92,0,1,5.3,50.0,9,8,18.2,21,50.0,2,7,,75.6,72.9,75.0,73.1,,58.3,0,0,22,25.0,73.1,9.5,2,1,0,2,0,0,0.0,127,7.1,59.1,22,22,9.5,2.45,0,1,4.3,50.0,11,0,15.4,22,52.4,2,6,,75.9,58.2,75.2,58.2,,,0,1,23,,50.4,0.0,0,0,0,0,0,1,4.3,135,6.1,0,58.3,12,15,7.8,2.98,0,0,0.0,46.7,7,20,0.0,20,47.6,0,7,,75.4,42.0,74.9,44.4,,54.5,1,1,21,15.0,48.5,15.0,3,2,0,2,0,1,4.8,127,8.5
Peyton Manning,327,QB,IND,1,42,80.0,15,15,9.5,2.51,0,2,13.3,66.7,10,10,16.7,15,35.7,2,6,,73.5,82.4,73.7,80.4,,,0,0,15,0.0,111.8,0.0,0,0,0,0,1,1,6.7,115,7.7,0,14,79.5,77.6,75.9,,61.5,26,26,10.4,2.83,0,1,3.7,57.7,15,8,6.3,27,64.3,1,11,,77.0,68.8,75.9,67.9,,,0,1,28,12.5,59.9,3.7,1,0,0,0,0,2,7.1,161,6.2,66.7,24,24,8.9,2.48,0,1,4.2,54.2,13,0,18.8,24,57.1,3,8,,76.1,65.2,75.3,64.6,,,0,1,24,,52.4,0.0,0,0,0,0,0,2,8.3,130,5.4,0,70.6,17,17,11.7,3.02,0,2,11.1,70.6,12,18,0.0,18,42.9,0,9,,74.8,84.4,74.5,82.2,,,0,0,19,5.6,116.3,5.6,1,0,0,0,1,1,5.3,146,8.6
Alex Smith,2218,QB,SF,1,41,66.7,3,5,-2.0,3.57,0,1,16.7,40.0,2,4,0.0,6,14.6,0,0,,69.6,77.7,71.1,76.2,,,1,0,7,25.0,47.9,16.7,1,0,0,1,0,0,0.0,8,1.6,0,28,79.6,54.7,54.6,,69.7,33,35,9.8,2.79,0,1,2.7,60.0,21,6,8.7,35,85.4,2,10,,78.6,48.6,76.9,49.3,,,0,0,37,0.0,94.9,0.0,0,0,2,0,1,2,5.4,280,8.0,69.0,29,31,10.7,2.67,0,2,6.3,61.3,19,0,5.0,31,75.6,1,10,,77.7,58.0,76.4,58.0,,,0,0,32,,100.9,0.0,0,0,2,0,1,2,6.3,275,8.9,0,71.4,7,9,0.9,3.6,0,0,0.0,44.4,4,10,20.0,10,24.4,1,0,,72.4,48.7,72.9,49.4,,,1,0,12,10.0,51.6,10.0,1,0,0,1,0,0,0.0,13,1.4
Kerry Collins,115,QB,TEN,1,40,70.0,10,14,6.7,2.19,2,0,0.0,50.0,7,5,0.0,14,35.0,0,5,,73.9,54.4,73.9,54.7,,,1,0,16,0.0,68.8,0.0,0,0,0,1,0,1,6.3,84,6.0,0,31,79.3,63.9,63.0,,73.7,19,24,9.8,2.87,3,1,4.2,41.7,10,6,28.6,26,65.0,4,7,,76.6,68.7,75.6,67.9,,,1,2,26,33.3,26.2,7.7,2,0,0,1,0,1,3.8,139,5.8,78.3,23,29,8.9,2.57,5,1,3.4,48.3,14,0,22.2,29,72.5,4,9,,77.2,65.0,76.0,64.4,,,0,2,29,,39.6,0.0,0,0,0,1,0,2,6.9,181,6.2,1,50.0,6,9,8.2,2.78,0,0,0.0,33.3,3,11,0.0,11,27.5,0,3,,72.8,59.1,73.2,59.0,,,2,0,13,18.2,49.3,18.2,2,0,0,1,0,0,0.0,42,4.7
Jon Kitna,217,QB,DET,1,40,37.5,8,11,8.6,3.1,0,0,0.0,18.2,2,3,33.3,11,27.5,1,1,,72.8,34.9,73.2,36.9,,,0,0,13,0.0,39.6,0.0,0,0,0,3,0,0,0.0,19,1.7,0,11,79.3,57.9,57.4,,76.9,26,26,7.8,2.98,0,1,3.8,73.1,19,5,5.0,29,72.5,1,8,,77.2,72.2,76.0,71.1,,,0,0,29,60.0,96.6,10.3,3,0,0,0,0,0,0.0,210,8.1,64.5,31,32,8.1,2.82,0,1,3.0,56.3,18,0,10.0,32,80.0,2,8,,77.9,56.6,76.5,56.7,,,0,0,33,,76.0,0.0,0,0,0,1,0,0,0.0,208,6.5,1,100.0,3,5,6.3,3.78,0,0,0.0,60.0,3,8,0.0,8,20.0,0,1,,70.9,61.3,71.9,61.1,,,0,0,9,37.5,69.6,37.5,3,0,0,2,0,0,0.0,21,4.2
Kurt Warner,112,QB,ARZ,1,39,62.5,16,17,7.8,2.12,1,0,0.0,58.8,10,5,0.0,18,46.2,0,8,,22.7,46.8,74.5,47.7,,,0,0,19,20.0,85.4,5.6,1,0,0,0,0,1,5.3,140,8.2,0,1,21.3,69.4,75.5,40.9,87.5,16,19,8.4,2.76,2,1,5.3,63.2,12,5,14.3,21,53.8,2,9,,75.1,93.2,74.9,92.1,,,0,0,21,40.0,128.3,9.5,2,0,0,1,3,0,0.0,155,8.2,76.9,26,29,7.4,2.21,3,1,3.3,62.1,18,0,10.0,29,74.4,2,13,,77.4,87.2,76.1,84.8,,,0,0,30,,121.5,0.0,0,0,0,0,3,0,0.0,231,8.0,1,66.7,6,7,11.0,3.19,0,0,0.0,57.1,4,10,0.0,10,25.6,0,4,,18.1,45.1,72.3,46.2,,,0,0,10,30.0,87.8,30.0,3,0,0,1,0,1,10.0,64,9.1
Matt Hasselbeck,408,QB,SEA,1,38,66.7,3,3,8.7,2.6,0,0,0.0,66.7,2,2,0.0,6,15.8,0,2,,68.9,44.3,70.6,50.1,,55.7,0,0,6,100.0,85.4,33.3,2,1,0,0,0,0,0.0,20,6.7,0,29,78.7,60.0,62.9,49.0,88.5,26,27,4.7,2.72,0,0,0.0,85.2,23,10,0.0,32,84.2,0,10,,77.7,65.1,76.4,66.6,,54.5,0,0,32,30.0,96.1,9.4,3,2,1,0,0,2,6.3,191,7.1,91.3,23,24,4.0,2.32,0,0,0.0,87.5,21,0,0.0,26,68.4,0,11,,76.6,75.4,75.6,78.6,,51.1,0,0,26,,99.1,0.0,0,2,1,0,0,1,3.8,187,7.8,0,66.7,6,6,9.3,3.54,0,0,0.0,66.7,4,12,0.0,12,31.6,0,1,,72.4,31.6,72.9,33.6,,58.3,0,0,12,41.7,74.3,41.7,5,1,0,0,0,1,8.3,24,4.0
Donovan McNabb,438,QB,PHI,1,38,71.4,14,14,11.1,2.44,0,1,7.1,57.1,8,8,20.0,16,42.1,2,8,,73.9,50.9,73.9,47.2,,65.6,0,1,16,0.0,76.5,0.0,0,1,0,0,1,3,18.8,110,7.9,0,24,79.4,70.7,70.3,59.5,90.0,20,21,8.8,3.19,0,1,4.8,76.2,16,6,11.1,22,57.9,2,10,,75.6,88.6,75.0,86.2,,,1,0,22,16.7,137.8,4.5,1,0,0,0,2,0,0.0,204,9.7,82.6,23,23,10.4,2.65,0,2,8.7,73.9,17,0,10.5,24,63.2,2,12,,76.1,80.0,75.3,78.2,,,0,1,24,,119.1,0.0,0,0,0,0,2,2,8.3,246,10.7,0,81.8,11,12,8.3,3.26,0,0,0.0,58.3,7,14,22.2,14,36.8,2,6,,73.2,58.2,73.5,53.4,,65.6,1,0,14,7.1,102.1,7.1,1,1,0,0,1,1,7.1,68,5.7
Marc Bulger,684,QB,SL,1,37,87.5,8,12,5.5,2.59,1,0,0.0,50.0,6,8,14.3,13,35.1,1,3,,72.8,55.4,73.2,55.6,,,0,0,13,12.5,80.2,7.7,1,0,0,3,0,1,7.7,105,8.8,0,26,79.4,54.9,57.5,48.1,63.6,22,22,9.2,2.54,0,1,4.3,54.5,12,5,14.3,24,64.9,2,6,,76.3,59.3,75.5,59.2,,,0,0,25,40.0,68.8,8.3,2,0,0,0,0,0,0.0,112,5.1,60.9,23,24,9.4,2.29,1,1,4.2,50.0,12,0,14.3,24,64.9,2,6,,76.1,50.9,75.3,51.5,,,0,0,24,,64.4,0.0,0,0,0,0,0,1,4.2,119,5.0,1,100.0,7,10,4.4,3.06,0,0,0.0,60.0,6,13,14.3,13,35.1,1,3,,73.2,69.6,73.5,68.7,,,0,0,14,23.1,92.9,23.1,3,0,0,3,0,0,0.0,98,9.8
