player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brett Favre,14,QB,GB,5,67.4,193,203,9.9,2.51,3,10,4.7,56.7,115,0,53,11.5,210,15,59,12,74.3,62.1,61.9,48.9,1,5,220,0,13.2,76.7,3.3,7,0,2,4,7,8,3.6,1275,6.3
Jon Kitna,217,QB,DET,5,71.9,178,192,8.6,2.76,2,6,3.0,63.0,121,0,77,5.5,212,7,65,11,79.9,64.9,66.0,42.4,1,6,223,1,24.7,78.6,9.0,19,1,1,10,5,5,2.2,1307,6.8
Donovan McNabb,438,QB,PHI,5,73.4,169,176,9.9,3.05,3,12,6.6,58.5,103,0,69,16.9,197,21,73,24,90.1,79.5,80.1,57.9,2,1,202,2,17.4,107.3,6.1,12,8,0,2,11,4,2.0,1603,9.1
Peyton Manning,327,QB,IND,5,71.9,160,171,11.0,2.76,4,11,6.2,62.0,106,0,55,7.8,180,9,73,14,89.9,91.1,90.9,51.0,0,2,187,0,12.7,95.6,3.9,7,2,1,6,8,4,2.1,1278,7.5
Drew Brees,802,QB,NO,5,82.8,151,170,6.6,2.55,8,2,1.1,65.3,111,0,38,11.2,177,14,60,20,71.4,72.9,74.9,36.6,1,2,184,1,15.8,91.6,3.4,6,1,1,9,5,3,1.6,1234,7.3
Brad Johnson,31,QB,MIN,5,77.3,154,170,8.7,2.44,4,6,3.3,62.9,107,0,57,10.1,182,12,50,18,72.2,62.8,64.8,36.2,4,4,196,2,12.3,78.6,3.8,7,4,2,6,3,7,3.6,1143,6.7
Marc Bulger,684,QB,SL,5,67.9,159,169,10.3,2.57,1,9,5.1,60.4,102,0,54,5.6,183,6,64,26,35.4,61.1,64.1,32.2,0,0,190,1,24.1,97.2,7.1,13,1,2,7,7,7,3.7,1257,7.4
Charlie Frye,2284,QB,CLV,5,75.6,156,169,7.8,2.96,2,4,2.2,62.7,106,0,70,10.2,197,12,55,8,73.3,62.8,60.1,68.9,3,9,209,0,22.9,67.6,8.1,16,12,1,7,5,4,1.9,1038,6.1
Jake Delhomme,303,QB,CAR,5,68.4,152,166,8.9,2.45,8,1,0.6,59.6,99,0,49,4.8,178,5,49,5,76.4,60.5,60.8,48.7,4,1,185,0,22.4,81.9,6.2,11,1,0,2,4,6,3.2,978,5.9
Steve McNair,114,QB,BLT,5,64.1,153,165,8.0,2.64,3,3,1.8,56.4,93,0,66,5.1,179,5,58,3,52.1,47.4,47.8,61.7,4,6,185,3,13.6,67.0,5.0,9,5,1,4,5,11,5.9,911,5.5
Tom Brady,698,QB,NE,5,67.8,146,162,10.7,2.68,8,8,4.7,54.3,88,1,50,11.1,169,11,65,19,89.7,61.4,62.0,50.5,1,3,177,2,10.0,82.6,3.0,5,2,0,7,8,7,4.0,1031,6.4
Byron Leftwich,1323,QB,JAX,5,72.5,142,155,8.3,2.6,6,2,1.3,60.6,94,0,51,8.7,172,9,54,15,58.8,54.8,60.5,34.3,2,5,176,3,15.7,82.0,4.7,8,8,0,5,7,7,4.0,1034,6.7
Rex Grossman,1338,QB,CHI,5,67.4,144,152,10.9,2.65,1,10,6.3,61.2,93,1,59,4.1,156,4,59,6,68.5,74.1,75.7,38.5,2,3,164,2,6.8,100.8,2.6,4,0,0,5,10,7,4.3,1243,8.2
Alex Smith,2218,QB,SF,5,71.2,132,152,8.7,3.0,4,7,4.3,58.6,89,0,59,5.3,170,5,51,28,76.0,48.8,48.3,58.4,5,3,180,1,13.6,85.2,4.7,8,10,4,7,6,8,4.4,1071,7.0
Eli Manning,1722,QB,NYG,4,76.3,139,146,8.5,2.59,2,9,5.9,67.1,98,0,52,7.5,156,8,57,21,68.1,78.7,81.3,36.0,0,5,163,4,17.3,97.1,5.8,9,1,2,3,9,7,4.3,1149,7.9
Chad Pennington,596,QB,NYJ,5,73.1,130,139,8.4,2.72,1,4,2.7,66.2,92,0,52,3.2,158,3,53,22,89.0,63.4,64.2,48.0,4,5,170,0,26.9,89.2,8.9,14,5,2,2,6,6,3.5,1086,7.8
Mark Brunell,51,QB,WAS,5,77.2,123,139,6.2,2.89,4,6,4.1,64.0,89,0,46,6.3,152,6,45,32,88.6,58.6,58.2,57.6,1,2,163,1,19.6,90.8,5.9,9,3,1,10,4,7,4.3,1060,7.6
J.P. Losman,1743,QB,BUF,5,74.2,120,138,8.5,2.88,5,5,3.5,61.6,85,0,62,4.5,157,4,46,4,48.3,53.2,55.5,47.7,5,4,163,2,22.6,78.6,8.9,14,5,0,8,4,7,4.3,914,6.6
Daunte Culpepper,446,QB,MIA,4,72.2,126,134,9.2,2.82,0,3,2.2,60.4,81,0,62,11.0,161,10,46,17,29.5,45.3,48.1,45.9,4,3,167,2,33.9,77.0,13.0,21,6,1,3,2,9,5.4,929,6.9
Drew Bledsoe,36,QB,DAL,4,66.4,113,126,9.1,2.8,2,7,5.0,51.6,65,0,53,13.3,140,10,45,9,73.1,58.5,60.1,51.3,2,7,155,3,18.9,64.2,7.1,10,4,0,9,5,11,7.1,877,7.0
Matt Hasselbeck,408,QB,SEA,4,72.9,118,125,8.8,2.64,0,6,4.7,61.6,77,0,45,10.5,142,9,46,29,87.7,67.3,66.9,54.1,2,7,145,1,28.9,74.6,9.2,13,4,1,4,6,8,5.5,855,6.8
Kurt Warner,112,QB,ARZ,4,70.4,115,122,8.1,2.61,4,3,2.3,62.3,76,0,52,6.2,137,5,45,1,15.9,32.6,39.7,27.3,1,5,144,3,25.0,81.6,9.5,13,2,0,2,5,14,9.7,908,7.4
Carson Palmer,1317,QB,CIN,4,67.5,114,120,9.5,2.5,1,5,4.0,62.5,75,0,51,2.6,136,2,46,7,42.1,55.7,60.0,35.9,1,4,142,2,29.4,88.8,11.0,15,1,2,2,6,10,7.0,917,7.6
David Carr,1009,QB,HST,4,83.3,102,111,7.3,2.67,4,3,2.5,73.0,81,0,53,4.7,132,4,47,13,24.5,65.5,76.5,25.7,0,2,139,1,28.3,108.9,11.4,15,6,0,5,7,4,2.9,865,7.8
Jake Plummer,248,QB,DEN,4,69.4,98,110,8.5,2.51,4,4,3.5,51.8,57,0,41,16.2,116,11,37,10,35.8,60.9,63.9,35.3,2,5,120,0,12.2,60.9,4.3,5,1,0,6,3,7,5.8,673,6.1
Chris Simms,1411,QB,TB,3,69.6,92,105,7.6,2.8,7,3,2.7,54.3,57,0,41,10.9,112,7,30,30,86.1,32.9,35.0,45.2,0,7,117,0,9.8,45.9,3.6,4,3,1,5,1,10,8.5,585,5.6
Philip Rivers,1725,QB,SD,4,75.0,100,105,9.5,2.67,1,7,6.7,66.7,70,0,37,6.7,117,5,41,27,86.5,82.1,84.6,48.8,2,2,117,0,13.5,94.5,4.3,5,6,0,2,5,1,0.9,730,7.0
Damon Huard,215,QB,KC,4,83.5,97,104,6.1,2.35,5,6,5.7,70.2,73,0,28,9.9,114,8,46,16,25.7,66.9,69.2,41.9,0,0,116,1,28.6,107.4,7.0,8,2,0,2,5,5,4.3,769,7.4
Ben Roethlisberger,1732,QB,PIT,3,62.0,92,102,9.7,2.96,3,2,1.9,53.9,55,0,54,3.5,112,2,29,25,86.1,38.3,40.9,37.5,1,7,116,0,18.5,41.7,8.9,10,0,3,3,0,7,6.0,570,5.6
Kerry Collins,115,QB,TEN,3,61.3,75,90,10.3,2.6,7,3,3.2,46.7,42,0,30,8.7,94,4,24,31,84.7,46.2,46.2,,2,6,97,1,13.3,42.4,4.3,4,0,0,6,1,6,6.2,550,6.1
Michael Vick,773,QB,ATL,4,62.1,87,90,11.8,3.32,2,2,2.1,50.0,45,0,52,16.7,119,9,35,2,87.9,55.7,44.0,81.0,0,2,124,0,21.2,69.8,9.2,11,18,0,1,3,6,4.8,522,5.8
Andrew Walter,2286,QB,OAK,4,53.5,71,78,11.5,2.85,2,6,7.1,44.9,35,0,39,7.9,96,3,23,23,22.6,47.8,53.1,33.4,0,6,103,1,33.3,38.5,13.5,13,4,0,5,2,6,5.8,422,5.4
Vince Young,2948,QB,TEN,4,56.9,65,74,11.9,2.88,3,2,2.5,45.9,34,0,27,8.1,82,3,24,31,21.5,34.3,41.8,34.7,3,4,90,2,7.4,46.6,2.4,2,6,2,1,2,7,7.8,351,4.7
Matt Leinart,2955,QB,ARZ,2,76.9,39,44,7.2,2.49,1,1,2.2,63.6,28,0,17,6.7,51,2,15,1,80.6,65.6,66.6,52.3,0,2,52,0,29.4,80.6,9.8,5,1,3,1,2,1,1.9,309,7.0
Joey Harrington,1011,QB,MIA,1,75.7,37,41,7.6,2.44,1,1,2.3,63.4,26,0,13,7.1,42,2,14,17,79.6,69.1,68.1,,1,2,44,0,7.7,58.2,2.4,1,0,0,2,0,1,2.3,232,5.7
Bruce Gradkowski,3139,QB,TB,3,78.1,32,37,7.6,2.95,0,2,5.0,59.5,22,0,22,12.0,44,3,9,30,45.9,67.0,69.3,57.4,2,0,47,1,13.6,97.2,6.8,3,4,0,3,2,1,2.1,245,6.6
Charlie Batch,367,QB,PIT,1,69.6,23,25,9.5,3.12,0,1,3.6,60.0,15,0,18,6.3,30,1,12,25,39.0,57.9,65.5,40.0,1,0,33,0,16.7,126.5,10.0,3,2,0,1,3,1,3.0,209,8.4
Trent Green,58,QB,KC,1,85.7,14,15,8.5,2.91,0,0,0.0,73.3,11,0,9,8.3,21,1,7,16,75.9,60.7,58.7,63.1,0,1,23,0,33.3,60.4,14.3,3,3,0,1,0,1,4.3,90,6.0
Aaron Brooks,509,QB,OAK,1,61.5,13,14,9.9,3.33,0,1,7.1,42.9,6,0,10,25.0,24,2,5,23,18.4,28.2,38.8,28.7,0,0,25,0,70.0,58.0,29.2,7,3,0,1,0,2,8.0,68,4.9
Marques Tuiasosopo,826,QB,OAK,1,44.4,9,9,11.1,3.95,0,0,0.0,44.4,4,0,1,0.0,10,0,3,23,71.4,38.6,33.7,65.6,0,2,10,0,0.0,60.6,0.0,0,1,0,0,1,1,10.0,52,5.8
Brian Griese,379,QB,CHI,2,100.0,5,5,3.8,1.93,0,0,0.0,100.0,5,0,2,0.0,6,0,4,6,71.6,47.4,47.1,54.6,0,0,6,0,50.0,95.0,16.7,1,0,0,0,0,0,0.0,34,6.8
Aaron Rodgers,2241,QB,GB,1,66.7,3,3,7.7,2.43,0,0,0.0,66.7,2,0,1,0.0,3,0,1,12,66.9,56.3,55.9,,0,0,4,0,0.0,77.1,0.0,0,0,0,0,0,0,0.0,14,4.7
Seneca Wallace,1422,QB,SEA,1,50.0,2,2,8.0,4.1,0,0,0.0,50.0,1,0,2,0.0,2,0,0,29,63.6,55.0,54.9,,0,0,2,0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0
Thomas Jones,585,HB,CHI,2,100.0,1,1,-12.0,6.75,0,0,0.0,100.0,1,0,2,0.0,2,0,0,6,88.8,57.0,60.2,54.0,0,0,2,0,0.0,79.2,0.0,0,1,0,0,0,0,0.0,-4,-4.0
Jeff Garcia,550,QB,PHI,1,,0,1,,2.8,0,0,0.0,0.0,0,0,1,,1,0,0,24,64.5,48.4,60.0,53.5,1,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
LaDainian Tomlinson,777,HB,SD,1,0.0,1,1,20.0,2.7,0,0,0.0,0.0,0,0,0,,1,0,0,27,87.6,58.0,52.9,56.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kellen Clemens,2994,QB,NYJ,1,0.0,1,1,6.0,4.83,0,0,0.0,0.0,0,0,3,,4,0,0,22,18.9,27.6,28.0,58.3,0,0,5,0,66.7,39.6,50.0,2,1,0,0,0,0,0.0,0,0.0
Jerious Norwood,3024,HB,ATL,1,,0,1,,4.6,0,0,0.0,0.0,0,0,1,,1,0,0,2,78.9,84.2,60.0,83.3,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
